Provincias	Establecimientos y personal empleado (plazas)	Periodo	Total
18 Granada	Número de apartamentos estimados	2020M08	1.616
18 Granada	Número de apartamentos estimados	2020M07	1.373
18 Granada	Número de apartamentos estimados	2020M06	711
18 Granada	Número de apartamentos estimados	2020M05	.
18 Granada	Número de apartamentos estimados	2020M04	0
18 Granada	Número de apartamentos estimados	2020M03	706
18 Granada	Número de apartamentos estimados	2020M02	1.753
18 Granada	Número de apartamentos estimados	2020M01	1.796
18 Granada	Número de apartamentos estimados	2019M12	1.668
18 Granada	Número de apartamentos estimados	2019M11	1.510
18 Granada	Número de apartamentos estimados	2019M10	1.620
18 Granada	Número de apartamentos estimados	2019M09	1.639
18 Granada	Número de apartamentos estimados	2019M08	1.685
18 Granada	Número de apartamentos estimados	2019M07	1.571
18 Granada	Número de apartamentos estimados	2019M06	1.623
18 Granada	Número de apartamentos estimados	2019M05	1.403
18 Granada	Número de apartamentos estimados	2019M04	1.597
18 Granada	Número de apartamentos estimados	2019M03	2.057
18 Granada	Número de apartamentos estimados	2019M02	2.035
18 Granada	Número de apartamentos estimados	2019M01	1.985
18 Granada	Número de apartamentos estimados	2018M12	1.816
18 Granada	Número de apartamentos estimados	2018M11	1.344
18 Granada	Número de apartamentos estimados	2018M10	1.541
18 Granada	Número de apartamentos estimados	2018M09	1.643
18 Granada	Número de apartamentos estimados	2018M08	1.512
18 Granada	Número de apartamentos estimados	2018M07	1.466
18 Granada	Número de apartamentos estimados	2018M06	1.518
18 Granada	Número de apartamentos estimados	2018M05	1.304
18 Granada	Número de apartamentos estimados	2018M04	1.378
18 Granada	Número de apartamentos estimados	2018M03	1.403
18 Granada	Número de apartamentos estimados	2018M02	1.416
18 Granada	Número de apartamentos estimados	2018M01	1.321
18 Granada	Número de apartamentos estimados	2017M12	1.263
18 Granada	Número de apartamentos estimados	2017M11	1.186
18 Granada	Número de apartamentos estimados	2017M10	1.306
18 Granada	Número de apartamentos estimados	2017M09	1.271
18 Granada	Número de apartamentos estimados	2017M08	1.289
18 Granada	Número de apartamentos estimados	2017M07	1.222
18 Granada	Número de apartamentos estimados	2017M06	1.223
18 Granada	Número de apartamentos estimados	2017M05	1.072
18 Granada	Número de apartamentos estimados	2017M04	1.216
18 Granada	Número de apartamentos estimados	2017M03	1.211
18 Granada	Número de apartamentos estimados	2017M02	1.209
18 Granada	Número de apartamentos estimados	2017M01	1.220
18 Granada	Número de apartamentos estimados	2016M12	1.327
18 Granada	Número de apartamentos estimados	2016M11	1.157
18 Granada	Número de apartamentos estimados	2016M10	1.310
18 Granada	Número de apartamentos estimados	2016M09	1.288
18 Granada	Número de apartamentos estimados	2016M08	1.351
18 Granada	Número de apartamentos estimados	2016M07	1.322
18 Granada	Número de apartamentos estimados	2016M06	1.315
18 Granada	Número de apartamentos estimados	2016M05	1.335
18 Granada	Número de apartamentos estimados	2016M04	1.346
18 Granada	Número de apartamentos estimados	2016M03	1.285
18 Granada	Número de apartamentos estimados	2016M02	1.364
18 Granada	Número de apartamentos estimados	2016M01	1.321
18 Granada	Número de apartamentos estimados	2015M12	1.344
18 Granada	Número de apartamentos estimados	2015M11	1.235
18 Granada	Número de apartamentos estimados	2015M10	1.410
18 Granada	Número de apartamentos estimados	2015M09	1.397
18 Granada	Número de apartamentos estimados	2015M08	1.268
18 Granada	Número de apartamentos estimados	2015M07	1.207
18 Granada	Número de apartamentos estimados	2015M06	1.240
18 Granada	Número de apartamentos estimados	2015M05	1.225
18 Granada	Número de apartamentos estimados	2015M04	1.199
18 Granada	Número de apartamentos estimados	2015M03	1.290
18 Granada	Número de apartamentos estimados	2015M02	1.315
18 Granada	Número de apartamentos estimados	2015M01	1.220
18 Granada	Número de apartamentos estimados	2014M12	1.210
18 Granada	Número de apartamentos estimados	2014M11	1.046
18 Granada	Número de apartamentos estimados	2014M10	1.219
18 Granada	Número de apartamentos estimados	2014M09	1.252
18 Granada	Número de apartamentos estimados	2014M08	1.244
18 Granada	Número de apartamentos estimados	2014M07	1.183
18 Granada	Número de apartamentos estimados	2014M06	1.236
18 Granada	Número de apartamentos estimados	2014M05	1.193
18 Granada	Número de apartamentos estimados	2014M04	1.189
18 Granada	Número de apartamentos estimados	2014M03	1.213
18 Granada	Número de apartamentos estimados	2014M02	1.230
18 Granada	Número de apartamentos estimados	2014M01	1.157
18 Granada	Número de apartamentos estimados	2013M12	1.193
18 Granada	Número de apartamentos estimados	2013M11	1.047
18 Granada	Número de apartamentos estimados	2013M10	1.193
18 Granada	Número de apartamentos estimados	2013M09	1.218
18 Granada	Número de apartamentos estimados	2013M08	1.190
18 Granada	Número de apartamentos estimados	2013M07	1.180
18 Granada	Número de apartamentos estimados	2013M06	1.138
18 Granada	Número de apartamentos estimados	2013M05	1.144
18 Granada	Número de apartamentos estimados	2013M04	1.077
18 Granada	Número de apartamentos estimados	2013M03	1.158
18 Granada	Número de apartamentos estimados	2013M02	1.132
18 Granada	Número de apartamentos estimados	2013M01	1.124
18 Granada	Número de apartamentos estimados	2012M12	1.123
18 Granada	Número de apartamentos estimados	2012M11	983
18 Granada	Número de apartamentos estimados	2012M10	1.136
18 Granada	Número de apartamentos estimados	2012M09	1.164
18 Granada	Número de apartamentos estimados	2012M08	1.181
18 Granada	Número de apartamentos estimados	2012M07	1.183
18 Granada	Número de apartamentos estimados	2012M06	1.159
18 Granada	Número de apartamentos estimados	2012M05	1.148
18 Granada	Número de apartamentos estimados	2012M04	1.217
18 Granada	Número de apartamentos estimados	2012M03	1.270
18 Granada	Número de apartamentos estimados	2012M02	1.209
18 Granada	Número de apartamentos estimados	2012M01	1.209
18 Granada	Número de apartamentos estimados	2011M12	1.161
18 Granada	Número de apartamentos estimados	2011M11	992
18 Granada	Número de apartamentos estimados	2011M10	1.078
18 Granada	Número de apartamentos estimados	2011M09	1.115
18 Granada	Número de apartamentos estimados	2011M08	1.220
18 Granada	Número de apartamentos estimados	2011M07	1.208
18 Granada	Número de apartamentos estimados	2011M06	1.196
18 Granada	Número de apartamentos estimados	2011M05	1.177
18 Granada	Número de apartamentos estimados	2011M04	1.189
18 Granada	Número de apartamentos estimados	2011M03	1.177
18 Granada	Número de apartamentos estimados	2011M02	1.170
18 Granada	Número de apartamentos estimados	2011M01	1.140
18 Granada	Número de apartamentos estimados	2010M12	1.236
18 Granada	Número de apartamentos estimados	2010M11	954
18 Granada	Número de apartamentos estimados	2010M10	1.057
18 Granada	Número de apartamentos estimados	2010M09	1.074
18 Granada	Número de apartamentos estimados	2010M08	1.074
18 Granada	Número de apartamentos estimados	2010M07	1.039
18 Granada	Número de apartamentos estimados	2010M06	1.007
18 Granada	Número de apartamentos estimados	2010M05	979
18 Granada	Número de apartamentos estimados	2010M04	1.170
18 Granada	Número de apartamentos estimados	2010M03	1.213
18 Granada	Número de apartamentos estimados	2010M02	1.217
18 Granada	Número de apartamentos estimados	2010M01	1.188
18 Granada	Número de apartamentos estimados	2009M12	1.160
18 Granada	Número de apartamentos estimados	2009M11	956
18 Granada	Número de apartamentos estimados	2009M10	943
18 Granada	Número de apartamentos estimados	2009M09	954
18 Granada	Número de apartamentos estimados	2009M08	977
18 Granada	Número de apartamentos estimados	2009M07	979
18 Granada	Número de apartamentos estimados	2009M06	931
18 Granada	Número de apartamentos estimados	2009M05	899
18 Granada	Número de apartamentos estimados	2009M04	1.183
18 Granada	Número de apartamentos estimados	2009M03	1.235
18 Granada	Número de apartamentos estimados	2009M02	1.256
18 Granada	Número de apartamentos estimados	2009M01	1.253
18 Granada	Número de apartamentos estimados	2008M12	1.244
18 Granada	Número de apartamentos estimados	2008M11	1.131
18 Granada	Número de apartamentos estimados	2008M10	966
18 Granada	Número de apartamentos estimados	2008M09	932
18 Granada	Número de apartamentos estimados	2008M08	973
18 Granada	Número de apartamentos estimados	2008M07	944
18 Granada	Número de apartamentos estimados	2008M06	892
18 Granada	Número de apartamentos estimados	2008M05	888
18 Granada	Número de apartamentos estimados	2008M04	878
18 Granada	Número de apartamentos estimados	2008M03	1.113
18 Granada	Número de apartamentos estimados	2008M02	1.144
18 Granada	Número de apartamentos estimados	2008M01	1.177
18 Granada	Número de apartamentos estimados	2007M12	1.301
18 Granada	Número de apartamentos estimados	2007M11	943
18 Granada	Número de apartamentos estimados	2007M10	935
18 Granada	Número de apartamentos estimados	2007M09	985
18 Granada	Número de apartamentos estimados	2007M08	898
18 Granada	Número de apartamentos estimados	2007M07	933
18 Granada	Número de apartamentos estimados	2007M06	904
18 Granada	Número de apartamentos estimados	2007M05	918
18 Granada	Número de apartamentos estimados	2007M04	1.004
18 Granada	Número de apartamentos estimados	2007M03	1.114
18 Granada	Número de apartamentos estimados	2007M02	1.093
18 Granada	Número de apartamentos estimados	2007M01	1.135
18 Granada	Número de apartamentos estimados	2006M12	1.114
18 Granada	Número de apartamentos estimados	2006M11	904
18 Granada	Número de apartamentos estimados	2006M10	776
18 Granada	Número de apartamentos estimados	2006M09	852
18 Granada	Número de apartamentos estimados	2006M08	951
18 Granada	Número de apartamentos estimados	2006M07	923
18 Granada	Número de apartamentos estimados	2006M06	870
18 Granada	Número de apartamentos estimados	2006M05	915
18 Granada	Número de apartamentos estimados	2006M04	1.144
18 Granada	Número de apartamentos estimados	2006M03	1.139
18 Granada	Número de apartamentos estimados	2006M02	1.142
18 Granada	Número de apartamentos estimados	2006M01	1.135
18 Granada	Número de apartamentos estimados	2005M12	1.064
18 Granada	Número de apartamentos estimados	2005M11	889
18 Granada	Número de apartamentos estimados	2005M10	845
18 Granada	Número de apartamentos estimados	2005M09	868
18 Granada	Número de apartamentos estimados	2005M08	940
18 Granada	Número de apartamentos estimados	2005M07	914
18 Granada	Número de apartamentos estimados	2005M06	900
18 Granada	Número de apartamentos estimados	2005M05	906
18 Granada	Número de apartamentos estimados	2005M04	1.077
18 Granada	Número de apartamentos estimados	2005M03	1.118
18 Granada	Número de apartamentos estimados	2005M02	1.114
18 Granada	Número de apartamentos estimados	2005M01	1.088
19 Guadalajara	Número de apartamentos estimados	2024M09	309
19 Guadalajara	Número de apartamentos estimados	2024M08	302
19 Guadalajara	Número de apartamentos estimados	2024M07	220
19 Guadalajara	Número de apartamentos estimados	2024M06	310
19 Guadalajara	Número de apartamentos estimados	2024M05	313
19 Guadalajara	Número de apartamentos estimados	2024M04	313
19 Guadalajara	Número de apartamentos estimados	2024M03	338
19 Guadalajara	Número de apartamentos estimados	2024M02	258
19 Guadalajara	Número de apartamentos estimados	2024M01	263
19 Guadalajara	Número de apartamentos estimados	2023M12	226
19 Guadalajara	Número de apartamentos estimados	2023M11	258
19 Guadalajara	Número de apartamentos estimados	2023M10	267
19 Guadalajara	Número de apartamentos estimados	2023M09	324
19 Guadalajara	Número de apartamentos estimados	2023M08	322
19 Guadalajara	Número de apartamentos estimados	2023M07	314
19 Guadalajara	Número de apartamentos estimados	2023M06	245
19 Guadalajara	Número de apartamentos estimados	2023M05	261
19 Guadalajara	Número de apartamentos estimados	2023M04	277
19 Guadalajara	Número de apartamentos estimados	2023M03	277
19 Guadalajara	Número de apartamentos estimados	2023M02	251
19 Guadalajara	Número de apartamentos estimados	2023M01	249
19 Guadalajara	Número de apartamentos estimados	2022M12	225
19 Guadalajara	Número de apartamentos estimados	2022M11	256
19 Guadalajara	Número de apartamentos estimados	2022M10	295
19 Guadalajara	Número de apartamentos estimados	2022M09	265
19 Guadalajara	Número de apartamentos estimados	2022M08	300
19 Guadalajara	Número de apartamentos estimados	2022M07	303
19 Guadalajara	Número de apartamentos estimados	2022M06	309
19 Guadalajara	Número de apartamentos estimados	2022M05	318
19 Guadalajara	Número de apartamentos estimados	2022M04	315
19 Guadalajara	Número de apartamentos estimados	2022M03	304
19 Guadalajara	Número de apartamentos estimados	2022M02	302
19 Guadalajara	Número de apartamentos estimados	2022M01	263
19 Guadalajara	Número de apartamentos estimados	2021M12	344
19 Guadalajara	Número de apartamentos estimados	2021M11	325
19 Guadalajara	Número de apartamentos estimados	2021M10	345
19 Guadalajara	Número de apartamentos estimados	2021M09	336
19 Guadalajara	Número de apartamentos estimados	2021M08	348
19 Guadalajara	Número de apartamentos estimados	2021M07	343
19 Guadalajara	Número de apartamentos estimados	2021M06	343
19 Guadalajara	Número de apartamentos estimados	2021M05	.
19 Guadalajara	Número de apartamentos estimados	2021M04	339
19 Guadalajara	Número de apartamentos estimados	2021M03	331
19 Guadalajara	Número de apartamentos estimados	2021M02	326
19 Guadalajara	Número de apartamentos estimados	2021M01	.
19 Guadalajara	Número de apartamentos estimados	2020M12	322
19 Guadalajara	Número de apartamentos estimados	2020M11	312
19 Guadalajara	Número de apartamentos estimados	2020M10	314
19 Guadalajara	Número de apartamentos estimados	2020M09	321
19 Guadalajara	Número de apartamentos estimados	2020M08	.
19 Guadalajara	Número de apartamentos estimados	2020M07	347
19 Guadalajara	Número de apartamentos estimados	2020M06	244
19 Guadalajara	Número de apartamentos estimados	2020M05	.
19 Guadalajara	Número de apartamentos estimados	2020M04	0
19 Guadalajara	Número de apartamentos estimados	2020M03	197
19 Guadalajara	Número de apartamentos estimados	2020M02	363
19 Guadalajara	Número de apartamentos estimados	2020M01	315
19 Guadalajara	Número de apartamentos estimados	2019M12	389
19 Guadalajara	Número de apartamentos estimados	2019M11	407
19 Guadalajara	Número de apartamentos estimados	2019M10	407
19 Guadalajara	Número de apartamentos estimados	2019M09	369
19 Guadalajara	Número de apartamentos estimados	2019M08	415
19 Guadalajara	Número de apartamentos estimados	2019M07	380
19 Guadalajara	Número de apartamentos estimados	2019M06	378
19 Guadalajara	Número de apartamentos estimados	2019M05	375
19 Guadalajara	Número de apartamentos estimados	2019M04	375
19 Guadalajara	Número de apartamentos estimados	2019M03	378
19 Guadalajara	Número de apartamentos estimados	2019M02	363
19 Guadalajara	Número de apartamentos estimados	2019M01	336
19 Guadalajara	Número de apartamentos estimados	2018M12	334
19 Guadalajara	Número de apartamentos estimados	2018M11	326
19 Guadalajara	Número de apartamentos estimados	2018M10	327
19 Guadalajara	Número de apartamentos estimados	2018M09	316
19 Guadalajara	Número de apartamentos estimados	2018M08	354
19 Guadalajara	Número de apartamentos estimados	2018M07	351
19 Guadalajara	Número de apartamentos estimados	2018M06	346
19 Guadalajara	Número de apartamentos estimados	2018M05	339
19 Guadalajara	Número de apartamentos estimados	2018M04	339
19 Guadalajara	Número de apartamentos estimados	2018M03	318
19 Guadalajara	Número de apartamentos estimados	2018M02	329
19 Guadalajara	Número de apartamentos estimados	2018M01	308
19 Guadalajara	Número de apartamentos estimados	2017M12	339
19 Guadalajara	Número de apartamentos estimados	2017M11	360
19 Guadalajara	Número de apartamentos estimados	2017M10	355
19 Guadalajara	Número de apartamentos estimados	2017M09	344
19 Guadalajara	Número de apartamentos estimados	2017M08	357
19 Guadalajara	Número de apartamentos estimados	2017M07	351
19 Guadalajara	Número de apartamentos estimados	2017M06	352
19 Guadalajara	Número de apartamentos estimados	2017M05	352
19 Guadalajara	Número de apartamentos estimados	2017M04	348
19 Guadalajara	Número de apartamentos estimados	2017M03	329
19 Guadalajara	Número de apartamentos estimados	2017M02	298
19 Guadalajara	Número de apartamentos estimados	2017M01	294
19 Guadalajara	Número de apartamentos estimados	2016M12	350
19 Guadalajara	Número de apartamentos estimados	2016M11	344
19 Guadalajara	Número de apartamentos estimados	2016M10	352
19 Guadalajara	Número de apartamentos estimados	2016M09	336
19 Guadalajara	Número de apartamentos estimados	2016M08	331
19 Guadalajara	Número de apartamentos estimados	2016M07	338
19 Guadalajara	Número de apartamentos estimados	2016M06	339
19 Guadalajara	Número de apartamentos estimados	2016M05	339
19 Guadalajara	Número de apartamentos estimados	2016M04	340
19 Guadalajara	Número de apartamentos estimados	2016M03	346
19 Guadalajara	Número de apartamentos estimados	2016M02	332
19 Guadalajara	Número de apartamentos estimados	2016M01	320
19 Guadalajara	Número de apartamentos estimados	2015M12	343
19 Guadalajara	Número de apartamentos estimados	2015M11	343
19 Guadalajara	Número de apartamentos estimados	2015M10	339
19 Guadalajara	Número de apartamentos estimados	2015M09	330
19 Guadalajara	Número de apartamentos estimados	2015M08	342
19 Guadalajara	Número de apartamentos estimados	2015M07	349
19 Guadalajara	Número de apartamentos estimados	2015M06	314
19 Guadalajara	Número de apartamentos estimados	2015M05	345
19 Guadalajara	Número de apartamentos estimados	2015M04	333
19 Guadalajara	Número de apartamentos estimados	2015M03	327
19 Guadalajara	Número de apartamentos estimados	2015M02	318
19 Guadalajara	Número de apartamentos estimados	2015M01	322
19 Guadalajara	Número de apartamentos estimados	2014M12	313
19 Guadalajara	Número de apartamentos estimados	2014M11	322
19 Guadalajara	Número de apartamentos estimados	2014M10	322
19 Guadalajara	Número de apartamentos estimados	2014M09	313
19 Guadalajara	Número de apartamentos estimados	2014M08	336
19 Guadalajara	Número de apartamentos estimados	2014M07	344
19 Guadalajara	Número de apartamentos estimados	2014M06	350
19 Guadalajara	Número de apartamentos estimados	2014M05	343
19 Guadalajara	Número de apartamentos estimados	2014M04	341
19 Guadalajara	Número de apartamentos estimados	2014M03	345
19 Guadalajara	Número de apartamentos estimados	2014M02	332
19 Guadalajara	Número de apartamentos estimados	2014M01	332
19 Guadalajara	Número de apartamentos estimados	2013M12	""
19 Guadalajara	Número de apartamentos estimados	2013M11	""
19 Guadalajara	Número de apartamentos estimados	2013M10	""
19 Guadalajara	Número de apartamentos estimados	2013M09	""
19 Guadalajara	Número de apartamentos estimados	2013M08	""
19 Guadalajara	Número de apartamentos estimados	2013M07	""
19 Guadalajara	Número de apartamentos estimados	2013M06	""
19 Guadalajara	Número de apartamentos estimados	2013M05	""
19 Guadalajara	Número de apartamentos estimados	2013M04	""
19 Guadalajara	Número de apartamentos estimados	2013M03	""
19 Guadalajara	Número de apartamentos estimados	2013M02	""
19 Guadalajara	Número de apartamentos estimados	2013M01	""
19 Guadalajara	Número de apartamentos estimados	2012M12	""
19 Guadalajara	Número de apartamentos estimados	2012M11	""
19 Guadalajara	Número de apartamentos estimados	2012M10	""
19 Guadalajara	Número de apartamentos estimados	2012M09	""
19 Guadalajara	Número de apartamentos estimados	2012M08	""
19 Guadalajara	Número de apartamentos estimados	2012M07	""
19 Guadalajara	Número de apartamentos estimados	2012M06	""
19 Guadalajara	Número de apartamentos estimados	2012M05	""
19 Guadalajara	Número de apartamentos estimados	2012M04	""
19 Guadalajara	Número de apartamentos estimados	2012M03	""
19 Guadalajara	Número de apartamentos estimados	2012M02	""
19 Guadalajara	Número de apartamentos estimados	2012M01	""
19 Guadalajara	Número de apartamentos estimados	2011M12	""
19 Guadalajara	Número de apartamentos estimados	2011M11	""
19 Guadalajara	Número de apartamentos estimados	2011M10	""
19 Guadalajara	Número de apartamentos estimados	2011M09	""
19 Guadalajara	Número de apartamentos estimados	2011M08	""
19 Guadalajara	Número de apartamentos estimados	2011M07	""
19 Guadalajara	Número de apartamentos estimados	2011M06	""
19 Guadalajara	Número de apartamentos estimados	2011M05	""
19 Guadalajara	Número de apartamentos estimados	2011M04	""
19 Guadalajara	Número de apartamentos estimados	2011M03	""
19 Guadalajara	Número de apartamentos estimados	2011M02	""
19 Guadalajara	Número de apartamentos estimados	2011M01	""
19 Guadalajara	Número de apartamentos estimados	2010M12	""
19 Guadalajara	Número de apartamentos estimados	2010M11	""
19 Guadalajara	Número de apartamentos estimados	2010M10	""
19 Guadalajara	Número de apartamentos estimados	2010M09	""
19 Guadalajara	Número de apartamentos estimados	2010M08	""
19 Guadalajara	Número de apartamentos estimados	2010M07	""
19 Guadalajara	Número de apartamentos estimados	2010M06	""
19 Guadalajara	Número de apartamentos estimados	2010M05	""
19 Guadalajara	Número de apartamentos estimados	2010M04	""
19 Guadalajara	Número de apartamentos estimados	2010M03	""
19 Guadalajara	Número de apartamentos estimados	2010M02	""
19 Guadalajara	Número de apartamentos estimados	2010M01	""
19 Guadalajara	Número de apartamentos estimados	2009M12	""
19 Guadalajara	Número de apartamentos estimados	2009M11	""
19 Guadalajara	Número de apartamentos estimados	2009M10	""
19 Guadalajara	Número de apartamentos estimados	2009M09	""
19 Guadalajara	Número de apartamentos estimados	2009M08	""
19 Guadalajara	Número de apartamentos estimados	2009M07	""
19 Guadalajara	Número de apartamentos estimados	2009M06	""
19 Guadalajara	Número de apartamentos estimados	2009M05	""
19 Guadalajara	Número de apartamentos estimados	2009M04	""
19 Guadalajara	Número de apartamentos estimados	2009M03	""
19 Guadalajara	Número de apartamentos estimados	2009M02	""
19 Guadalajara	Número de apartamentos estimados	2009M01	""
19 Guadalajara	Número de apartamentos estimados	2008M12	""
19 Guadalajara	Número de apartamentos estimados	2008M11	""
19 Guadalajara	Número de apartamentos estimados	2008M10	""
19 Guadalajara	Número de apartamentos estimados	2008M09	""
19 Guadalajara	Número de apartamentos estimados	2008M08	""
19 Guadalajara	Número de apartamentos estimados	2008M07	""
19 Guadalajara	Número de apartamentos estimados	2008M06	""
19 Guadalajara	Número de apartamentos estimados	2008M05	""
19 Guadalajara	Número de apartamentos estimados	2008M04	""
19 Guadalajara	Número de apartamentos estimados	2008M03	""
19 Guadalajara	Número de apartamentos estimados	2008M02	""
19 Guadalajara	Número de apartamentos estimados	2008M01	""
19 Guadalajara	Número de apartamentos estimados	2007M12	""
19 Guadalajara	Número de apartamentos estimados	2007M11	""
19 Guadalajara	Número de apartamentos estimados	2007M10	""
19 Guadalajara	Número de apartamentos estimados	2007M09	""
19 Guadalajara	Número de apartamentos estimados	2007M08	""
19 Guadalajara	Número de apartamentos estimados	2007M07	""
19 Guadalajara	Número de apartamentos estimados	2007M06	""
19 Guadalajara	Número de apartamentos estimados	2007M05	""
19 Guadalajara	Número de apartamentos estimados	2007M04	""
19 Guadalajara	Número de apartamentos estimados	2007M03	""
19 Guadalajara	Número de apartamentos estimados	2007M02	""
19 Guadalajara	Número de apartamentos estimados	2007M01	""
19 Guadalajara	Número de apartamentos estimados	2006M12	""
19 Guadalajara	Número de apartamentos estimados	2006M11	""
19 Guadalajara	Número de apartamentos estimados	2006M10	""
19 Guadalajara	Número de apartamentos estimados	2006M09	""
19 Guadalajara	Número de apartamentos estimados	2006M08	""
19 Guadalajara	Número de apartamentos estimados	2006M07	""
19 Guadalajara	Número de apartamentos estimados	2006M06	""
19 Guadalajara	Número de apartamentos estimados	2006M05	""
19 Guadalajara	Número de apartamentos estimados	2006M04	""
19 Guadalajara	Número de apartamentos estimados	2006M03	""
19 Guadalajara	Número de apartamentos estimados	2006M02	""
19 Guadalajara	Número de apartamentos estimados	2006M01	""
19 Guadalajara	Número de apartamentos estimados	2005M12	""
19 Guadalajara	Número de apartamentos estimados	2005M11	""
19 Guadalajara	Número de apartamentos estimados	2005M10	""
19 Guadalajara	Número de apartamentos estimados	2005M09	""
19 Guadalajara	Número de apartamentos estimados	2005M08	""
19 Guadalajara	Número de apartamentos estimados	2005M07	""
19 Guadalajara	Número de apartamentos estimados	2005M06	""
19 Guadalajara	Número de apartamentos estimados	2005M05	""
19 Guadalajara	Número de apartamentos estimados	2005M04	""
19 Guadalajara	Número de apartamentos estimados	2005M03	""
19 Guadalajara	Número de apartamentos estimados	2005M02	""
19 Guadalajara	Número de apartamentos estimados	2005M01	""
21 Huelva	Número de apartamentos estimados	2024M09	1.649
21 Huelva	Número de apartamentos estimados	2024M08	1.880
21 Huelva	Número de apartamentos estimados	2024M07	1.144
21 Huelva	Número de apartamentos estimados	2024M06	1.172
21 Huelva	Número de apartamentos estimados	2024M05	649
21 Huelva	Número de apartamentos estimados	2024M04	526
21 Huelva	Número de apartamentos estimados	2024M03	427
21 Huelva	Número de apartamentos estimados	2024M02	254
21 Huelva	Número de apartamentos estimados	2024M01	262
21 Huelva	Número de apartamentos estimados	2023M12	327
21 Huelva	Número de apartamentos estimados	2023M11	324
21 Huelva	Número de apartamentos estimados	2023M10	457
21 Huelva	Número de apartamentos estimados	2023M09	986
21 Huelva	Número de apartamentos estimados	2023M08	1.701
21 Huelva	Número de apartamentos estimados	2023M07	1.147
21 Huelva	Número de apartamentos estimados	2023M06	1.118
21 Huelva	Número de apartamentos estimados	2023M05	569
21 Huelva	Número de apartamentos estimados	2023M04	536
21 Huelva	Número de apartamentos estimados	2023M03	117
21 Huelva	Número de apartamentos estimados	2023M02	176
21 Huelva	Número de apartamentos estimados	2023M01	171
21 Huelva	Número de apartamentos estimados	2022M12	287
21 Huelva	Número de apartamentos estimados	2022M11	286
21 Huelva	Número de apartamentos estimados	2022M10	527
21 Huelva	Número de apartamentos estimados	2022M09	1.042
21 Huelva	Número de apartamentos estimados	2022M08	1.197
21 Huelva	Número de apartamentos estimados	2022M07	1.192
21 Huelva	Número de apartamentos estimados	2022M06	1.152
21 Huelva	Número de apartamentos estimados	2022M05	609
21 Huelva	Número de apartamentos estimados	2022M04	583
21 Huelva	Número de apartamentos estimados	2022M03	201
21 Huelva	Número de apartamentos estimados	2022M02	149
21 Huelva	Número de apartamentos estimados	2022M01	144
21 Huelva	Número de apartamentos estimados	2021M12	250
21 Huelva	Número de apartamentos estimados	2021M11	.
21 Huelva	Número de apartamentos estimados	2021M10	487
21 Huelva	Número de apartamentos estimados	2021M09	1.167
21 Huelva	Número de apartamentos estimados	2021M08	1.292
21 Huelva	Número de apartamentos estimados	2021M07	1.207
21 Huelva	Número de apartamentos estimados	2021M06	1.142
21 Huelva	Número de apartamentos estimados	2021M05	617
21 Huelva	Número de apartamentos estimados	2021M04	.
21 Huelva	Número de apartamentos estimados	2021M03	112
21 Huelva	Número de apartamentos estimados	2021M02	106
21 Huelva	Número de apartamentos estimados	2021M01	85
21 Huelva	Número de apartamentos estimados	2020M12	88
21 Huelva	Número de apartamentos estimados	2020M11	.
21 Huelva	Número de apartamentos estimados	2020M10	292
21 Huelva	Número de apartamentos estimados	2020M09	1.028
21 Huelva	Número de apartamentos estimados	2020M08	1.205
21 Huelva	Número de apartamentos estimados	2020M07	1.205
21 Huelva	Número de apartamentos estimados	2020M06	687
21 Huelva	Número de apartamentos estimados	2020M05	.
21 Huelva	Número de apartamentos estimados	2020M04	0
21 Huelva	Número de apartamentos estimados	2020M03	276
21 Huelva	Número de apartamentos estimados	2020M02	442
21 Huelva	Número de apartamentos estimados	2020M01	446
21 Huelva	Número de apartamentos estimados	2019M12	381
21 Huelva	Número de apartamentos estimados	2019M11	404
21 Huelva	Número de apartamentos estimados	2019M10	543
21 Huelva	Número de apartamentos estimados	2019M09	1.186
21 Huelva	Número de apartamentos estimados	2019M08	1.209
21 Huelva	Número de apartamentos estimados	2019M07	1.260
21 Huelva	Número de apartamentos estimados	2019M06	1.160
21 Huelva	Número de apartamentos estimados	2019M05	668
21 Huelva	Número de apartamentos estimados	2019M04	541
21 Huelva	Número de apartamentos estimados	2019M03	499
21 Huelva	Número de apartamentos estimados	2019M02	419
21 Huelva	Número de apartamentos estimados	2019M01	397
21 Huelva	Número de apartamentos estimados	2018M12	390
21 Huelva	Número de apartamentos estimados	2018M11	414
21 Huelva	Número de apartamentos estimados	2018M10	611
21 Huelva	Número de apartamentos estimados	2018M09	1.207
21 Huelva	Número de apartamentos estimados	2018M08	1.340
21 Huelva	Número de apartamentos estimados	2018M07	1.352
21 Huelva	Número de apartamentos estimados	2018M06	1.193
21 Huelva	Número de apartamentos estimados	2018M05	674
21 Huelva	Número de apartamentos estimados	2018M04	950
21 Huelva	Número de apartamentos estimados	2018M03	545
21 Huelva	Número de apartamentos estimados	2018M02	364
21 Huelva	Número de apartamentos estimados	2018M01	366
21 Huelva	Número de apartamentos estimados	2017M12	323
21 Huelva	Número de apartamentos estimados	2017M11	359
21 Huelva	Número de apartamentos estimados	2017M10	518
21 Huelva	Número de apartamentos estimados	2017M09	1.214
21 Huelva	Número de apartamentos estimados	2017M08	1.323
21 Huelva	Número de apartamentos estimados	2017M07	1.351
