Provincias	Establecimientos y personal empleado (plazas)	Periodo	Total
39 Cantabria	Número de apartamentos estimados	2019M03	1.110
39 Cantabria	Número de apartamentos estimados	2019M02	934
39 Cantabria	Número de apartamentos estimados	2019M01	973
39 Cantabria	Número de apartamentos estimados	2018M12	1.218
39 Cantabria	Número de apartamentos estimados	2018M11	1.198
39 Cantabria	Número de apartamentos estimados	2018M10	1.307
39 Cantabria	Número de apartamentos estimados	2018M09	1.729
39 Cantabria	Número de apartamentos estimados	2018M08	1.760
39 Cantabria	Número de apartamentos estimados	2018M07	1.752
39 Cantabria	Número de apartamentos estimados	2018M06	1.747
39 Cantabria	Número de apartamentos estimados	2018M05	1.591
39 Cantabria	Número de apartamentos estimados	2018M04	1.623
39 Cantabria	Número de apartamentos estimados	2018M03	1.359
39 Cantabria	Número de apartamentos estimados	2018M02	1.196
39 Cantabria	Número de apartamentos estimados	2018M01	1.160
39 Cantabria	Número de apartamentos estimados	2017M12	1.034
39 Cantabria	Número de apartamentos estimados	2017M11	1.113
39 Cantabria	Número de apartamentos estimados	2017M10	1.052
39 Cantabria	Número de apartamentos estimados	2017M09	1.507
39 Cantabria	Número de apartamentos estimados	2017M08	1.663
39 Cantabria	Número de apartamentos estimados	2017M07	1.610
39 Cantabria	Número de apartamentos estimados	2017M06	1.499
39 Cantabria	Número de apartamentos estimados	2017M05	1.296
39 Cantabria	Número de apartamentos estimados	2017M04	1.201
39 Cantabria	Número de apartamentos estimados	2017M03	825
39 Cantabria	Número de apartamentos estimados	2017M02	807
39 Cantabria	Número de apartamentos estimados	2017M01	757
39 Cantabria	Número de apartamentos estimados	2016M12	870
39 Cantabria	Número de apartamentos estimados	2016M11	886
39 Cantabria	Número de apartamentos estimados	2016M10	1.011
39 Cantabria	Número de apartamentos estimados	2016M09	1.389
39 Cantabria	Número de apartamentos estimados	2016M08	1.503
39 Cantabria	Número de apartamentos estimados	2016M07	1.451
39 Cantabria	Número de apartamentos estimados	2016M06	1.384
39 Cantabria	Número de apartamentos estimados	2016M05	1.144
39 Cantabria	Número de apartamentos estimados	2016M04	1.242
39 Cantabria	Número de apartamentos estimados	2016M03	982
39 Cantabria	Número de apartamentos estimados	2016M02	736
39 Cantabria	Número de apartamentos estimados	2016M01	696
39 Cantabria	Número de apartamentos estimados	2015M12	835
39 Cantabria	Número de apartamentos estimados	2015M11	861
39 Cantabria	Número de apartamentos estimados	2015M10	868
39 Cantabria	Número de apartamentos estimados	2015M09	1.438
39 Cantabria	Número de apartamentos estimados	2015M08	1.506
39 Cantabria	Número de apartamentos estimados	2015M07	1.473
39 Cantabria	Número de apartamentos estimados	2015M06	1.346
39 Cantabria	Número de apartamentos estimados	2015M05	1.182
39 Cantabria	Número de apartamentos estimados	2015M04	1.202
39 Cantabria	Número de apartamentos estimados	2015M03	835
39 Cantabria	Número de apartamentos estimados	2015M02	839
39 Cantabria	Número de apartamentos estimados	2015M01	770
39 Cantabria	Número de apartamentos estimados	2014M12	765
39 Cantabria	Número de apartamentos estimados	2014M11	772
39 Cantabria	Número de apartamentos estimados	2014M10	829
39 Cantabria	Número de apartamentos estimados	2014M09	1.305
39 Cantabria	Número de apartamentos estimados	2014M08	1.411
39 Cantabria	Número de apartamentos estimados	2014M07	1.419
39 Cantabria	Número de apartamentos estimados	2014M06	1.306
39 Cantabria	Número de apartamentos estimados	2014M05	1.172
39 Cantabria	Número de apartamentos estimados	2014M04	1.030
39 Cantabria	Número de apartamentos estimados	2014M03	747
39 Cantabria	Número de apartamentos estimados	2014M02	699
39 Cantabria	Número de apartamentos estimados	2014M01	642
39 Cantabria	Número de apartamentos estimados	2013M12	716
39 Cantabria	Número de apartamentos estimados	2013M11	715
39 Cantabria	Número de apartamentos estimados	2013M10	804
39 Cantabria	Número de apartamentos estimados	2013M09	1.323
39 Cantabria	Número de apartamentos estimados	2013M08	1.457
39 Cantabria	Número de apartamentos estimados	2013M07	1.447
39 Cantabria	Número de apartamentos estimados	2013M06	1.299
39 Cantabria	Número de apartamentos estimados	2013M05	1.129
39 Cantabria	Número de apartamentos estimados	2013M04	1.136
39 Cantabria	Número de apartamentos estimados	2013M03	935
39 Cantabria	Número de apartamentos estimados	2013M02	720
39 Cantabria	Número de apartamentos estimados	2013M01	672
39 Cantabria	Número de apartamentos estimados	2012M12	673
39 Cantabria	Número de apartamentos estimados	2012M11	777
39 Cantabria	Número de apartamentos estimados	2012M10	855
39 Cantabria	Número de apartamentos estimados	2012M09	1.271
39 Cantabria	Número de apartamentos estimados	2012M08	1.351
39 Cantabria	Número de apartamentos estimados	2012M07	1.420
39 Cantabria	Número de apartamentos estimados	2012M06	1.212
39 Cantabria	Número de apartamentos estimados	2012M05	1.177
39 Cantabria	Número de apartamentos estimados	2012M04	1.111
39 Cantabria	Número de apartamentos estimados	2012M03	850
39 Cantabria	Número de apartamentos estimados	2012M02	640
39 Cantabria	Número de apartamentos estimados	2012M01	655
39 Cantabria	Número de apartamentos estimados	2011M12	700
39 Cantabria	Número de apartamentos estimados	2011M11	685
39 Cantabria	Número de apartamentos estimados	2011M10	770
39 Cantabria	Número de apartamentos estimados	2011M09	1.281
39 Cantabria	Número de apartamentos estimados	2011M08	1.415
39 Cantabria	Número de apartamentos estimados	2011M07	1.334
39 Cantabria	Número de apartamentos estimados	2011M06	1.171
39 Cantabria	Número de apartamentos estimados	2011M05	1.012
39 Cantabria	Número de apartamentos estimados	2011M04	1.018
39 Cantabria	Número de apartamentos estimados	2011M03	765
39 Cantabria	Número de apartamentos estimados	2011M02	585
39 Cantabria	Número de apartamentos estimados	2011M01	550
39 Cantabria	Número de apartamentos estimados	2010M12	684
39 Cantabria	Número de apartamentos estimados	2010M11	799
39 Cantabria	Número de apartamentos estimados	2010M10	822
39 Cantabria	Número de apartamentos estimados	2010M09	1.306
39 Cantabria	Número de apartamentos estimados	2010M08	1.369
39 Cantabria	Número de apartamentos estimados	2010M07	1.398
39 Cantabria	Número de apartamentos estimados	2010M06	1.288
39 Cantabria	Número de apartamentos estimados	2010M05	1.103
39 Cantabria	Número de apartamentos estimados	2010M04	1.063
39 Cantabria	Número de apartamentos estimados	2010M03	883
39 Cantabria	Número de apartamentos estimados	2010M02	609
39 Cantabria	Número de apartamentos estimados	2010M01	543
39 Cantabria	Número de apartamentos estimados	2009M12	637
39 Cantabria	Número de apartamentos estimados	2009M11	647
39 Cantabria	Número de apartamentos estimados	2009M10	808
39 Cantabria	Número de apartamentos estimados	2009M09	1.135
39 Cantabria	Número de apartamentos estimados	2009M08	1.298
39 Cantabria	Número de apartamentos estimados	2009M07	1.269
39 Cantabria	Número de apartamentos estimados	2009M06	1.224
39 Cantabria	Número de apartamentos estimados	2009M05	981
39 Cantabria	Número de apartamentos estimados	2009M04	992
39 Cantabria	Número de apartamentos estimados	2009M03	583
39 Cantabria	Número de apartamentos estimados	2009M02	592
39 Cantabria	Número de apartamentos estimados	2009M01	569
39 Cantabria	Número de apartamentos estimados	2008M12	566
39 Cantabria	Número de apartamentos estimados	2008M11	593
39 Cantabria	Número de apartamentos estimados	2008M10	741
39 Cantabria	Número de apartamentos estimados	2008M09	1.121
39 Cantabria	Número de apartamentos estimados	2008M08	1.240
39 Cantabria	Número de apartamentos estimados	2008M07	1.252
39 Cantabria	Número de apartamentos estimados	2008M06	1.100
39 Cantabria	Número de apartamentos estimados	2008M05	970
39 Cantabria	Número de apartamentos estimados	2008M04	894
39 Cantabria	Número de apartamentos estimados	2008M03	864
39 Cantabria	Número de apartamentos estimados	2008M02	637
39 Cantabria	Número de apartamentos estimados	2008M01	608
39 Cantabria	Número de apartamentos estimados	2007M12	633
39 Cantabria	Número de apartamentos estimados	2007M11	664
39 Cantabria	Número de apartamentos estimados	2007M10	688
39 Cantabria	Número de apartamentos estimados	2007M09	1.107
39 Cantabria	Número de apartamentos estimados	2007M08	1.127
39 Cantabria	Número de apartamentos estimados	2007M07	1.124
39 Cantabria	Número de apartamentos estimados	2007M06	1.096
39 Cantabria	Número de apartamentos estimados	2007M05	894
39 Cantabria	Número de apartamentos estimados	2007M04	907
39 Cantabria	Número de apartamentos estimados	2007M03	655
39 Cantabria	Número de apartamentos estimados	2007M02	638
39 Cantabria	Número de apartamentos estimados	2007M01	545
39 Cantabria	Número de apartamentos estimados	2006M12	608
39 Cantabria	Número de apartamentos estimados	2006M11	638
39 Cantabria	Número de apartamentos estimados	2006M10	676
39 Cantabria	Número de apartamentos estimados	2006M09	1.023
39 Cantabria	Número de apartamentos estimados	2006M08	1.096
39 Cantabria	Número de apartamentos estimados	2006M07	1.071
39 Cantabria	Número de apartamentos estimados	2006M06	982
39 Cantabria	Número de apartamentos estimados	2006M05	787
39 Cantabria	Número de apartamentos estimados	2006M04	791
39 Cantabria	Número de apartamentos estimados	2006M03	546
39 Cantabria	Número de apartamentos estimados	2006M02	523
39 Cantabria	Número de apartamentos estimados	2006M01	514
39 Cantabria	Número de apartamentos estimados	2005M12	501
39 Cantabria	Número de apartamentos estimados	2005M11	514
39 Cantabria	Número de apartamentos estimados	2005M10	573
39 Cantabria	Número de apartamentos estimados	2005M09	927
39 Cantabria	Número de apartamentos estimados	2005M08	981
39 Cantabria	Número de apartamentos estimados	2005M07	964
39 Cantabria	Número de apartamentos estimados	2005M06	923
39 Cantabria	Número de apartamentos estimados	2005M05	761
39 Cantabria	Número de apartamentos estimados	2005M04	732
39 Cantabria	Número de apartamentos estimados	2005M03	574
39 Cantabria	Número de apartamentos estimados	2005M02	505
39 Cantabria	Número de apartamentos estimados	2005M01	485
12 Castellón/Castelló	Número de apartamentos estimados	2024M09	5.915
12 Castellón/Castelló	Número de apartamentos estimados	2024M08	6.530
12 Castellón/Castelló	Número de apartamentos estimados	2024M07	6.343
12 Castellón/Castelló	Número de apartamentos estimados	2024M06	5.688
12 Castellón/Castelló	Número de apartamentos estimados	2024M05	4.515
12 Castellón/Castelló	Número de apartamentos estimados	2024M04	4.449
12 Castellón/Castelló	Número de apartamentos estimados	2024M03	4.341
12 Castellón/Castelló	Número de apartamentos estimados	2024M02	3.622
12 Castellón/Castelló	Número de apartamentos estimados	2024M01	3.476
12 Castellón/Castelló	Número de apartamentos estimados	2023M12	3.707
12 Castellón/Castelló	Número de apartamentos estimados	2023M11	4.185
12 Castellón/Castelló	Número de apartamentos estimados	2023M10	4.244
12 Castellón/Castelló	Número de apartamentos estimados	2023M09	5.930
12 Castellón/Castelló	Número de apartamentos estimados	2023M08	6.514
12 Castellón/Castelló	Número de apartamentos estimados	2023M07	6.407
12 Castellón/Castelló	Número de apartamentos estimados	2023M06	5.903
12 Castellón/Castelló	Número de apartamentos estimados	2023M05	5.021
12 Castellón/Castelló	Número de apartamentos estimados	2023M04	5.042
12 Castellón/Castelló	Número de apartamentos estimados	2023M03	4.082
12 Castellón/Castelló	Número de apartamentos estimados	2023M02	4.485
12 Castellón/Castelló	Número de apartamentos estimados	2023M01	3.711
12 Castellón/Castelló	Número de apartamentos estimados	2022M12	3.679
12 Castellón/Castelló	Número de apartamentos estimados	2022M11	3.999
12 Castellón/Castelló	Número de apartamentos estimados	2022M10	4.786
12 Castellón/Castelló	Número de apartamentos estimados	2022M09	6.335
12 Castellón/Castelló	Número de apartamentos estimados	2022M08	7.029
12 Castellón/Castelló	Número de apartamentos estimados	2022M07	6.847
12 Castellón/Castelló	Número de apartamentos estimados	2022M06	5.647
12 Castellón/Castelló	Número de apartamentos estimados	2022M05	4.865
12 Castellón/Castelló	Número de apartamentos estimados	2022M04	4.932
12 Castellón/Castelló	Número de apartamentos estimados	2022M03	3.630
12 Castellón/Castelló	Número de apartamentos estimados	2022M02	3.302
12 Castellón/Castelló	Número de apartamentos estimados	2022M01	3.312
12 Castellón/Castelló	Número de apartamentos estimados	2021M12	3.028
12 Castellón/Castelló	Número de apartamentos estimados	2021M11	3.449
12 Castellón/Castelló	Número de apartamentos estimados	2021M10	3.822
12 Castellón/Castelló	Número de apartamentos estimados	2021M09	5.765
12 Castellón/Castelló	Número de apartamentos estimados	2021M08	6.755
12 Castellón/Castelló	Número de apartamentos estimados	2021M07	6.718
12 Castellón/Castelló	Número de apartamentos estimados	2021M06	4.679
12 Castellón/Castelló	Número de apartamentos estimados	2021M05	2.901
12 Castellón/Castelló	Número de apartamentos estimados	2021M04	3.270
12 Castellón/Castelló	Número de apartamentos estimados	2021M03	2.453
12 Castellón/Castelló	Número de apartamentos estimados	2021M02	2.225
12 Castellón/Castelló	Número de apartamentos estimados	2021M01	2.359
12 Castellón/Castelló	Número de apartamentos estimados	2020M12	2.417
12 Castellón/Castelló	Número de apartamentos estimados	2020M11	2.493
12 Castellón/Castelló	Número de apartamentos estimados	2020M10	3.307
12 Castellón/Castelló	Número de apartamentos estimados	2020M09	6.418
12 Castellón/Castelló	Número de apartamentos estimados	2020M08	6.953
12 Castellón/Castelló	Número de apartamentos estimados	2020M07	6.963
12 Castellón/Castelló	Número de apartamentos estimados	2020M06	2.584
12 Castellón/Castelló	Número de apartamentos estimados	2020M05	552
12 Castellón/Castelló	Número de apartamentos estimados	2020M04	0
12 Castellón/Castelló	Número de apartamentos estimados	2020M03	1.777
12 Castellón/Castelló	Número de apartamentos estimados	2020M02	3.126
12 Castellón/Castelló	Número de apartamentos estimados	2020M01	3.156
12 Castellón/Castelló	Número de apartamentos estimados	2019M12	3.358
12 Castellón/Castelló	Número de apartamentos estimados	2019M11	3.394
12 Castellón/Castelló	Número de apartamentos estimados	2019M10	4.105
12 Castellón/Castelló	Número de apartamentos estimados	2019M09	5.693
12 Castellón/Castelló	Número de apartamentos estimados	2019M08	6.379
12 Castellón/Castelló	Número de apartamentos estimados	2019M07	6.369
12 Castellón/Castelló	Número de apartamentos estimados	2019M06	5.824
12 Castellón/Castelló	Número de apartamentos estimados	2019M05	4.481
12 Castellón/Castelló	Número de apartamentos estimados	2019M04	4.413
12 Castellón/Castelló	Número de apartamentos estimados	2019M03	3.200
12 Castellón/Castelló	Número de apartamentos estimados	2019M02	2.449
12 Castellón/Castelló	Número de apartamentos estimados	2019M01	2.429
12 Castellón/Castelló	Número de apartamentos estimados	2018M12	2.470
12 Castellón/Castelló	Número de apartamentos estimados	2018M11	2.941
12 Castellón/Castelló	Número de apartamentos estimados	2018M10	3.956
12 Castellón/Castelló	Número de apartamentos estimados	2018M09	5.913
12 Castellón/Castelló	Número de apartamentos estimados	2018M08	6.456
12 Castellón/Castelló	Número de apartamentos estimados	2018M07	6.400
12 Castellón/Castelló	Número de apartamentos estimados	2018M06	5.758
12 Castellón/Castelló	Número de apartamentos estimados	2018M05	4.261
12 Castellón/Castelló	Número de apartamentos estimados	2018M04	4.250
12 Castellón/Castelló	Número de apartamentos estimados	2018M03	2.810
12 Castellón/Castelló	Número de apartamentos estimados	2018M02	2.328
12 Castellón/Castelló	Número de apartamentos estimados	2018M01	2.152
12 Castellón/Castelló	Número de apartamentos estimados	2017M12	2.376
12 Castellón/Castelló	Número de apartamentos estimados	2017M11	2.444
12 Castellón/Castelló	Número de apartamentos estimados	2017M10	3.641
12 Castellón/Castelló	Número de apartamentos estimados	2017M09	5.651
12 Castellón/Castelló	Número de apartamentos estimados	2017M08	6.172
12 Castellón/Castelló	Número de apartamentos estimados	2017M07	6.348
12 Castellón/Castelló	Número de apartamentos estimados	2017M06	5.692
12 Castellón/Castelló	Número de apartamentos estimados	2017M05	4.234
12 Castellón/Castelló	Número de apartamentos estimados	2017M04	4.309
12 Castellón/Castelló	Número de apartamentos estimados	2017M03	3.006
12 Castellón/Castelló	Número de apartamentos estimados	2017M02	2.437
12 Castellón/Castelló	Número de apartamentos estimados	2017M01	2.469
12 Castellón/Castelló	Número de apartamentos estimados	2016M12	2.281
12 Castellón/Castelló	Número de apartamentos estimados	2016M11	2.377
12 Castellón/Castelló	Número de apartamentos estimados	2016M10	3.329
12 Castellón/Castelló	Número de apartamentos estimados	2016M09	5.299
12 Castellón/Castelló	Número de apartamentos estimados	2016M08	6.199
12 Castellón/Castelló	Número de apartamentos estimados	2016M07	5.413
12 Castellón/Castelló	Número de apartamentos estimados	2016M06	4.795
12 Castellón/Castelló	Número de apartamentos estimados	2016M05	3.608
12 Castellón/Castelló	Número de apartamentos estimados	2016M04	3.419
12 Castellón/Castelló	Número de apartamentos estimados	2016M03	3.266
12 Castellón/Castelló	Número de apartamentos estimados	2016M02	2.447
12 Castellón/Castelló	Número de apartamentos estimados	2016M01	2.376
12 Castellón/Castelló	Número de apartamentos estimados	2015M12	2.062
12 Castellón/Castelló	Número de apartamentos estimados	2015M11	2.075
12 Castellón/Castelló	Número de apartamentos estimados	2015M10	2.605
12 Castellón/Castelló	Número de apartamentos estimados	2015M09	4.465
12 Castellón/Castelló	Número de apartamentos estimados	2015M08	4.607
12 Castellón/Castelló	Número de apartamentos estimados	2015M07	4.593
12 Castellón/Castelló	Número de apartamentos estimados	2015M06	3.843
12 Castellón/Castelló	Número de apartamentos estimados	2015M05	2.741
12 Castellón/Castelló	Número de apartamentos estimados	2015M04	2.923
12 Castellón/Castelló	Número de apartamentos estimados	2015M03	2.280
12 Castellón/Castelló	Número de apartamentos estimados	2015M02	1.724
12 Castellón/Castelló	Número de apartamentos estimados	2015M01	1.664
12 Castellón/Castelló	Número de apartamentos estimados	2014M12	1.591
12 Castellón/Castelló	Número de apartamentos estimados	2014M11	1.546
12 Castellón/Castelló	Número de apartamentos estimados	2014M10	2.033
12 Castellón/Castelló	Número de apartamentos estimados	2014M09	3.811
12 Castellón/Castelló	Número de apartamentos estimados	2014M08	4.388
12 Castellón/Castelló	Número de apartamentos estimados	2014M07	4.217
12 Castellón/Castelló	Número de apartamentos estimados	2014M06	3.585
12 Castellón/Castelló	Número de apartamentos estimados	2014M05	2.623
12 Castellón/Castelló	Número de apartamentos estimados	2014M04	2.234
12 Castellón/Castelló	Número de apartamentos estimados	2014M03	1.566
12 Castellón/Castelló	Número de apartamentos estimados	2014M02	1.163
12 Castellón/Castelló	Número de apartamentos estimados	2014M01	1.187
12 Castellón/Castelló	Número de apartamentos estimados	2013M12	1.363
12 Castellón/Castelló	Número de apartamentos estimados	2013M11	1.408
12 Castellón/Castelló	Número de apartamentos estimados	2013M10	1.604
12 Castellón/Castelló	Número de apartamentos estimados	2013M09	3.600
12 Castellón/Castelló	Número de apartamentos estimados	2013M08	4.086
12 Castellón/Castelló	Número de apartamentos estimados	2013M07	4.080
12 Castellón/Castelló	Número de apartamentos estimados	2013M06	3.288
12 Castellón/Castelló	Número de apartamentos estimados	2013M05	2.088
12 Castellón/Castelló	Número de apartamentos estimados	2013M04	2.193
12 Castellón/Castelló	Número de apartamentos estimados	2013M03	1.999
12 Castellón/Castelló	Número de apartamentos estimados	2013M02	1.446
12 Castellón/Castelló	Número de apartamentos estimados	2013M01	1.423
12 Castellón/Castelló	Número de apartamentos estimados	2012M12	1.487
12 Castellón/Castelló	Número de apartamentos estimados	2012M11	1.522
12 Castellón/Castelló	Número de apartamentos estimados	2012M10	1.815
12 Castellón/Castelló	Número de apartamentos estimados	2012M09	3.738
12 Castellón/Castelló	Número de apartamentos estimados	2012M08	4.195
12 Castellón/Castelló	Número de apartamentos estimados	2012M07	4.017
12 Castellón/Castelló	Número de apartamentos estimados	2012M06	3.505
12 Castellón/Castelló	Número de apartamentos estimados	2012M05	2.874
12 Castellón/Castelló	Número de apartamentos estimados	2012M04	2.745
12 Castellón/Castelló	Número de apartamentos estimados	2012M03	1.946
12 Castellón/Castelló	Número de apartamentos estimados	2012M02	1.505
12 Castellón/Castelló	Número de apartamentos estimados	2012M01	1.412
12 Castellón/Castelló	Número de apartamentos estimados	2011M12	1.371
12 Castellón/Castelló	Número de apartamentos estimados	2011M11	1.442
12 Castellón/Castelló	Número de apartamentos estimados	2011M10	1.785
12 Castellón/Castelló	Número de apartamentos estimados	2011M09	3.448
12 Castellón/Castelló	Número de apartamentos estimados	2011M08	4.247
12 Castellón/Castelló	Número de apartamentos estimados	2011M07	3.729
12 Castellón/Castelló	Número de apartamentos estimados	2011M06	3.161
12 Castellón/Castelló	Número de apartamentos estimados	2011M05	2.294
12 Castellón/Castelló	Número de apartamentos estimados	2011M04	2.054
12 Castellón/Castelló	Número de apartamentos estimados	2011M03	1.821
12 Castellón/Castelló	Número de apartamentos estimados	2011M02	1.637
12 Castellón/Castelló	Número de apartamentos estimados	2011M01	1.639
12 Castellón/Castelló	Número de apartamentos estimados	2010M12	1.619
12 Castellón/Castelló	Número de apartamentos estimados	2010M11	1.551
12 Castellón/Castelló	Número de apartamentos estimados	2010M10	1.716
12 Castellón/Castelló	Número de apartamentos estimados	2010M09	3.775
12 Castellón/Castelló	Número de apartamentos estimados	2010M08	4.216
12 Castellón/Castelló	Número de apartamentos estimados	2010M07	4.021
12 Castellón/Castelló	Número de apartamentos estimados	2010M06	3.381
12 Castellón/Castelló	Número de apartamentos estimados	2010M05	2.456
12 Castellón/Castelló	Número de apartamentos estimados	2010M04	2.476
12 Castellón/Castelló	Número de apartamentos estimados	2010M03	1.901
12 Castellón/Castelló	Número de apartamentos estimados	2010M02	1.545
12 Castellón/Castelló	Número de apartamentos estimados	2010M01	1.444
12 Castellón/Castelló	Número de apartamentos estimados	2009M12	1.554
12 Castellón/Castelló	Número de apartamentos estimados	2009M11	1.500
12 Castellón/Castelló	Número de apartamentos estimados	2009M10	1.781
12 Castellón/Castelló	Número de apartamentos estimados	2009M09	3.661
12 Castellón/Castelló	Número de apartamentos estimados	2009M08	4.271
12 Castellón/Castelló	Número de apartamentos estimados	2009M07	4.059
12 Castellón/Castelló	Número de apartamentos estimados	2009M06	3.624
12 Castellón/Castelló	Número de apartamentos estimados	2009M05	2.348
12 Castellón/Castelló	Número de apartamentos estimados	2009M04	2.377
12 Castellón/Castelló	Número de apartamentos estimados	2009M03	1.795
12 Castellón/Castelló	Número de apartamentos estimados	2009M02	1.381
12 Castellón/Castelló	Número de apartamentos estimados	2009M01	1.380
12 Castellón/Castelló	Número de apartamentos estimados	2008M12	1.364
12 Castellón/Castelló	Número de apartamentos estimados	2008M11	1.430
12 Castellón/Castelló	Número de apartamentos estimados	2008M10	2.005
12 Castellón/Castelló	Número de apartamentos estimados	2008M09	3.858
12 Castellón/Castelló	Número de apartamentos estimados	2008M08	4.474
12 Castellón/Castelló	Número de apartamentos estimados	2008M07	4.288
12 Castellón/Castelló	Número de apartamentos estimados	2008M06	3.715
12 Castellón/Castelló	Número de apartamentos estimados	2008M05	2.559
12 Castellón/Castelló	Número de apartamentos estimados	2008M04	2.527
12 Castellón/Castelló	Número de apartamentos estimados	2008M03	2.319
12 Castellón/Castelló	Número de apartamentos estimados	2008M02	1.795
12 Castellón/Castelló	Número de apartamentos estimados	2008M01	1.766
12 Castellón/Castelló	Número de apartamentos estimados	2007M12	1.782
12 Castellón/Castelló	Número de apartamentos estimados	2007M11	1.887
12 Castellón/Castelló	Número de apartamentos estimados	2007M10	2.311
12 Castellón/Castelló	Número de apartamentos estimados	2007M09	4.394
12 Castellón/Castelló	Número de apartamentos estimados	2007M08	4.920
12 Castellón/Castelló	Número de apartamentos estimados	2007M07	4.679
12 Castellón/Castelló	Número de apartamentos estimados	2007M06	4.240
12 Castellón/Castelló	Número de apartamentos estimados	2007M05	2.651
12 Castellón/Castelló	Número de apartamentos estimados	2007M04	2.987
12 Castellón/Castelló	Número de apartamentos estimados	2007M03	1.885
12 Castellón/Castelló	Número de apartamentos estimados	2007M02	1.734
12 Castellón/Castelló	Número de apartamentos estimados	2007M01	1.829
12 Castellón/Castelló	Número de apartamentos estimados	2006M12	1.917
12 Castellón/Castelló	Número de apartamentos estimados	2006M11	1.895
12 Castellón/Castelló	Número de apartamentos estimados	2006M10	2.396
12 Castellón/Castelló	Número de apartamentos estimados	2006M09	4.181
12 Castellón/Castelló	Número de apartamentos estimados	2006M08	4.548
12 Castellón/Castelló	Número de apartamentos estimados	2006M07	4.461
12 Castellón/Castelló	Número de apartamentos estimados	2006M06	3.727
12 Castellón/Castelló	Número de apartamentos estimados	2006M05	2.489
12 Castellón/Castelló	Número de apartamentos estimados	2006M04	2.929
12 Castellón/Castelló	Número de apartamentos estimados	2006M03	1.821
12 Castellón/Castelló	Número de apartamentos estimados	2006M02	1.671
12 Castellón/Castelló	Número de apartamentos estimados	2006M01	1.359
12 Castellón/Castelló	Número de apartamentos estimados	2005M12	1.846
12 Castellón/Castelló	Número de apartamentos estimados	2005M11	1.661
12 Castellón/Castelló	Número de apartamentos estimados	2005M10	2.203
12 Castellón/Castelló	Número de apartamentos estimados	2005M09	3.658
12 Castellón/Castelló	Número de apartamentos estimados	2005M08	4.206
12 Castellón/Castelló	Número de apartamentos estimados	2005M07	4.062
12 Castellón/Castelló	Número de apartamentos estimados	2005M06	3.634
12 Castellón/Castelló	Número de apartamentos estimados	2005M05	2.657
12 Castellón/Castelló	Número de apartamentos estimados	2005M04	2.522
12 Castellón/Castelló	Número de apartamentos estimados	2005M03	2.263
12 Castellón/Castelló	Número de apartamentos estimados	2005M02	1.375
12 Castellón/Castelló	Número de apartamentos estimados	2005M01	1.366
13 Ciudad Real	Número de apartamentos estimados	2024M09	122
13 Ciudad Real	Número de apartamentos estimados	2024M08	126
13 Ciudad Real	Número de apartamentos estimados	2024M07	144
13 Ciudad Real	Número de apartamentos estimados	2024M06	117
13 Ciudad Real	Número de apartamentos estimados	2024M05	131
13 Ciudad Real	Número de apartamentos estimados	2024M04	125
13 Ciudad Real	Número de apartamentos estimados	2024M03	123
13 Ciudad Real	Número de apartamentos estimados	2024M02	130
13 Ciudad Real	Número de apartamentos estimados	2024M01	122
13 Ciudad Real	Número de apartamentos estimados	2023M12	109
13 Ciudad Real	Número de apartamentos estimados	2023M11	119
13 Ciudad Real	Número de apartamentos estimados	2023M10	141
13 Ciudad Real	Número de apartamentos estimados	2023M09	132
13 Ciudad Real	Número de apartamentos estimados	2023M08	145
13 Ciudad Real	Número de apartamentos estimados	2023M07	166
13 Ciudad Real	Número de apartamentos estimados	2023M06	147
13 Ciudad Real	Número de apartamentos estimados	2023M05	145
13 Ciudad Real	Número de apartamentos estimados	2023M04	130
13 Ciudad Real	Número de apartamentos estimados	2023M03	100
13 Ciudad Real	Número de apartamentos estimados	2023M02	96
13 Ciudad Real	Número de apartamentos estimados	2023M01	93
13 Ciudad Real	Número de apartamentos estimados	2022M12	102
13 Ciudad Real	Número de apartamentos estimados	2022M11	103
13 Ciudad Real	Número de apartamentos estimados	2022M10	128
13 Ciudad Real	Número de apartamentos estimados	2022M09	118
13 Ciudad Real	Número de apartamentos estimados	2022M08	129
13 Ciudad Real	Número de apartamentos estimados	2022M07	130
13 Ciudad Real	Número de apartamentos estimados	2022M06	131
13 Ciudad Real	Número de apartamentos estimados	2022M05	131
13 Ciudad Real	Número de apartamentos estimados	2022M04	135
13 Ciudad Real	Número de apartamentos estimados	2022M03	134
13 Ciudad Real	Número de apartamentos estimados	2022M02	96
13 Ciudad Real	Número de apartamentos estimados	2022M01	111
13 Ciudad Real	Número de apartamentos estimados	2021M12	100
13 Ciudad Real	Número de apartamentos estimados	2021M11	.
13 Ciudad Real	Número de apartamentos estimados	2021M10	134
13 Ciudad Real	Número de apartamentos estimados	2021M09	130
13 Ciudad Real	Número de apartamentos estimados	2021M08	131
13 Ciudad Real	Número de apartamentos estimados	2021M07	130
13 Ciudad Real	Número de apartamentos estimados	2021M06	125
13 Ciudad Real	Número de apartamentos estimados	2021M05	.
13 Ciudad Real	Número de apartamentos estimados	2021M04	87
13 Ciudad Real	Número de apartamentos estimados	2021M03	74
13 Ciudad Real	Número de apartamentos estimados	2021M02	71
13 Ciudad Real	Número de apartamentos estimados	2021M01	77
13 Ciudad Real	Número de apartamentos estimados	2020M12	75
13 Ciudad Real	Número de apartamentos estimados	2020M11	86
