Provincias	Establecimientos y personal empleado (plazas)	Periodo	Total
18 Granada	Número de plazas estimadas	2007M07	3.431
18 Granada	Número de plazas estimadas	2007M06	3.296
18 Granada	Número de plazas estimadas	2007M05	3.330
18 Granada	Número de plazas estimadas	2007M04	3.729
18 Granada	Número de plazas estimadas	2007M03	4.286
18 Granada	Número de plazas estimadas	2007M02	4.104
18 Granada	Número de plazas estimadas	2007M01	4.312
18 Granada	Número de plazas estimadas	2006M12	4.265
18 Granada	Número de plazas estimadas	2006M11	3.517
18 Granada	Número de plazas estimadas	2006M10	2.907
18 Granada	Número de plazas estimadas	2006M09	3.213
18 Granada	Número de plazas estimadas	2006M08	3.504
18 Granada	Número de plazas estimadas	2006M07	3.344
18 Granada	Número de plazas estimadas	2006M06	3.243
18 Granada	Número de plazas estimadas	2006M05	3.453
18 Granada	Número de plazas estimadas	2006M04	4.403
18 Granada	Número de plazas estimadas	2006M03	4.384
18 Granada	Número de plazas estimadas	2006M02	4.341
18 Granada	Número de plazas estimadas	2006M01	4.291
18 Granada	Número de plazas estimadas	2005M12	4.055
18 Granada	Número de plazas estimadas	2005M11	3.407
18 Granada	Número de plazas estimadas	2005M10	3.116
18 Granada	Número de plazas estimadas	2005M09	3.258
18 Granada	Número de plazas estimadas	2005M08	3.431
18 Granada	Número de plazas estimadas	2005M07	3.390
18 Granada	Número de plazas estimadas	2005M06	3.342
18 Granada	Número de plazas estimadas	2005M05	3.407
18 Granada	Número de plazas estimadas	2005M04	4.233
18 Granada	Número de plazas estimadas	2005M03	4.213
18 Granada	Número de plazas estimadas	2005M02	4.255
18 Granada	Número de plazas estimadas	2005M01	4.200
19 Guadalajara	Número de plazas estimadas	2024M09	1.232
19 Guadalajara	Número de plazas estimadas	2024M08	1.194
19 Guadalajara	Número de plazas estimadas	2024M07	845
19 Guadalajara	Número de plazas estimadas	2024M06	1.196
19 Guadalajara	Número de plazas estimadas	2024M05	1.218
19 Guadalajara	Número de plazas estimadas	2024M04	1.215
19 Guadalajara	Número de plazas estimadas	2024M03	1.326
19 Guadalajara	Número de plazas estimadas	2024M02	1.011
19 Guadalajara	Número de plazas estimadas	2024M01	1.070
19 Guadalajara	Número de plazas estimadas	2023M12	936
19 Guadalajara	Número de plazas estimadas	2023M11	982
19 Guadalajara	Número de plazas estimadas	2023M10	1.059
19 Guadalajara	Número de plazas estimadas	2023M09	1.298
19 Guadalajara	Número de plazas estimadas	2023M08	1.218
19 Guadalajara	Número de plazas estimadas	2023M07	1.196
19 Guadalajara	Número de plazas estimadas	2023M06	1.009
19 Guadalajara	Número de plazas estimadas	2023M05	1.043
19 Guadalajara	Número de plazas estimadas	2023M04	1.091
19 Guadalajara	Número de plazas estimadas	2023M03	1.088
19 Guadalajara	Número de plazas estimadas	2023M02	1.023
19 Guadalajara	Número de plazas estimadas	2023M01	1.013
19 Guadalajara	Número de plazas estimadas	2022M12	928
19 Guadalajara	Número de plazas estimadas	2022M11	966
19 Guadalajara	Número de plazas estimadas	2022M10	1.163
19 Guadalajara	Número de plazas estimadas	2022M09	1.018
19 Guadalajara	Número de plazas estimadas	2022M08	1.176
19 Guadalajara	Número de plazas estimadas	2022M07	1.198
19 Guadalajara	Número de plazas estimadas	2022M06	1.205
19 Guadalajara	Número de plazas estimadas	2022M05	1.240
19 Guadalajara	Número de plazas estimadas	2022M04	1.234
19 Guadalajara	Número de plazas estimadas	2022M03	1.199
19 Guadalajara	Número de plazas estimadas	2022M02	1.204
19 Guadalajara	Número de plazas estimadas	2022M01	1.047
19 Guadalajara	Número de plazas estimadas	2021M12	1.315
19 Guadalajara	Número de plazas estimadas	2021M11	1.247
19 Guadalajara	Número de plazas estimadas	2021M10	1.279
19 Guadalajara	Número de plazas estimadas	2021M09	1.261
19 Guadalajara	Número de plazas estimadas	2021M08	1.312
19 Guadalajara	Número de plazas estimadas	2021M07	1.295
19 Guadalajara	Número de plazas estimadas	2021M06	1.307
19 Guadalajara	Número de plazas estimadas	2021M05	.
19 Guadalajara	Número de plazas estimadas	2021M04	1.294
19 Guadalajara	Número de plazas estimadas	2021M03	1.268
19 Guadalajara	Número de plazas estimadas	2021M02	1.243
19 Guadalajara	Número de plazas estimadas	2021M01	.
19 Guadalajara	Número de plazas estimadas	2020M12	1.218
19 Guadalajara	Número de plazas estimadas	2020M11	1.149
19 Guadalajara	Número de plazas estimadas	2020M10	1.149
19 Guadalajara	Número de plazas estimadas	2020M09	1.190
19 Guadalajara	Número de plazas estimadas	2020M08	.
19 Guadalajara	Número de plazas estimadas	2020M07	1.269
19 Guadalajara	Número de plazas estimadas	2020M06	920
19 Guadalajara	Número de plazas estimadas	2020M05	.
19 Guadalajara	Número de plazas estimadas	2020M04	0
19 Guadalajara	Número de plazas estimadas	2020M03	721
19 Guadalajara	Número de plazas estimadas	2020M02	1.334
19 Guadalajara	Número de plazas estimadas	2020M01	1.199
19 Guadalajara	Número de plazas estimadas	2019M12	1.406
19 Guadalajara	Número de plazas estimadas	2019M11	1.484
19 Guadalajara	Número de plazas estimadas	2019M10	1.484
19 Guadalajara	Número de plazas estimadas	2019M09	1.374
19 Guadalajara	Número de plazas estimadas	2019M08	1.533
19 Guadalajara	Número de plazas estimadas	2019M07	1.407
19 Guadalajara	Número de plazas estimadas	2019M06	1.361
19 Guadalajara	Número de plazas estimadas	2019M05	1.344
19 Guadalajara	Número de plazas estimadas	2019M04	1.341
19 Guadalajara	Número de plazas estimadas	2019M03	1.342
19 Guadalajara	Número de plazas estimadas	2019M02	1.313
19 Guadalajara	Número de plazas estimadas	2019M01	1.187
19 Guadalajara	Número de plazas estimadas	2018M12	1.265
19 Guadalajara	Número de plazas estimadas	2018M11	1.244
19 Guadalajara	Número de plazas estimadas	2018M10	1.249
19 Guadalajara	Número de plazas estimadas	2018M09	1.158
19 Guadalajara	Número de plazas estimadas	2018M08	1.335
19 Guadalajara	Número de plazas estimadas	2018M07	1.321
19 Guadalajara	Número de plazas estimadas	2018M06	1.308
19 Guadalajara	Número de plazas estimadas	2018M05	1.282
19 Guadalajara	Número de plazas estimadas	2018M04	1.284
19 Guadalajara	Número de plazas estimadas	2018M03	1.174
19 Guadalajara	Número de plazas estimadas	2018M02	1.177
19 Guadalajara	Número de plazas estimadas	2018M01	1.108
19 Guadalajara	Número de plazas estimadas	2017M12	1.331
19 Guadalajara	Número de plazas estimadas	2017M11	1.379
19 Guadalajara	Número de plazas estimadas	2017M10	1.355
19 Guadalajara	Número de plazas estimadas	2017M09	1.317
19 Guadalajara	Número de plazas estimadas	2017M08	1.367
19 Guadalajara	Número de plazas estimadas	2017M07	1.362
19 Guadalajara	Número de plazas estimadas	2017M06	1.369
19 Guadalajara	Número de plazas estimadas	2017M05	1.369
19 Guadalajara	Número de plazas estimadas	2017M04	1.351
19 Guadalajara	Número de plazas estimadas	2017M03	1.244
19 Guadalajara	Número de plazas estimadas	2017M02	1.166
19 Guadalajara	Número de plazas estimadas	2017M01	1.177
19 Guadalajara	Número de plazas estimadas	2016M12	1.316
19 Guadalajara	Número de plazas estimadas	2016M11	1.301
19 Guadalajara	Número de plazas estimadas	2016M10	1.328
19 Guadalajara	Número de plazas estimadas	2016M09	1.260
19 Guadalajara	Número de plazas estimadas	2016M08	1.226
19 Guadalajara	Número de plazas estimadas	2016M07	1.274
19 Guadalajara	Número de plazas estimadas	2016M06	1.256
19 Guadalajara	Número de plazas estimadas	2016M05	1.255
19 Guadalajara	Número de plazas estimadas	2016M04	1.260
19 Guadalajara	Número de plazas estimadas	2016M03	1.252
19 Guadalajara	Número de plazas estimadas	2016M02	1.202
19 Guadalajara	Número de plazas estimadas	2016M01	1.223
19 Guadalajara	Número de plazas estimadas	2015M12	1.254
19 Guadalajara	Número de plazas estimadas	2015M11	1.264
19 Guadalajara	Número de plazas estimadas	2015M10	1.255
19 Guadalajara	Número de plazas estimadas	2015M09	1.230
19 Guadalajara	Número de plazas estimadas	2015M08	1.267
19 Guadalajara	Número de plazas estimadas	2015M07	1.296
19 Guadalajara	Número de plazas estimadas	2015M06	1.199
19 Guadalajara	Número de plazas estimadas	2015M05	1.254
19 Guadalajara	Número de plazas estimadas	2015M04	1.202
19 Guadalajara	Número de plazas estimadas	2015M03	1.179
19 Guadalajara	Número de plazas estimadas	2015M02	1.171
19 Guadalajara	Número de plazas estimadas	2015M01	1.163
19 Guadalajara	Número de plazas estimadas	2014M12	1.149
19 Guadalajara	Número de plazas estimadas	2014M11	1.163
19 Guadalajara	Número de plazas estimadas	2014M10	1.180
19 Guadalajara	Número de plazas estimadas	2014M09	1.124
19 Guadalajara	Número de plazas estimadas	2014M08	1.219
19 Guadalajara	Número de plazas estimadas	2014M07	1.259
19 Guadalajara	Número de plazas estimadas	2014M06	1.257
19 Guadalajara	Número de plazas estimadas	2014M05	1.248
19 Guadalajara	Número de plazas estimadas	2014M04	1.248
19 Guadalajara	Número de plazas estimadas	2014M03	1.263
19 Guadalajara	Número de plazas estimadas	2014M02	1.234
19 Guadalajara	Número de plazas estimadas	2014M01	1.239
19 Guadalajara	Número de plazas estimadas	2013M12	""
19 Guadalajara	Número de plazas estimadas	2013M11	""
19 Guadalajara	Número de plazas estimadas	2013M10	""
19 Guadalajara	Número de plazas estimadas	2013M09	""
19 Guadalajara	Número de plazas estimadas	2013M08	""
19 Guadalajara	Número de plazas estimadas	2013M07	""
19 Guadalajara	Número de plazas estimadas	2013M06	""
19 Guadalajara	Número de plazas estimadas	2013M05	""
19 Guadalajara	Número de plazas estimadas	2013M04	""
19 Guadalajara	Número de plazas estimadas	2013M03	""
19 Guadalajara	Número de plazas estimadas	2013M02	""
19 Guadalajara	Número de plazas estimadas	2013M01	""
19 Guadalajara	Número de plazas estimadas	2012M12	""
19 Guadalajara	Número de plazas estimadas	2012M11	""
19 Guadalajara	Número de plazas estimadas	2012M10	""
19 Guadalajara	Número de plazas estimadas	2012M09	""
19 Guadalajara	Número de plazas estimadas	2012M08	""
19 Guadalajara	Número de plazas estimadas	2012M07	""
19 Guadalajara	Número de plazas estimadas	2012M06	""
19 Guadalajara	Número de plazas estimadas	2012M05	""
19 Guadalajara	Número de plazas estimadas	2012M04	""
19 Guadalajara	Número de plazas estimadas	2012M03	""
19 Guadalajara	Número de plazas estimadas	2012M02	""
19 Guadalajara	Número de plazas estimadas	2012M01	""
19 Guadalajara	Número de plazas estimadas	2011M12	""
19 Guadalajara	Número de plazas estimadas	2011M11	""
19 Guadalajara	Número de plazas estimadas	2011M10	""
19 Guadalajara	Número de plazas estimadas	2011M09	""
19 Guadalajara	Número de plazas estimadas	2011M08	""
19 Guadalajara	Número de plazas estimadas	2011M07	""
19 Guadalajara	Número de plazas estimadas	2011M06	""
19 Guadalajara	Número de plazas estimadas	2011M05	""
19 Guadalajara	Número de plazas estimadas	2011M04	""
19 Guadalajara	Número de plazas estimadas	2011M03	""
19 Guadalajara	Número de plazas estimadas	2011M02	""
19 Guadalajara	Número de plazas estimadas	2011M01	""
19 Guadalajara	Número de plazas estimadas	2010M12	""
19 Guadalajara	Número de plazas estimadas	2010M11	""
19 Guadalajara	Número de plazas estimadas	2010M10	""
19 Guadalajara	Número de plazas estimadas	2010M09	""
19 Guadalajara	Número de plazas estimadas	2010M08	""
19 Guadalajara	Número de plazas estimadas	2010M07	""
19 Guadalajara	Número de plazas estimadas	2010M06	""
19 Guadalajara	Número de plazas estimadas	2010M05	""
19 Guadalajara	Número de plazas estimadas	2010M04	""
19 Guadalajara	Número de plazas estimadas	2010M03	""
19 Guadalajara	Número de plazas estimadas	2010M02	""
19 Guadalajara	Número de plazas estimadas	2010M01	""
19 Guadalajara	Número de plazas estimadas	2009M12	""
19 Guadalajara	Número de plazas estimadas	2009M11	""
19 Guadalajara	Número de plazas estimadas	2009M10	""
19 Guadalajara	Número de plazas estimadas	2009M09	""
19 Guadalajara	Número de plazas estimadas	2009M08	""
19 Guadalajara	Número de plazas estimadas	2009M07	""
19 Guadalajara	Número de plazas estimadas	2009M06	""
19 Guadalajara	Número de plazas estimadas	2009M05	""
19 Guadalajara	Número de plazas estimadas	2009M04	""
19 Guadalajara	Número de plazas estimadas	2009M03	""
19 Guadalajara	Número de plazas estimadas	2009M02	""
19 Guadalajara	Número de plazas estimadas	2009M01	""
19 Guadalajara	Número de plazas estimadas	2008M12	""
19 Guadalajara	Número de plazas estimadas	2008M11	""
19 Guadalajara	Número de plazas estimadas	2008M10	""
19 Guadalajara	Número de plazas estimadas	2008M09	""
19 Guadalajara	Número de plazas estimadas	2008M08	""
19 Guadalajara	Número de plazas estimadas	2008M07	""
19 Guadalajara	Número de plazas estimadas	2008M06	""
19 Guadalajara	Número de plazas estimadas	2008M05	""
19 Guadalajara	Número de plazas estimadas	2008M04	""
19 Guadalajara	Número de plazas estimadas	2008M03	""
19 Guadalajara	Número de plazas estimadas	2008M02	""
19 Guadalajara	Número de plazas estimadas	2008M01	""
19 Guadalajara	Número de plazas estimadas	2007M12	""
19 Guadalajara	Número de plazas estimadas	2007M11	""
19 Guadalajara	Número de plazas estimadas	2007M10	""
19 Guadalajara	Número de plazas estimadas	2007M09	""
19 Guadalajara	Número de plazas estimadas	2007M08	""
19 Guadalajara	Número de plazas estimadas	2007M07	""
19 Guadalajara	Número de plazas estimadas	2007M06	""
19 Guadalajara	Número de plazas estimadas	2007M05	""
19 Guadalajara	Número de plazas estimadas	2007M04	""
19 Guadalajara	Número de plazas estimadas	2007M03	""
19 Guadalajara	Número de plazas estimadas	2007M02	""
19 Guadalajara	Número de plazas estimadas	2007M01	""
19 Guadalajara	Número de plazas estimadas	2006M12	""
19 Guadalajara	Número de plazas estimadas	2006M11	""
19 Guadalajara	Número de plazas estimadas	2006M10	""
19 Guadalajara	Número de plazas estimadas	2006M09	""
19 Guadalajara	Número de plazas estimadas	2006M08	""
19 Guadalajara	Número de plazas estimadas	2006M07	""
19 Guadalajara	Número de plazas estimadas	2006M06	""
19 Guadalajara	Número de plazas estimadas	2006M05	""
19 Guadalajara	Número de plazas estimadas	2006M04	""
19 Guadalajara	Número de plazas estimadas	2006M03	""
19 Guadalajara	Número de plazas estimadas	2006M02	""
19 Guadalajara	Número de plazas estimadas	2006M01	""
19 Guadalajara	Número de plazas estimadas	2005M12	""
19 Guadalajara	Número de plazas estimadas	2005M11	""
19 Guadalajara	Número de plazas estimadas	2005M10	""
19 Guadalajara	Número de plazas estimadas	2005M09	""
19 Guadalajara	Número de plazas estimadas	2005M08	""
19 Guadalajara	Número de plazas estimadas	2005M07	""
19 Guadalajara	Número de plazas estimadas	2005M06	""
19 Guadalajara	Número de plazas estimadas	2005M05	""
19 Guadalajara	Número de plazas estimadas	2005M04	""
19 Guadalajara	Número de plazas estimadas	2005M03	""
19 Guadalajara	Número de plazas estimadas	2005M02	""
19 Guadalajara	Número de plazas estimadas	2005M01	""
21 Huelva	Número de plazas estimadas	2024M09	6.151
21 Huelva	Número de plazas estimadas	2024M08	6.653
21 Huelva	Número de plazas estimadas	2024M07	4.209
21 Huelva	Número de plazas estimadas	2024M06	4.587
21 Huelva	Número de plazas estimadas	2024M05	2.435
21 Huelva	Número de plazas estimadas	2024M04	2.074
21 Huelva	Número de plazas estimadas	2024M03	1.583
21 Huelva	Número de plazas estimadas	2024M02	798
21 Huelva	Número de plazas estimadas	2024M01	863
21 Huelva	Número de plazas estimadas	2023M12	999
21 Huelva	Número de plazas estimadas	2023M11	1.063
21 Huelva	Número de plazas estimadas	2023M10	1.633
21 Huelva	Número de plazas estimadas	2023M09	3.374
21 Huelva	Número de plazas estimadas	2023M08	6.444
21 Huelva	Número de plazas estimadas	2023M07	4.200
21 Huelva	Número de plazas estimadas	2023M06	4.107
21 Huelva	Número de plazas estimadas	2023M05	2.428
21 Huelva	Número de plazas estimadas	2023M04	2.119
21 Huelva	Número de plazas estimadas	2023M03	430
21 Huelva	Número de plazas estimadas	2023M02	591
21 Huelva	Número de plazas estimadas	2023M01	574
21 Huelva	Número de plazas estimadas	2022M12	992
21 Huelva	Número de plazas estimadas	2022M11	1.040
21 Huelva	Número de plazas estimadas	2022M10	1.904
21 Huelva	Número de plazas estimadas	2022M09	3.735
21 Huelva	Número de plazas estimadas	2022M08	4.483
21 Huelva	Número de plazas estimadas	2022M07	4.452
21 Huelva	Número de plazas estimadas	2022M06	4.284
21 Huelva	Número de plazas estimadas	2022M05	2.420
21 Huelva	Número de plazas estimadas	2022M04	3.063
21 Huelva	Número de plazas estimadas	2022M03	845
21 Huelva	Número de plazas estimadas	2022M02	588
21 Huelva	Número de plazas estimadas	2022M01	571
21 Huelva	Número de plazas estimadas	2021M12	824
21 Huelva	Número de plazas estimadas	2021M11	.
21 Huelva	Número de plazas estimadas	2021M10	2.159
21 Huelva	Número de plazas estimadas	2021M09	5.909
21 Huelva	Número de plazas estimadas	2021M08	5.762
21 Huelva	Número de plazas estimadas	2021M07	5.334
21 Huelva	Número de plazas estimadas	2021M06	4.635
21 Huelva	Número de plazas estimadas	2021M05	2.379
21 Huelva	Número de plazas estimadas	2021M04	.
21 Huelva	Número de plazas estimadas	2021M03	412
21 Huelva	Número de plazas estimadas	2021M02	383
21 Huelva	Número de plazas estimadas	2021M01	286
21 Huelva	Número de plazas estimadas	2020M12	326
21 Huelva	Número de plazas estimadas	2020M11	.
21 Huelva	Número de plazas estimadas	2020M10	1.222
21 Huelva	Número de plazas estimadas	2020M09	5.033
21 Huelva	Número de plazas estimadas	2020M08	5.399
21 Huelva	Número de plazas estimadas	2020M07	5.321
21 Huelva	Número de plazas estimadas	2020M06	2.725
21 Huelva	Número de plazas estimadas	2020M05	.
21 Huelva	Número de plazas estimadas	2020M04	0
21 Huelva	Número de plazas estimadas	2020M03	966
21 Huelva	Número de plazas estimadas	2020M02	1.751
21 Huelva	Número de plazas estimadas	2020M01	1.569
21 Huelva	Número de plazas estimadas	2019M12	1.349
21 Huelva	Número de plazas estimadas	2019M11	1.478
21 Huelva	Número de plazas estimadas	2019M10	2.165
21 Huelva	Número de plazas estimadas	2019M09	5.084
21 Huelva	Número de plazas estimadas	2019M08	5.182
21 Huelva	Número de plazas estimadas	2019M07	5.206
21 Huelva	Número de plazas estimadas	2019M06	5.121
21 Huelva	Número de plazas estimadas	2019M05	2.958
21 Huelva	Número de plazas estimadas	2019M04	2.809
21 Huelva	Número de plazas estimadas	2019M03	1.997
21 Huelva	Número de plazas estimadas	2019M02	1.543
21 Huelva	Número de plazas estimadas	2019M01	1.393
21 Huelva	Número de plazas estimadas	2018M12	1.389
21 Huelva	Número de plazas estimadas	2018M11	1.559
21 Huelva	Número de plazas estimadas	2018M10	2.566
21 Huelva	Número de plazas estimadas	2018M09	5.442
21 Huelva	Número de plazas estimadas	2018M08	5.581
21 Huelva	Número de plazas estimadas	2018M07	5.235
21 Huelva	Número de plazas estimadas	2018M06	5.071
21 Huelva	Número de plazas estimadas	2018M05	2.781
21 Huelva	Número de plazas estimadas	2018M04	4.325
21 Huelva	Número de plazas estimadas	2018M03	2.464
21 Huelva	Número de plazas estimadas	2018M02	1.463
21 Huelva	Número de plazas estimadas	2018M01	1.737
21 Huelva	Número de plazas estimadas	2017M12	1.270
21 Huelva	Número de plazas estimadas	2017M11	1.480
21 Huelva	Número de plazas estimadas	2017M10	2.209
21 Huelva	Número de plazas estimadas	2017M09	5.337
21 Huelva	Número de plazas estimadas	2017M08	5.214
21 Huelva	Número de plazas estimadas	2017M07	5.314
21 Huelva	Número de plazas estimadas	2017M06	5.387
21 Huelva	Número de plazas estimadas	2017M05	3.098
21 Huelva	Número de plazas estimadas	2017M04	2.630
21 Huelva	Número de plazas estimadas	2017M03	1.395
21 Huelva	Número de plazas estimadas	2017M02	1.333
21 Huelva	Número de plazas estimadas	2017M01	994
21 Huelva	Número de plazas estimadas	2016M12	1.556
21 Huelva	Número de plazas estimadas	2016M11	1.558
21 Huelva	Número de plazas estimadas	2016M10	2.586
21 Huelva	Número de plazas estimadas	2016M09	4.237
21 Huelva	Número de plazas estimadas	2016M08	4.629
21 Huelva	Número de plazas estimadas	2016M07	4.331
21 Huelva	Número de plazas estimadas	2016M06	4.307
21 Huelva	Número de plazas estimadas	2016M05	2.459
21 Huelva	Número de plazas estimadas	2016M04	2.499
21 Huelva	Número de plazas estimadas	2016M03	1.786
21 Huelva	Número de plazas estimadas	2016M02	1.302
21 Huelva	Número de plazas estimadas	2016M01	1.393
21 Huelva	Número de plazas estimadas	2015M12	1.579
21 Huelva	Número de plazas estimadas	2015M11	1.751
21 Huelva	Número de plazas estimadas	2015M10	2.115
21 Huelva	Número de plazas estimadas	2015M09	4.180
21 Huelva	Número de plazas estimadas	2015M08	4.314
21 Huelva	Número de plazas estimadas	2015M07	4.232
21 Huelva	Número de plazas estimadas	2015M06	4.218
21 Huelva	Número de plazas estimadas	2015M05	2.693
21 Huelva	Número de plazas estimadas	2015M04	2.573
21 Huelva	Número de plazas estimadas	2015M03	2.201
21 Huelva	Número de plazas estimadas	2015M02	1.641
21 Huelva	Número de plazas estimadas	2015M01	1.534
21 Huelva	Número de plazas estimadas	2014M12	1.577
21 Huelva	Número de plazas estimadas	2014M11	1.540
21 Huelva	Número de plazas estimadas	2014M10	2.073
21 Huelva	Número de plazas estimadas	2014M09	2.616
21 Huelva	Número de plazas estimadas	2014M08	4.104
21 Huelva	Número de plazas estimadas	2014M07	4.419
21 Huelva	Número de plazas estimadas	2014M06	3.882
21 Huelva	Número de plazas estimadas	2014M05	2.381
21 Huelva	Número de plazas estimadas	2014M04	2.271
21 Huelva	Número de plazas estimadas	2014M03	1.977
21 Huelva	Número de plazas estimadas	2014M02	1.343
21 Huelva	Número de plazas estimadas	2014M01	1.556
21 Huelva	Número de plazas estimadas	2013M12	1.265
21 Huelva	Número de plazas estimadas	2013M11	1.594
21 Huelva	Número de plazas estimadas	2013M10	1.760
21 Huelva	Número de plazas estimadas	2013M09	2.819
21 Huelva	Número de plazas estimadas	2013M08	4.166
21 Huelva	Número de plazas estimadas	2013M07	4.022
21 Huelva	Número de plazas estimadas	2013M06	3.554
21 Huelva	Número de plazas estimadas	2013M05	2.358
21 Huelva	Número de plazas estimadas	2013M04	2.201
21 Huelva	Número de plazas estimadas	2013M03	2.195
21 Huelva	Número de plazas estimadas	2013M02	1.310
21 Huelva	Número de plazas estimadas	2013M01	1.262
21 Huelva	Número de plazas estimadas	2012M12	1.241
21 Huelva	Número de plazas estimadas	2012M11	1.262
21 Huelva	Número de plazas estimadas	2012M10	1.379
21 Huelva	Número de plazas estimadas	2012M09	2.851
21 Huelva	Número de plazas estimadas	2012M08	4.157
21 Huelva	Número de plazas estimadas	2012M07	3.858
21 Huelva	Número de plazas estimadas	2012M06	3.917
21 Huelva	Número de plazas estimadas	2012M05	2.360
21 Huelva	Número de plazas estimadas	2012M04	2.693
21 Huelva	Número de plazas estimadas	2012M03	2.020
21 Huelva	Número de plazas estimadas	2012M02	1.406
21 Huelva	Número de plazas estimadas	2012M01	1.528
21 Huelva	Número de plazas estimadas	2011M12	1.414
21 Huelva	Número de plazas estimadas	2011M11	1.715
21 Huelva	Número de plazas estimadas	2011M10	2.509
21 Huelva	Número de plazas estimadas	2011M09	4.246
21 Huelva	Número de plazas estimadas	2011M08	4.386
21 Huelva	Número de plazas estimadas	2011M07	4.342
21 Huelva	Número de plazas estimadas	2011M06	4.368
21 Huelva	Número de plazas estimadas	2011M05	2.788
21 Huelva	Número de plazas estimadas	2011M04	2.750
21 Huelva	Número de plazas estimadas	2011M03	2.989
21 Huelva	Número de plazas estimadas	2011M02	2.302
21 Huelva	Número de plazas estimadas	2011M01	2.382
21 Huelva	Número de plazas estimadas	2010M12	2.850
21 Huelva	Número de plazas estimadas	2010M11	1.886
21 Huelva	Número de plazas estimadas	2010M10	2.565
21 Huelva	Número de plazas estimadas	2010M09	3.983
21 Huelva	Número de plazas estimadas	2010M08	4.145
21 Huelva	Número de plazas estimadas	2010M07	4.808
21 Huelva	Número de plazas estimadas	2010M06	4.296
21 Huelva	Número de plazas estimadas	2010M05	2.648
21 Huelva	Número de plazas estimadas	2010M04	2.510
21 Huelva	Número de plazas estimadas	2010M03	1.591
21 Huelva	Número de plazas estimadas	2010M02	1.550
21 Huelva	Número de plazas estimadas	2010M01	2.492
21 Huelva	Número de plazas estimadas	2009M12	3.277
21 Huelva	Número de plazas estimadas	2009M11	3.891
21 Huelva	Número de plazas estimadas	2009M10	2.833
21 Huelva	Número de plazas estimadas	2009M09	5.278
21 Huelva	Número de plazas estimadas	2009M08	3.647
21 Huelva	Número de plazas estimadas	2009M07	3.916
21 Huelva	Número de plazas estimadas	2009M06	3.471
21 Huelva	Número de plazas estimadas	2009M05	2.460
21 Huelva	Número de plazas estimadas	2009M04	2.316
21 Huelva	Número de plazas estimadas	2009M03	2.442
21 Huelva	Número de plazas estimadas	2009M02	2.290
21 Huelva	Número de plazas estimadas	2009M01	1.919
21 Huelva	Número de plazas estimadas	2008M12	2.125
21 Huelva	Número de plazas estimadas	2008M11	2.541
21 Huelva	Número de plazas estimadas	2008M10	2.907
21 Huelva	Número de plazas estimadas	2008M09	3.694
21 Huelva	Número de plazas estimadas	2008M08	2.792
21 Huelva	Número de plazas estimadas	2008M07	2.662
21 Huelva	Número de plazas estimadas	2008M06	3.154
21 Huelva	Número de plazas estimadas	2008M05	2.855
21 Huelva	Número de plazas estimadas	2008M04	2.672
21 Huelva	Número de plazas estimadas	2008M03	593
21 Huelva	Número de plazas estimadas	2008M02	1.476
21 Huelva	Número de plazas estimadas	2008M01	1.637
21 Huelva	Número de plazas estimadas	2007M12	722
21 Huelva	Número de plazas estimadas	2007M11	1.332
21 Huelva	Número de plazas estimadas	2007M10	2.164
21 Huelva	Número de plazas estimadas	2007M09	2.759
21 Huelva	Número de plazas estimadas	2007M08	2.799
21 Huelva	Número de plazas estimadas	2007M07	2.772
21 Huelva	Número de plazas estimadas	2007M06	2.763
21 Huelva	Número de plazas estimadas	2007M05	2.326
21 Huelva	Número de plazas estimadas	2007M04	2.346
21 Huelva	Número de plazas estimadas	2007M03	1.667
21 Huelva	Número de plazas estimadas	2007M02	1.622
21 Huelva	Número de plazas estimadas	2007M01	1.730
21 Huelva	Número de plazas estimadas	2006M12	914
21 Huelva	Número de plazas estimadas	2006M11	1.321
21 Huelva	Número de plazas estimadas	2006M10	2.639
21 Huelva	Número de plazas estimadas	2006M09	3.009
21 Huelva	Número de plazas estimadas	2006M08	3.009
21 Huelva	Número de plazas estimadas	2006M07	3.010
21 Huelva	Número de plazas estimadas	2006M06	2.979
21 Huelva	Número de plazas estimadas	2006M05	2.513
21 Huelva	Número de plazas estimadas	2006M04	2.440
21 Huelva	Número de plazas estimadas	2006M03	1.793
21 Huelva	Número de plazas estimadas	2006M02	1.781
21 Huelva	Número de plazas estimadas	2006M01	1.778
21 Huelva	Número de plazas estimadas	2005M12	967
21 Huelva	Número de plazas estimadas	2005M11	2.259
21 Huelva	Número de plazas estimadas	2005M10	2.770
21 Huelva	Número de plazas estimadas	2005M09	3.051
21 Huelva	Número de plazas estimadas	2005M08	2.977
21 Huelva	Número de plazas estimadas	2005M07	2.811
21 Huelva	Número de plazas estimadas	2005M06	3.076
21 Huelva	Número de plazas estimadas	2005M05	3.121
21 Huelva	Número de plazas estimadas	2005M04	2.553
21 Huelva	Número de plazas estimadas	2005M03	1.769
21 Huelva	Número de plazas estimadas	2005M02	1.682
21 Huelva	Número de plazas estimadas	2005M01	1.566
22 Huesca	Número de plazas estimadas	2024M09	4.695
22 Huesca	Número de plazas estimadas	2024M08	4.971
22 Huesca	Número de plazas estimadas	2024M07	5.014
22 Huesca	Número de plazas estimadas	2024M06	4.173
22 Huesca	Número de plazas estimadas	2024M05	3.816
22 Huesca	Número de plazas estimadas	2024M04	4.172
