Provincias	Establecimientos y personal empleado (plazas)	Periodo	Total
10 Cáceres	Número de plazas estimadas	2016M07	1.135
10 Cáceres	Número de plazas estimadas	2016M06	1.168
10 Cáceres	Número de plazas estimadas	2016M05	1.192
10 Cáceres	Número de plazas estimadas	2016M04	1.236
10 Cáceres	Número de plazas estimadas	2016M03	1.236
10 Cáceres	Número de plazas estimadas	2016M02	1.182
10 Cáceres	Número de plazas estimadas	2016M01	953
10 Cáceres	Número de plazas estimadas	2015M12	1.062
10 Cáceres	Número de plazas estimadas	2015M11	1.317
10 Cáceres	Número de plazas estimadas	2015M10	1.313
10 Cáceres	Número de plazas estimadas	2015M09	1.217
10 Cáceres	Número de plazas estimadas	2015M08	1.245
10 Cáceres	Número de plazas estimadas	2015M07	1.391
10 Cáceres	Número de plazas estimadas	2015M06	1.313
10 Cáceres	Número de plazas estimadas	2015M05	1.283
10 Cáceres	Número de plazas estimadas	2015M04	1.316
10 Cáceres	Número de plazas estimadas	2015M03	1.374
10 Cáceres	Número de plazas estimadas	2015M02	1.208
10 Cáceres	Número de plazas estimadas	2015M01	1.126
10 Cáceres	Número de plazas estimadas	2014M12	1.167
10 Cáceres	Número de plazas estimadas	2014M11	1.302
10 Cáceres	Número de plazas estimadas	2014M10	1.381
10 Cáceres	Número de plazas estimadas	2014M09	1.373
10 Cáceres	Número de plazas estimadas	2014M08	1.475
10 Cáceres	Número de plazas estimadas	2014M07	1.462
10 Cáceres	Número de plazas estimadas	2014M06	1.333
10 Cáceres	Número de plazas estimadas	2014M05	1.147
10 Cáceres	Número de plazas estimadas	2014M04	1.187
10 Cáceres	Número de plazas estimadas	2014M03	1.412
10 Cáceres	Número de plazas estimadas	2014M02	941
10 Cáceres	Número de plazas estimadas	2014M01	1.013
10 Cáceres	Número de plazas estimadas	2013M12	""
10 Cáceres	Número de plazas estimadas	2013M11	""
10 Cáceres	Número de plazas estimadas	2013M10	""
10 Cáceres	Número de plazas estimadas	2013M09	""
10 Cáceres	Número de plazas estimadas	2013M08	""
10 Cáceres	Número de plazas estimadas	2013M07	""
10 Cáceres	Número de plazas estimadas	2013M06	""
10 Cáceres	Número de plazas estimadas	2013M05	""
10 Cáceres	Número de plazas estimadas	2013M04	""
10 Cáceres	Número de plazas estimadas	2013M03	""
10 Cáceres	Número de plazas estimadas	2013M02	""
10 Cáceres	Número de plazas estimadas	2013M01	""
10 Cáceres	Número de plazas estimadas	2012M12	""
10 Cáceres	Número de plazas estimadas	2012M11	""
10 Cáceres	Número de plazas estimadas	2012M10	""
10 Cáceres	Número de plazas estimadas	2012M09	""
10 Cáceres	Número de plazas estimadas	2012M08	""
10 Cáceres	Número de plazas estimadas	2012M07	""
10 Cáceres	Número de plazas estimadas	2012M06	""
10 Cáceres	Número de plazas estimadas	2012M05	""
10 Cáceres	Número de plazas estimadas	2012M04	""
10 Cáceres	Número de plazas estimadas	2012M03	""
10 Cáceres	Número de plazas estimadas	2012M02	""
10 Cáceres	Número de plazas estimadas	2012M01	""
10 Cáceres	Número de plazas estimadas	2011M12	""
10 Cáceres	Número de plazas estimadas	2011M11	""
10 Cáceres	Número de plazas estimadas	2011M10	""
10 Cáceres	Número de plazas estimadas	2011M09	""
10 Cáceres	Número de plazas estimadas	2011M08	""
10 Cáceres	Número de plazas estimadas	2011M07	""
10 Cáceres	Número de plazas estimadas	2011M06	""
10 Cáceres	Número de plazas estimadas	2011M05	""
10 Cáceres	Número de plazas estimadas	2011M04	""
10 Cáceres	Número de plazas estimadas	2011M03	""
10 Cáceres	Número de plazas estimadas	2011M02	""
10 Cáceres	Número de plazas estimadas	2011M01	""
10 Cáceres	Número de plazas estimadas	2010M12	""
10 Cáceres	Número de plazas estimadas	2010M11	""
10 Cáceres	Número de plazas estimadas	2010M10	""
10 Cáceres	Número de plazas estimadas	2010M09	""
10 Cáceres	Número de plazas estimadas	2010M08	""
10 Cáceres	Número de plazas estimadas	2010M07	""
10 Cáceres	Número de plazas estimadas	2010M06	""
10 Cáceres	Número de plazas estimadas	2010M05	""
10 Cáceres	Número de plazas estimadas	2010M04	""
10 Cáceres	Número de plazas estimadas	2010M03	""
10 Cáceres	Número de plazas estimadas	2010M02	""
10 Cáceres	Número de plazas estimadas	2010M01	""
10 Cáceres	Número de plazas estimadas	2009M12	""
10 Cáceres	Número de plazas estimadas	2009M11	""
10 Cáceres	Número de plazas estimadas	2009M10	""
10 Cáceres	Número de plazas estimadas	2009M09	""
10 Cáceres	Número de plazas estimadas	2009M08	""
10 Cáceres	Número de plazas estimadas	2009M07	""
10 Cáceres	Número de plazas estimadas	2009M06	""
10 Cáceres	Número de plazas estimadas	2009M05	""
10 Cáceres	Número de plazas estimadas	2009M04	""
10 Cáceres	Número de plazas estimadas	2009M03	""
10 Cáceres	Número de plazas estimadas	2009M02	""
10 Cáceres	Número de plazas estimadas	2009M01	""
10 Cáceres	Número de plazas estimadas	2008M12	""
10 Cáceres	Número de plazas estimadas	2008M11	""
10 Cáceres	Número de plazas estimadas	2008M10	""
10 Cáceres	Número de plazas estimadas	2008M09	""
10 Cáceres	Número de plazas estimadas	2008M08	""
10 Cáceres	Número de plazas estimadas	2008M07	""
10 Cáceres	Número de plazas estimadas	2008M06	""
10 Cáceres	Número de plazas estimadas	2008M05	""
10 Cáceres	Número de plazas estimadas	2008M04	""
10 Cáceres	Número de plazas estimadas	2008M03	""
10 Cáceres	Número de plazas estimadas	2008M02	""
10 Cáceres	Número de plazas estimadas	2008M01	""
10 Cáceres	Número de plazas estimadas	2007M12	""
10 Cáceres	Número de plazas estimadas	2007M11	""
10 Cáceres	Número de plazas estimadas	2007M10	""
10 Cáceres	Número de plazas estimadas	2007M09	""
10 Cáceres	Número de plazas estimadas	2007M08	""
10 Cáceres	Número de plazas estimadas	2007M07	""
10 Cáceres	Número de plazas estimadas	2007M06	""
10 Cáceres	Número de plazas estimadas	2007M05	""
10 Cáceres	Número de plazas estimadas	2007M04	""
10 Cáceres	Número de plazas estimadas	2007M03	""
10 Cáceres	Número de plazas estimadas	2007M02	""
10 Cáceres	Número de plazas estimadas	2007M01	""
10 Cáceres	Número de plazas estimadas	2006M12	""
10 Cáceres	Número de plazas estimadas	2006M11	""
10 Cáceres	Número de plazas estimadas	2006M10	""
10 Cáceres	Número de plazas estimadas	2006M09	""
10 Cáceres	Número de plazas estimadas	2006M08	""
10 Cáceres	Número de plazas estimadas	2006M07	""
10 Cáceres	Número de plazas estimadas	2006M06	""
10 Cáceres	Número de plazas estimadas	2006M05	""
10 Cáceres	Número de plazas estimadas	2006M04	""
10 Cáceres	Número de plazas estimadas	2006M03	""
10 Cáceres	Número de plazas estimadas	2006M02	""
10 Cáceres	Número de plazas estimadas	2006M01	""
10 Cáceres	Número de plazas estimadas	2005M12	""
10 Cáceres	Número de plazas estimadas	2005M11	""
10 Cáceres	Número de plazas estimadas	2005M10	""
10 Cáceres	Número de plazas estimadas	2005M09	""
10 Cáceres	Número de plazas estimadas	2005M08	""
10 Cáceres	Número de plazas estimadas	2005M07	""
10 Cáceres	Número de plazas estimadas	2005M06	""
10 Cáceres	Número de plazas estimadas	2005M05	""
10 Cáceres	Número de plazas estimadas	2005M04	""
10 Cáceres	Número de plazas estimadas	2005M03	""
10 Cáceres	Número de plazas estimadas	2005M02	""
10 Cáceres	Número de plazas estimadas	2005M01	""
11 Cádiz	Número de plazas estimadas	2024M09	10.607
11 Cádiz	Número de plazas estimadas	2024M08	11.636
11 Cádiz	Número de plazas estimadas	2024M07	11.881
11 Cádiz	Número de plazas estimadas	2024M06	9.544
11 Cádiz	Número de plazas estimadas	2024M05	10.681
11 Cádiz	Número de plazas estimadas	2024M04	10.289
11 Cádiz	Número de plazas estimadas	2024M03	9.670
11 Cádiz	Número de plazas estimadas	2024M02	8.526
11 Cádiz	Número de plazas estimadas	2024M01	5.626
11 Cádiz	Número de plazas estimadas	2023M12	5.602
11 Cádiz	Número de plazas estimadas	2023M11	5.557
11 Cádiz	Número de plazas estimadas	2023M10	6.674
11 Cádiz	Número de plazas estimadas	2023M09	8.097
11 Cádiz	Número de plazas estimadas	2023M08	8.657
11 Cádiz	Número de plazas estimadas	2023M07	8.476
11 Cádiz	Número de plazas estimadas	2023M06	8.103
11 Cádiz	Número de plazas estimadas	2023M05	7.341
11 Cádiz	Número de plazas estimadas	2023M04	8.145
11 Cádiz	Número de plazas estimadas	2023M03	5.918
11 Cádiz	Número de plazas estimadas	2023M02	4.805
11 Cádiz	Número de plazas estimadas	2023M01	4.138
11 Cádiz	Número de plazas estimadas	2022M12	4.896
11 Cádiz	Número de plazas estimadas	2022M11	5.245
11 Cádiz	Número de plazas estimadas	2022M10	6.763
11 Cádiz	Número de plazas estimadas	2022M09	7.958
11 Cádiz	Número de plazas estimadas	2022M08	8.018
11 Cádiz	Número de plazas estimadas	2022M07	7.823
11 Cádiz	Número de plazas estimadas	2022M06	7.813
11 Cádiz	Número de plazas estimadas	2022M05	6.909
11 Cádiz	Número de plazas estimadas	2022M04	6.876
11 Cádiz	Número de plazas estimadas	2022M03	4.896
11 Cádiz	Número de plazas estimadas	2022M02	4.002
11 Cádiz	Número de plazas estimadas	2022M01	3.896
11 Cádiz	Número de plazas estimadas	2021M12	7.873
11 Cádiz	Número de plazas estimadas	2021M11	7.753
11 Cádiz	Número de plazas estimadas	2021M10	9.211
11 Cádiz	Número de plazas estimadas	2021M09	9.672
11 Cádiz	Número de plazas estimadas	2021M08	9.879
11 Cádiz	Número de plazas estimadas	2021M07	9.982
11 Cádiz	Número de plazas estimadas	2021M06	9.956
11 Cádiz	Número de plazas estimadas	2021M05	6.182
11 Cádiz	Número de plazas estimadas	2021M04	4.573
11 Cádiz	Número de plazas estimadas	2021M03	4.184
11 Cádiz	Número de plazas estimadas	2021M02	3.293
11 Cádiz	Número de plazas estimadas	2021M01	3.171
11 Cádiz	Número de plazas estimadas	2020M12	3.247
11 Cádiz	Número de plazas estimadas	2020M11	3.476
11 Cádiz	Número de plazas estimadas	2020M10	4.255
11 Cádiz	Número de plazas estimadas	2020M09	6.331
11 Cádiz	Número de plazas estimadas	2020M08	7.162
11 Cádiz	Número de plazas estimadas	2020M07	6.703
11 Cádiz	Número de plazas estimadas	2020M06	3.283
11 Cádiz	Número de plazas estimadas	2020M05	762
11 Cádiz	Número de plazas estimadas	2020M04	0
11 Cádiz	Número de plazas estimadas	2020M03	1.394
11 Cádiz	Número de plazas estimadas	2020M02	4.196
11 Cádiz	Número de plazas estimadas	2020M01	3.982
11 Cádiz	Número de plazas estimadas	2019M12	3.722
11 Cádiz	Número de plazas estimadas	2019M11	3.990
11 Cádiz	Número de plazas estimadas	2019M10	5.541
11 Cádiz	Número de plazas estimadas	2019M09	6.927
11 Cádiz	Número de plazas estimadas	2019M08	7.011
11 Cádiz	Número de plazas estimadas	2019M07	7.048
11 Cádiz	Número de plazas estimadas	2019M06	6.536
11 Cádiz	Número de plazas estimadas	2019M05	6.257
11 Cádiz	Número de plazas estimadas	2019M04	5.658
11 Cádiz	Número de plazas estimadas	2019M03	4.277
11 Cádiz	Número de plazas estimadas	2019M02	3.491
11 Cádiz	Número de plazas estimadas	2019M01	3.234
11 Cádiz	Número de plazas estimadas	2018M12	3.637
11 Cádiz	Número de plazas estimadas	2018M11	3.611
11 Cádiz	Número de plazas estimadas	2018M10	4.803
11 Cádiz	Número de plazas estimadas	2018M09	6.266
11 Cádiz	Número de plazas estimadas	2018M08	6.321
11 Cádiz	Número de plazas estimadas	2018M07	6.516
11 Cádiz	Número de plazas estimadas	2018M06	6.333
11 Cádiz	Número de plazas estimadas	2018M05	6.554
11 Cádiz	Número de plazas estimadas	2018M04	5.519
11 Cádiz	Número de plazas estimadas	2018M03	5.424
11 Cádiz	Número de plazas estimadas	2018M02	3.839
11 Cádiz	Número de plazas estimadas	2018M01	3.573
11 Cádiz	Número de plazas estimadas	2017M12	3.878
11 Cádiz	Número de plazas estimadas	2017M11	3.592
11 Cádiz	Número de plazas estimadas	2017M10	4.697
11 Cádiz	Número de plazas estimadas	2017M09	6.298
11 Cádiz	Número de plazas estimadas	2017M08	5.965
11 Cádiz	Número de plazas estimadas	2017M07	5.455
11 Cádiz	Número de plazas estimadas	2017M06	5.313
11 Cádiz	Número de plazas estimadas	2017M05	5.103
11 Cádiz	Número de plazas estimadas	2017M04	5.076
11 Cádiz	Número de plazas estimadas	2017M03	4.165
11 Cádiz	Número de plazas estimadas	2017M02	3.065
11 Cádiz	Número de plazas estimadas	2017M01	2.677
11 Cádiz	Número de plazas estimadas	2016M12	2.514
11 Cádiz	Número de plazas estimadas	2016M11	3.089
11 Cádiz	Número de plazas estimadas	2016M10	3.386
11 Cádiz	Número de plazas estimadas	2016M09	5.001
11 Cádiz	Número de plazas estimadas	2016M08	5.131
11 Cádiz	Número de plazas estimadas	2016M07	4.855
11 Cádiz	Número de plazas estimadas	2016M06	4.810
11 Cádiz	Número de plazas estimadas	2016M05	4.557
11 Cádiz	Número de plazas estimadas	2016M04	4.463
11 Cádiz	Número de plazas estimadas	2016M03	4.172
11 Cádiz	Número de plazas estimadas	2016M02	2.909
11 Cádiz	Número de plazas estimadas	2016M01	2.765
11 Cádiz	Número de plazas estimadas	2015M12	2.391
11 Cádiz	Número de plazas estimadas	2015M11	2.498
11 Cádiz	Número de plazas estimadas	2015M10	4.381
11 Cádiz	Número de plazas estimadas	2015M09	5.078
11 Cádiz	Número de plazas estimadas	2015M08	5.277
11 Cádiz	Número de plazas estimadas	2015M07	5.209
11 Cádiz	Número de plazas estimadas	2015M06	4.838
11 Cádiz	Número de plazas estimadas	2015M05	4.866
11 Cádiz	Número de plazas estimadas	2015M04	4.861
11 Cádiz	Número de plazas estimadas	2015M03	4.397
11 Cádiz	Número de plazas estimadas	2015M02	3.021
11 Cádiz	Número de plazas estimadas	2015M01	2.772
11 Cádiz	Número de plazas estimadas	2014M12	2.232
11 Cádiz	Número de plazas estimadas	2014M11	2.720
11 Cádiz	Número de plazas estimadas	2014M10	5.123
11 Cádiz	Número de plazas estimadas	2014M09	6.138
11 Cádiz	Número de plazas estimadas	2014M08	6.185
11 Cádiz	Número de plazas estimadas	2014M07	6.127
11 Cádiz	Número de plazas estimadas	2014M06	6.041
11 Cádiz	Número de plazas estimadas	2014M05	5.993
11 Cádiz	Número de plazas estimadas	2014M04	5.904
11 Cádiz	Número de plazas estimadas	2014M03	3.847
11 Cádiz	Número de plazas estimadas	2014M02	3.313
11 Cádiz	Número de plazas estimadas	2014M01	3.077
11 Cádiz	Número de plazas estimadas	2013M12	2.207
11 Cádiz	Número de plazas estimadas	2013M11	2.816
11 Cádiz	Número de plazas estimadas	2013M10	5.494
11 Cádiz	Número de plazas estimadas	2013M09	6.463
11 Cádiz	Número de plazas estimadas	2013M08	6.411
11 Cádiz	Número de plazas estimadas	2013M07	6.438
11 Cádiz	Número de plazas estimadas	2013M06	5.792
11 Cádiz	Número de plazas estimadas	2013M05	5.732
11 Cádiz	Número de plazas estimadas	2013M04	4.643
11 Cádiz	Número de plazas estimadas	2013M03	3.972
11 Cádiz	Número de plazas estimadas	2013M02	2.943
11 Cádiz	Número de plazas estimadas	2013M01	2.956
11 Cádiz	Número de plazas estimadas	2012M12	2.421
11 Cádiz	Número de plazas estimadas	2012M11	2.431
11 Cádiz	Número de plazas estimadas	2012M10	4.571
11 Cádiz	Número de plazas estimadas	2012M09	6.099
11 Cádiz	Número de plazas estimadas	2012M08	5.211
11 Cádiz	Número de plazas estimadas	2012M07	4.950
11 Cádiz	Número de plazas estimadas	2012M06	4.812
11 Cádiz	Número de plazas estimadas	2012M05	4.413
11 Cádiz	Número de plazas estimadas	2012M04	4.213
11 Cádiz	Número de plazas estimadas	2012M03	2.849
11 Cádiz	Número de plazas estimadas	2012M02	1.889
11 Cádiz	Número de plazas estimadas	2012M01	1.899
11 Cádiz	Número de plazas estimadas	2011M12	1.557
11 Cádiz	Número de plazas estimadas	2011M11	1.799
11 Cádiz	Número de plazas estimadas	2011M10	2.511
11 Cádiz	Número de plazas estimadas	2011M09	3.412
11 Cádiz	Número de plazas estimadas	2011M08	3.387
11 Cádiz	Número de plazas estimadas	2011M07	3.646
11 Cádiz	Número de plazas estimadas	2011M06	2.934
11 Cádiz	Número de plazas estimadas	2011M05	3.019
11 Cádiz	Número de plazas estimadas	2011M04	2.755
11 Cádiz	Número de plazas estimadas	2011M03	2.573
11 Cádiz	Número de plazas estimadas	2011M02	1.898
11 Cádiz	Número de plazas estimadas	2011M01	1.854
11 Cádiz	Número de plazas estimadas	2010M12	1.674
11 Cádiz	Número de plazas estimadas	2010M11	1.722
11 Cádiz	Número de plazas estimadas	2010M10	2.614
11 Cádiz	Número de plazas estimadas	2010M09	3.212
11 Cádiz	Número de plazas estimadas	2010M08	3.466
11 Cádiz	Número de plazas estimadas	2010M07	3.514
11 Cádiz	Número de plazas estimadas	2010M06	3.270
11 Cádiz	Número de plazas estimadas	2010M05	3.024
11 Cádiz	Número de plazas estimadas	2010M04	2.876
11 Cádiz	Número de plazas estimadas	2010M03	2.731
11 Cádiz	Número de plazas estimadas	2010M02	2.270
11 Cádiz	Número de plazas estimadas	2010M01	2.012
11 Cádiz	Número de plazas estimadas	2009M12	1.490
11 Cádiz	Número de plazas estimadas	2009M11	1.512
11 Cádiz	Número de plazas estimadas	2009M10	2.377
11 Cádiz	Número de plazas estimadas	2009M09	3.135
11 Cádiz	Número de plazas estimadas	2009M08	3.127
11 Cádiz	Número de plazas estimadas	2009M07	3.154
11 Cádiz	Número de plazas estimadas	2009M06	3.039
11 Cádiz	Número de plazas estimadas	2009M05	2.792
11 Cádiz	Número de plazas estimadas	2009M04	2.914
11 Cádiz	Número de plazas estimadas	2009M03	2.545
11 Cádiz	Número de plazas estimadas	2009M02	1.945
11 Cádiz	Número de plazas estimadas	2009M01	1.756
11 Cádiz	Número de plazas estimadas	2008M12	1.813
11 Cádiz	Número de plazas estimadas	2008M11	1.581
11 Cádiz	Número de plazas estimadas	2008M10	2.266
11 Cádiz	Número de plazas estimadas	2008M09	3.096
11 Cádiz	Número de plazas estimadas	2008M08	3.321
11 Cádiz	Número de plazas estimadas	2008M07	3.298
11 Cádiz	Número de plazas estimadas	2008M06	2.952
11 Cádiz	Número de plazas estimadas	2008M05	2.918
11 Cádiz	Número de plazas estimadas	2008M04	2.798
11 Cádiz	Número de plazas estimadas	2008M03	2.679
11 Cádiz	Número de plazas estimadas	2008M02	2.061
11 Cádiz	Número de plazas estimadas	2008M01	2.004
11 Cádiz	Número de plazas estimadas	2007M12	1.486
11 Cádiz	Número de plazas estimadas	2007M11	1.378
11 Cádiz	Número de plazas estimadas	2007M10	2.118
11 Cádiz	Número de plazas estimadas	2007M09	3.194
11 Cádiz	Número de plazas estimadas	2007M08	2.878
11 Cádiz	Número de plazas estimadas	2007M07	2.853
11 Cádiz	Número de plazas estimadas	2007M06	2.694
11 Cádiz	Número de plazas estimadas	2007M05	2.588
11 Cádiz	Número de plazas estimadas	2007M04	2.484
11 Cádiz	Número de plazas estimadas	2007M03	2.217
11 Cádiz	Número de plazas estimadas	2007M02	1.804
11 Cádiz	Número de plazas estimadas	2007M01	1.702
11 Cádiz	Número de plazas estimadas	2006M12	1.394
11 Cádiz	Número de plazas estimadas	2006M11	1.244
11 Cádiz	Número de plazas estimadas	2006M10	1.500
11 Cádiz	Número de plazas estimadas	2006M09	2.334
11 Cádiz	Número de plazas estimadas	2006M08	2.295
11 Cádiz	Número de plazas estimadas	2006M07	2.368
11 Cádiz	Número de plazas estimadas	2006M06	2.129
11 Cádiz	Número de plazas estimadas	2006M05	2.053
11 Cádiz	Número de plazas estimadas	2006M04	2.016
11 Cádiz	Número de plazas estimadas	2006M03	1.633
11 Cádiz	Número de plazas estimadas	2006M02	1.004
11 Cádiz	Número de plazas estimadas	2006M01	962
11 Cádiz	Número de plazas estimadas	2005M12	1.132
11 Cádiz	Número de plazas estimadas	2005M11	1.026
11 Cádiz	Número de plazas estimadas	2005M10	1.114
11 Cádiz	Número de plazas estimadas	2005M09	1.851
11 Cádiz	Número de plazas estimadas	2005M08	2.127
11 Cádiz	Número de plazas estimadas	2005M07	2.068
11 Cádiz	Número de plazas estimadas	2005M06	1.940
11 Cádiz	Número de plazas estimadas	2005M05	1.937
11 Cádiz	Número de plazas estimadas	2005M04	1.844
11 Cádiz	Número de plazas estimadas	2005M03	1.783
11 Cádiz	Número de plazas estimadas	2005M02	859
11 Cádiz	Número de plazas estimadas	2005M01	895
39 Cantabria	Número de plazas estimadas	2024M09	6.203
39 Cantabria	Número de plazas estimadas	2024M08	5.377
39 Cantabria	Número de plazas estimadas	2024M07	6.794
39 Cantabria	Número de plazas estimadas	2024M06	6.177
39 Cantabria	Número de plazas estimadas	2024M05	4.844
39 Cantabria	Número de plazas estimadas	2024M04	5.209
39 Cantabria	Número de plazas estimadas	2024M03	4.547
39 Cantabria	Número de plazas estimadas	2024M02	3.601
39 Cantabria	Número de plazas estimadas	2024M01	3.186
39 Cantabria	Número de plazas estimadas	2023M12	4.417
39 Cantabria	Número de plazas estimadas	2023M11	3.969
39 Cantabria	Número de plazas estimadas	2023M10	4.305
39 Cantabria	Número de plazas estimadas	2023M09	6.757
39 Cantabria	Número de plazas estimadas	2023M08	7.380
39 Cantabria	Número de plazas estimadas	2023M07	7.398
39 Cantabria	Número de plazas estimadas	2023M06	7.084
39 Cantabria	Número de plazas estimadas	2023M05	5.512
39 Cantabria	Número de plazas estimadas	2023M04	5.623
39 Cantabria	Número de plazas estimadas	2023M03	4.226
39 Cantabria	Número de plazas estimadas	2023M02	3.722
39 Cantabria	Número de plazas estimadas	2023M01	3.730
39 Cantabria	Número de plazas estimadas	2022M12	3.455
39 Cantabria	Número de plazas estimadas	2022M11	3.671
39 Cantabria	Número de plazas estimadas	2022M10	3.482
39 Cantabria	Número de plazas estimadas	2022M09	6.015
39 Cantabria	Número de plazas estimadas	2022M08	6.132
39 Cantabria	Número de plazas estimadas	2022M07	5.920
39 Cantabria	Número de plazas estimadas	2022M06	5.459
39 Cantabria	Número de plazas estimadas	2022M05	4.473
39 Cantabria	Número de plazas estimadas	2022M04	5.118
39 Cantabria	Número de plazas estimadas	2022M03	3.260
39 Cantabria	Número de plazas estimadas	2022M02	2.653
39 Cantabria	Número de plazas estimadas	2022M01	2.770
39 Cantabria	Número de plazas estimadas	2021M12	3.904
39 Cantabria	Número de plazas estimadas	2021M11	4.109
39 Cantabria	Número de plazas estimadas	2021M10	4.138
39 Cantabria	Número de plazas estimadas	2021M09	6.461
39 Cantabria	Número de plazas estimadas	2021M08	6.858
39 Cantabria	Número de plazas estimadas	2021M07	6.728
39 Cantabria	Número de plazas estimadas	2021M06	6.288
39 Cantabria	Número de plazas estimadas	2021M05	3.757
39 Cantabria	Número de plazas estimadas	2021M04	2.967
39 Cantabria	Número de plazas estimadas	2021M03	2.971
39 Cantabria	Número de plazas estimadas	2021M02	2.261
39 Cantabria	Número de plazas estimadas	2021M01	2.218
39 Cantabria	Número de plazas estimadas	2020M12	2.705
39 Cantabria	Número de plazas estimadas	2020M11	2.986
39 Cantabria	Número de plazas estimadas	2020M10	4.391
39 Cantabria	Número de plazas estimadas	2020M09	5.561
39 Cantabria	Número de plazas estimadas	2020M08	6.859
39 Cantabria	Número de plazas estimadas	2020M07	6.389
39 Cantabria	Número de plazas estimadas	2020M06	2.784
39 Cantabria	Número de plazas estimadas	2020M05	.
39 Cantabria	Número de plazas estimadas	2020M04	0
39 Cantabria	Número de plazas estimadas	2020M03	1.434
39 Cantabria	Número de plazas estimadas	2020M02	3.451
39 Cantabria	Número de plazas estimadas	2020M01	2.832
39 Cantabria	Número de plazas estimadas	2019M12	4.083
39 Cantabria	Número de plazas estimadas	2019M11	4.215
39 Cantabria	Número de plazas estimadas	2019M10	4.693
39 Cantabria	Número de plazas estimadas	2019M09	6.292
39 Cantabria	Número de plazas estimadas	2019M08	6.544
39 Cantabria	Número de plazas estimadas	2019M07	6.681
39 Cantabria	Número de plazas estimadas	2019M06	5.866
39 Cantabria	Número de plazas estimadas	2019M05	5.379
39 Cantabria	Número de plazas estimadas	2019M04	5.278
39 Cantabria	Número de plazas estimadas	2019M03	3.971
39 Cantabria	Número de plazas estimadas	2019M02	3.482
39 Cantabria	Número de plazas estimadas	2019M01	3.662
39 Cantabria	Número de plazas estimadas	2018M12	4.609
39 Cantabria	Número de plazas estimadas	2018M11	4.634
39 Cantabria	Número de plazas estimadas	2018M10	5.175
39 Cantabria	Número de plazas estimadas	2018M09	6.814
39 Cantabria	Número de plazas estimadas	2018M08	6.800
39 Cantabria	Número de plazas estimadas	2018M07	6.983
39 Cantabria	Número de plazas estimadas	2018M06	6.809
39 Cantabria	Número de plazas estimadas	2018M05	6.131
39 Cantabria	Número de plazas estimadas	2018M04	6.253
39 Cantabria	Número de plazas estimadas	2018M03	5.257
39 Cantabria	Número de plazas estimadas	2018M02	4.912
39 Cantabria	Número de plazas estimadas	2018M01	4.631
39 Cantabria	Número de plazas estimadas	2017M12	3.978
39 Cantabria	Número de plazas estimadas	2017M11	4.234
39 Cantabria	Número de plazas estimadas	2017M10	3.840
39 Cantabria	Número de plazas estimadas	2017M09	5.576
39 Cantabria	Número de plazas estimadas	2017M08	6.292
39 Cantabria	Número de plazas estimadas	2017M07	6.136
39 Cantabria	Número de plazas estimadas	2017M06	5.868
39 Cantabria	Número de plazas estimadas	2017M05	5.080
39 Cantabria	Número de plazas estimadas	2017M04	4.836
39 Cantabria	Número de plazas estimadas	2017M03	3.263
39 Cantabria	Número de plazas estimadas	2017M02	3.119
39 Cantabria	Número de plazas estimadas	2017M01	3.002
39 Cantabria	Número de plazas estimadas	2016M12	3.141
39 Cantabria	Número de plazas estimadas	2016M11	3.123
39 Cantabria	Número de plazas estimadas	2016M10	3.638
39 Cantabria	Número de plazas estimadas	2016M09	5.171
39 Cantabria	Número de plazas estimadas	2016M08	5.585
39 Cantabria	Número de plazas estimadas	2016M07	5.327
39 Cantabria	Número de plazas estimadas	2016M06	5.105
39 Cantabria	Número de plazas estimadas	2016M05	4.070
39 Cantabria	Número de plazas estimadas	2016M04	4.506
39 Cantabria	Número de plazas estimadas	2016M03	3.386
39 Cantabria	Número de plazas estimadas	2016M02	2.441
39 Cantabria	Número de plazas estimadas	2016M01	2.318
39 Cantabria	Número de plazas estimadas	2015M12	2.906
39 Cantabria	Número de plazas estimadas	2015M11	3.014
39 Cantabria	Número de plazas estimadas	2015M10	3.083
39 Cantabria	Número de plazas estimadas	2015M09	5.444
39 Cantabria	Número de plazas estimadas	2015M08	5.814
39 Cantabria	Número de plazas estimadas	2015M07	5.599
39 Cantabria	Número de plazas estimadas	2015M06	5.070
39 Cantabria	Número de plazas estimadas	2015M05	4.408
39 Cantabria	Número de plazas estimadas	2015M04	4.470
39 Cantabria	Número de plazas estimadas	2015M03	3.110
39 Cantabria	Número de plazas estimadas	2015M02	3.063
39 Cantabria	Número de plazas estimadas	2015M01	2.895
39 Cantabria	Número de plazas estimadas	2014M12	2.728
39 Cantabria	Número de plazas estimadas	2014M11	2.794
39 Cantabria	Número de plazas estimadas	2014M10	2.978
39 Cantabria	Número de plazas estimadas	2014M09	4.736
39 Cantabria	Número de plazas estimadas	2014M08	5.257
39 Cantabria	Número de plazas estimadas	2014M07	5.345
39 Cantabria	Número de plazas estimadas	2014M06	4.752
39 Cantabria	Número de plazas estimadas	2014M05	4.285
39 Cantabria	Número de plazas estimadas	2014M04	3.884
39 Cantabria	Número de plazas estimadas	2014M03	2.612
39 Cantabria	Número de plazas estimadas	2014M02	2.389
39 Cantabria	Número de plazas estimadas	2014M01	2.233
39 Cantabria	Número de plazas estimadas	2013M12	2.442
39 Cantabria	Número de plazas estimadas	2013M11	2.421
