Total Nacional;Provincias;Tipo de edificación;Tipo de dato;Periodo;Total
Total Nacional;45 Toledo;Vivienda unifamiliar;Índice;2022;114,206
Total Nacional;45 Toledo;Vivienda unifamiliar;Índice;2021;111,729
Total Nacional;45 Toledo;Vivienda unifamiliar;Índice;2020;109,414
Total Nacional;45 Toledo;Vivienda unifamiliar;Índice;2019;107,692
Total Nacional;45 Toledo;Vivienda unifamiliar;Índice;2018;104,851
Total Nacional;45 Toledo;Vivienda unifamiliar;Índice;2017;103,123
Total Nacional;45 Toledo;Vivienda unifamiliar;Índice;2016;101,021
Total Nacional;45 Toledo;Vivienda unifamiliar;Índice;2015;100
Total Nacional;45 Toledo;Vivienda unifamiliar;Índice;2014;101,075
Total Nacional;45 Toledo;Vivienda unifamiliar;Índice;2013;102,699
Total Nacional;45 Toledo;Vivienda unifamiliar;Índice;2012;107,055
Total Nacional;45 Toledo;Vivienda unifamiliar;Índice;2011;109,935
Total Nacional;45 Toledo;Vivienda unifamiliar;Variación anual;2022;2,2
Total Nacional;45 Toledo;Vivienda unifamiliar;Variación anual;2021;2,1
Total Nacional;45 Toledo;Vivienda unifamiliar;Variación anual;2020;1,6
Total Nacional;45 Toledo;Vivienda unifamiliar;Variación anual;2019;2,7
Total Nacional;45 Toledo;Vivienda unifamiliar;Variación anual;2018;1,7
Total Nacional;45 Toledo;Vivienda unifamiliar;Variación anual;2017;2,1
Total Nacional;45 Toledo;Vivienda unifamiliar;Variación anual;2016;1
Total Nacional;45 Toledo;Vivienda unifamiliar;Variación anual;2015;-1,1
Total Nacional;45 Toledo;Vivienda unifamiliar;Variación anual;2014;-1,6
Total Nacional;45 Toledo;Vivienda unifamiliar;Variación anual;2013;-4,1
Total Nacional;45 Toledo;Vivienda unifamiliar;Variación anual;2012;-2,6
Total Nacional;45 Toledo;Vivienda unifamiliar;Variación anual;2011;..
Total Nacional;45 Toledo;Vivienda colectiva;Índice;2022;119,926
Total Nacional;45 Toledo;Vivienda colectiva;Índice;2021;116,14
Total Nacional;45 Toledo;Vivienda colectiva;Índice;2020;113,054
Total Nacional;45 Toledo;Vivienda colectiva;Índice;2019;110,55
Total Nacional;45 Toledo;Vivienda colectiva;Índice;2018;105,718
Total Nacional;45 Toledo;Vivienda colectiva;Índice;2017;103,571
Total Nacional;45 Toledo;Vivienda colectiva;Índice;2016;101,691
Total Nacional;45 Toledo;Vivienda colectiva;Índice;2015;100
Total Nacional;45 Toledo;Vivienda colectiva;Índice;2014;101,693
Total Nacional;45 Toledo;Vivienda colectiva;Índice;2013;104,098
Total Nacional;45 Toledo;Vivienda colectiva;Índice;2012;109,153
Total Nacional;45 Toledo;Vivienda colectiva;Índice;2011;112,725
Total Nacional;45 Toledo;Vivienda colectiva;Variación anual;2022;3,3
Total Nacional;45 Toledo;Vivienda colectiva;Variación anual;2021;2,7
Total Nacional;45 Toledo;Vivienda colectiva;Variación anual;2020;2,3
Total Nacional;45 Toledo;Vivienda colectiva;Variación anual;2019;4,6
Total Nacional;45 Toledo;Vivienda colectiva;Variación anual;2018;2,1
Total Nacional;45 Toledo;Vivienda colectiva;Variación anual;2017;1,8
Total Nacional;45 Toledo;Vivienda colectiva;Variación anual;2016;1,7
Total Nacional;45 Toledo;Vivienda colectiva;Variación anual;2015;-1,7
Total Nacional;45 Toledo;Vivienda colectiva;Variación anual;2014;-2,3
Total Nacional;45 Toledo;Vivienda colectiva;Variación anual;2013;-4,6
Total Nacional;45 Toledo;Vivienda colectiva;Variación anual;2012;-3,2
Total Nacional;45 Toledo;Vivienda colectiva;Variación anual;2011;..
Total Nacional;46 Valencia/València;Total;Índice;2022;121,038
Total Nacional;46 Valencia/València;Total;Índice;2021;116,489
Total Nacional;46 Valencia/València;Total;Índice;2020;113,196
Total Nacional;46 Valencia/València;Total;Índice;2019;111,078
Total Nacional;46 Valencia/València;Total;Índice;2018;106,386
Total Nacional;46 Valencia/València;Total;Índice;2017;103,619
Total Nacional;46 Valencia/València;Total;Índice;2016;101,694
Total Nacional;46 Valencia/València;Total;Índice;2015;100
Total Nacional;46 Valencia/València;Total;Índice;2014;99,827
Total Nacional;46 Valencia/València;Total;Índice;2013;101,207
Total Nacional;46 Valencia/València;Total;Índice;2012;104,421
Total Nacional;46 Valencia/València;Total;Índice;2011;106,805
Total Nacional;46 Valencia/València;Total;Variación anual;2022;3,9
Total Nacional;46 Valencia/València;Total;Variación anual;2021;2,9
Total Nacional;46 Valencia/València;Total;Variación anual;2020;1,9
Total Nacional;46 Valencia/València;Total;Variación anual;2019;4,4
Total Nacional;46 Valencia/València;Total;Variación anual;2018;2,7
Total Nacional;46 Valencia/València;Total;Variación anual;2017;1,9
Total Nacional;46 Valencia/València;Total;Variación anual;2016;1,7
Total Nacional;46 Valencia/València;Total;Variación anual;2015;0,2
Total Nacional;46 Valencia/València;Total;Variación anual;2014;-1,4
Total Nacional;46 Valencia/València;Total;Variación anual;2013;-3,1
Total Nacional;46 Valencia/València;Total;Variación anual;2012;-2,2
Total Nacional;46 Valencia/València;Total;Variación anual;2011;..
Total Nacional;46 Valencia/València;Vivienda unifamiliar;Índice;2022;115,347
Total Nacional;46 Valencia/València;Vivienda unifamiliar;Índice;2021;111,938
Total Nacional;46 Valencia/València;Vivienda unifamiliar;Índice;2020;108,865
Total Nacional;46 Valencia/València;Vivienda unifamiliar;Índice;2019;106,929
Total Nacional;46 Valencia/València;Vivienda unifamiliar;Índice;2018;104,663
Total Nacional;46 Valencia/València;Vivienda unifamiliar;Índice;2017;102,756
Total Nacional;46 Valencia/València;Vivienda unifamiliar;Índice;2016;101,641
Total Nacional;46 Valencia/València;Vivienda unifamiliar;Índice;2015;100
Total Nacional;46 Valencia/València;Vivienda unifamiliar;Índice;2014;99,375
Total Nacional;46 Valencia/València;Vivienda unifamiliar;Índice;2013;100,048
Total Nacional;46 Valencia/València;Vivienda unifamiliar;Índice;2012;102,159
Total Nacional;46 Valencia/València;Vivienda unifamiliar;Índice;2011;104,076
Total Nacional;46 Valencia/València;Vivienda unifamiliar;Variación anual;2022;3
Total Nacional;46 Valencia/València;Vivienda unifamiliar;Variación anual;2021;2,8
Total Nacional;46 Valencia/València;Vivienda unifamiliar;Variación anual;2020;1,8
Total Nacional;46 Valencia/València;Vivienda unifamiliar;Variación anual;2019;2,2
Total Nacional;46 Valencia/València;Vivienda unifamiliar;Variación anual;2018;1,9
Total Nacional;46 Valencia/València;Vivienda unifamiliar;Variación anual;2017;1,1
Total Nacional;46 Valencia/València;Vivienda unifamiliar;Variación anual;2016;1,6
Total Nacional;46 Valencia/València;Vivienda unifamiliar;Variación anual;2015;0,6
Total Nacional;46 Valencia/València;Vivienda unifamiliar;Variación anual;2014;-0,7
Total Nacional;46 Valencia/València;Vivienda unifamiliar;Variación anual;2013;-2,1
Total Nacional;46 Valencia/València;Vivienda unifamiliar;Variación anual;2012;-1,8
Total Nacional;46 Valencia/València;Vivienda unifamiliar;Variación anual;2011;..
Total Nacional;46 Valencia/València;Vivienda colectiva;Índice;2022;121,649
Total Nacional;46 Valencia/València;Vivienda colectiva;Índice;2021;116,978
Total Nacional;46 Valencia/València;Vivienda colectiva;Índice;2020;113,661
Total Nacional;46 Valencia/València;Vivienda colectiva;Índice;2019;111,523
Total Nacional;46 Valencia/València;Vivienda colectiva;Índice;2018;106,568
Total Nacional;46 Valencia/València;Vivienda colectiva;Índice;2017;103,711
Total Nacional;46 Valencia/València;Vivienda colectiva;Índice;2016;101,699
Total Nacional;46 Valencia/València;Vivienda colectiva;Índice;2015;100
Total Nacional;46 Valencia/València;Vivienda colectiva;Índice;2014;99,872
Total Nacional;46 Valencia/València;Vivienda colectiva;Índice;2013;101,316
Total Nacional;46 Valencia/València;Vivienda colectiva;Índice;2012;104,621
Total Nacional;46 Valencia/València;Vivienda colectiva;Índice;2011;107,04
Total Nacional;46 Valencia/València;Vivienda colectiva;Variación anual;2022;4
Total Nacional;46 Valencia/València;Vivienda colectiva;Variación anual;2021;2,9
Total Nacional;46 Valencia/València;Vivienda colectiva;Variación anual;2020;1,9
Total Nacional;46 Valencia/València;Vivienda colectiva;Variación anual;2019;4,6
Total Nacional;46 Valencia/València;Vivienda colectiva;Variación anual;2018;2,8
Total Nacional;46 Valencia/València;Vivienda colectiva;Variación anual;2017;2
Total Nacional;46 Valencia/València;Vivienda colectiva;Variación anual;2016;1,7
Total Nacional;46 Valencia/València;Vivienda colectiva;Variación anual;2015;0,1
Total Nacional;46 Valencia/València;Vivienda colectiva;Variación anual;2014;-1,4
Total Nacional;46 Valencia/València;Vivienda colectiva;Variación anual;2013;-3,2
Total Nacional;46 Valencia/València;Vivienda colectiva;Variación anual;2012;-2,3
Total Nacional;46 Valencia/València;Vivienda colectiva;Variación anual;2011;..
Total Nacional;47 Valladolid;Total;Índice;2022;112,687
Total Nacional;47 Valladolid;Total;Índice;2021;110,384
Total Nacional;47 Valladolid;Total;Índice;2020;108,823
Total Nacional;47 Valladolid;Total;Índice;2019;107,961
Total Nacional;47 Valladolid;Total;Índice;2018;104,865
Total Nacional;47 Valladolid;Total;Índice;2017;103,382
Total Nacional;47 Valladolid;Total;Índice;2016;102,137
Total Nacional;47 Valladolid;Total;Índice;2015;100
Total Nacional;47 Valladolid;Total;Índice;2014;100,663
Total Nacional;47 Valladolid;Total;Índice;2013;100,918
Total Nacional;47 Valladolid;Total;Índice;2012;103,046
Total Nacional;47 Valladolid;Total;Índice;2011;104,24
Total Nacional;47 Valladolid;Total;Variación anual;2022;2,1
Total Nacional;47 Valladolid;Total;Variación anual;2021;1,4
Total Nacional;47 Valladolid;Total;Variación anual;2020;0,8
Total Nacional;47 Valladolid;Total;Variación anual;2019;3
Total Nacional;47 Valladolid;Total;Variación anual;2018;1,4
Total Nacional;47 Valladolid;Total;Variación anual;2017;1,2
Total Nacional;47 Valladolid;Total;Variación anual;2016;2,1
Total Nacional;47 Valladolid;Total;Variación anual;2015;-0,7
Total Nacional;47 Valladolid;Total;Variación anual;2014;-0,3
Total Nacional;47 Valladolid;Total;Variación anual;2013;-2,1
Total Nacional;47 Valladolid;Total;Variación anual;2012;-1,1
Total Nacional;47 Valladolid;Total;Variación anual;2011;..
Total Nacional;47 Valladolid;Vivienda unifamiliar;Índice;2022;111,137
Total Nacional;47 Valladolid;Vivienda unifamiliar;Índice;2021;109,875
Total Nacional;47 Valladolid;Vivienda unifamiliar;Índice;2020;107,847
Total Nacional;47 Valladolid;Vivienda unifamiliar;Índice;2019;107,056
Total Nacional;47 Valladolid;Vivienda unifamiliar;Índice;2018;105,736
Total Nacional;47 Valladolid;Vivienda unifamiliar;Índice;2017;104,244
Total Nacional;47 Valladolid;Vivienda unifamiliar;Índice;2016;103,03
Total Nacional;47 Valladolid;Vivienda unifamiliar;Índice;2015;100
Total Nacional;47 Valladolid;Vivienda unifamiliar;Índice;2014;101,172
Total Nacional;47 Valladolid;Vivienda unifamiliar;Índice;2013;99,864
Total Nacional;47 Valladolid;Vivienda unifamiliar;Índice;2012;101,538
Total Nacional;47 Valladolid;Vivienda unifamiliar;Índice;2011;101,49
Total Nacional;47 Valladolid;Vivienda unifamiliar;Variación anual;2022;1,1
Total Nacional;47 Valladolid;Vivienda unifamiliar;Variación anual;2021;1,9
Total Nacional;47 Valladolid;Vivienda unifamiliar;Variación anual;2020;0,7
Total Nacional;47 Valladolid;Vivienda unifamiliar;Variación anual;2019;1,2
Total Nacional;47 Valladolid;Vivienda unifamiliar;Variación anual;2018;1,4
Total Nacional;47 Valladolid;Vivienda unifamiliar;Variación anual;2017;1,2
Total Nacional;47 Valladolid;Vivienda unifamiliar;Variación anual;2016;3
Total Nacional;47 Valladolid;Vivienda unifamiliar;Variación anual;2015;-1,2
Total Nacional;47 Valladolid;Vivienda unifamiliar;Variación anual;2014;1,3
Total Nacional;47 Valladolid;Vivienda unifamiliar;Variación anual;2013;-1,6
Total Nacional;47 Valladolid;Vivienda unifamiliar;Variación anual;2012;0
Total Nacional;47 Valladolid;Vivienda unifamiliar;Variación anual;2011;..
Total Nacional;47 Valladolid;Vivienda colectiva;Índice;2022;112,846
Total Nacional;47 Valladolid;Vivienda colectiva;Índice;2021;110,436
Total Nacional;47 Valladolid;Vivienda colectiva;Índice;2020;108,926
Total Nacional;47 Valladolid;Vivienda colectiva;Índice;2019;108,057
Total Nacional;47 Valladolid;Vivienda colectiva;Índice;2018;104,776
Total Nacional;47 Valladolid;Vivienda colectiva;Índice;2017;103,295
Total Nacional;47 Valladolid;Vivienda colectiva;Índice;2016;102,046
Total Nacional;47 Valladolid;Vivienda colectiva;Índice;2015;100
Total Nacional;47 Valladolid;Vivienda colectiva;Índice;2014;100,613
Total Nacional;47 Valladolid;Vivienda colectiva;Índice;2013;101,015
Total Nacional;47 Valladolid;Vivienda colectiva;Índice;2012;103,185
Total Nacional;47 Valladolid;Vivienda colectiva;Índice;2011;104,485
Total Nacional;47 Valladolid;Vivienda colectiva;Variación anual;2022;2,2
Total Nacional;47 Valladolid;Vivienda colectiva;Variación anual;2021;1,4
Total Nacional;47 Valladolid;Vivienda colectiva;Variación anual;2020;0,8
Total Nacional;47 Valladolid;Vivienda colectiva;Variación anual;2019;3,1
Total Nacional;47 Valladolid;Vivienda colectiva;Variación anual;2018;1,4
Total Nacional;47 Valladolid;Vivienda colectiva;Variación anual;2017;1,2
Total Nacional;47 Valladolid;Vivienda colectiva;Variación anual;2016;2
Total Nacional;47 Valladolid;Vivienda colectiva;Variación anual;2015;-0,6
Total Nacional;47 Valladolid;Vivienda colectiva;Variación anual;2014;-0,4
Total Nacional;47 Valladolid;Vivienda colectiva;Variación anual;2013;-2,1
Total Nacional;47 Valladolid;Vivienda colectiva;Variación anual;2012;-1,2
Total Nacional;47 Valladolid;Vivienda colectiva;Variación anual;2011;..
Total Nacional;49 Zamora;Total;Índice;2022;108,124
Total Nacional;49 Zamora;Total;Índice;2021;106,592
Total Nacional;49 Zamora;Total;Índice;2020;104,854
Total Nacional;49 Zamora;Total;Índice;2019;104,213
Total Nacional;49 Zamora;Total;Índice;2018;102,297
Total Nacional;49 Zamora;Total;Índice;2017;101,632
Total Nacional;49 Zamora;Total;Índice;2016;101,348
Total Nacional;49 Zamora;Total;Índice;2015;100
Total Nacional;49 Zamora;Total;Índice;2014;100,885
Total Nacional;49 Zamora;Total;Índice;2013;102,516
Total Nacional;49 Zamora;Total;Índice;2012;104,326
Total Nacional;49 Zamora;Total;Índice;2011;104,554
Total Nacional;49 Zamora;Total;Variación anual;2022;1,4
Total Nacional;49 Zamora;Total;Variación anual;2021;1,7
Total Nacional;49 Zamora;Total;Variación anual;2020;0,6
Total Nacional;49 Zamora;Total;Variación anual;2019;1,9
Total Nacional;49 Zamora;Total;Variación anual;2018;0,7
Total Nacional;49 Zamora;Total;Variación anual;2017;0,3
Total Nacional;49 Zamora;Total;Variación anual;2016;1,3
Total Nacional;49 Zamora;Total;Variación anual;2015;-0,9
Total Nacional;49 Zamora;Total;Variación anual;2014;-1,6
Total Nacional;49 Zamora;Total;Variación anual;2013;-1,7
Total Nacional;49 Zamora;Total;Variación anual;2012;-0,2
Total Nacional;49 Zamora;Total;Variación anual;2011;..
Total Nacional;49 Zamora;Vivienda unifamiliar;Índice;2022;109,683
Total Nacional;49 Zamora;Vivienda unifamiliar;Índice;2021;108,416
Total Nacional;49 Zamora;Vivienda unifamiliar;Índice;2020;105,746
Total Nacional;49 Zamora;Vivienda unifamiliar;Índice;2019;106,823
Total Nacional;49 Zamora;Vivienda unifamiliar;Índice;2018;106,228
Total Nacional;49 Zamora;Vivienda unifamiliar;Índice;2017;104,94
Total Nacional;49 Zamora;Vivienda unifamiliar;Índice;2016;102,989
Total Nacional;49 Zamora;Vivienda unifamiliar;Índice;2015;100
Total Nacional;49 Zamora;Vivienda unifamiliar;Índice;2014;101,85
Total Nacional;49 Zamora;Vivienda unifamiliar;Índice;2013;101,315
Total Nacional;49 Zamora;Vivienda unifamiliar;Índice;2012;100,449
Total Nacional;49 Zamora;Vivienda unifamiliar;Índice;2011;101,894
Total Nacional;49 Zamora;Vivienda unifamiliar;Variación anual;2022;1,2
Total Nacional;49 Zamora;Vivienda unifamiliar;Variación anual;2021;2,5
Total Nacional;49 Zamora;Vivienda unifamiliar;Variación anual;2020;-1
Total Nacional;49 Zamora;Vivienda unifamiliar;Variación anual;2019;0,6
Total Nacional;49 Zamora;Vivienda unifamiliar;Variación anual;2018;1,2
Total Nacional;49 Zamora;Vivienda unifamiliar;Variación anual;2017;1,9
Total Nacional;49 Zamora;Vivienda unifamiliar;Variación anual;2016;3
Total Nacional;49 Zamora;Vivienda unifamiliar;Variación anual;2015;-1,8
Total Nacional;49 Zamora;Vivienda unifamiliar;Variación anual;2014;0,5
Total Nacional;49 Zamora;Vivienda unifamiliar;Variación anual;2013;0,9
Total Nacional;49 Zamora;Vivienda unifamiliar;Variación anual;2012;-1,4
Total Nacional;49 Zamora;Vivienda unifamiliar;Variación anual;2011;..
Total Nacional;49 Zamora;Vivienda colectiva;Índice;2022;107,973
Total Nacional;49 Zamora;Vivienda colectiva;Índice;2021;106,412
Total Nacional;49 Zamora;Vivienda colectiva;Índice;2020;104,776
Total Nacional;49 Zamora;Vivienda colectiva;Índice;2019;103,973
Total Nacional;49 Zamora;Vivienda colectiva;Índice;2018;101,934
Total Nacional;49 Zamora;Vivienda colectiva;Índice;2017;101,327
Total Nacional;49 Zamora;Vivienda colectiva;Índice;2016;101,195
Total Nacional;49 Zamora;Vivienda colectiva;Índice;2015;100
Total Nacional;49 Zamora;Vivienda colectiva;Índice;2014;100,792
Total Nacional;49 Zamora;Vivienda colectiva;Índice;2013;102,615
Total Nacional;49 Zamora;Vivienda colectiva;Índice;2012;104,649
Total Nacional;49 Zamora;Vivienda colectiva;Índice;2011;104,787
Total Nacional;49 Zamora;Vivienda colectiva;Variación anual;2022;1,5
Total Nacional;49 Zamora;Vivienda colectiva;Variación anual;2021;1,6
Total Nacional;49 Zamora;Vivienda colectiva;Variación anual;2020;0,8
Total Nacional;49 Zamora;Vivienda colectiva;Variación anual;2019;2
Total Nacional;49 Zamora;Vivienda colectiva;Variación anual;2018;0,6
Total Nacional;49 Zamora;Vivienda colectiva;Variación anual;2017;0,1
Total Nacional;49 Zamora;Vivienda colectiva;Variación anual;2016;1,2
Total Nacional;49 Zamora;Vivienda colectiva;Variación anual;2015;-0,8
Total Nacional;49 Zamora;Vivienda colectiva;Variación anual;2014;-1,8
Total Nacional;49 Zamora;Vivienda colectiva;Variación anual;2013;-1,9
Total Nacional;49 Zamora;Vivienda colectiva;Variación anual;2012;-0,1
Total Nacional;49 Zamora;Vivienda colectiva;Variación anual;2011;..
