Edad simple;Provincias;Sexo;Periodo;Total
Todas las edades;37 Salamanca;Total;1 de julio de 2012;348.108
Todas las edades;37 Salamanca;Total;1 de abril de 2012;""
Todas las edades;37 Salamanca;Total;1 de enero de 2012;349.625
Todas las edades;37 Salamanca;Total;1 de octubre de 2011;""
Todas las edades;37 Salamanca;Total;1 de julio de 2011;350.206
Todas las edades;37 Salamanca;Total;1 de abril de 2011;""
Todas las edades;37 Salamanca;Total;1 de enero de 2011;350.819
Todas las edades;37 Salamanca;Total;1 de octubre de 2010;""
Todas las edades;37 Salamanca;Total;1 de julio de 2010;350.888
Todas las edades;37 Salamanca;Total;1 de abril de 2010;""
Todas las edades;37 Salamanca;Total;1 de enero de 2010;350.901
Todas las edades;37 Salamanca;Total;1 de octubre de 2009;""
Todas las edades;37 Salamanca;Total;1 de julio de 2009;350.954
Todas las edades;37 Salamanca;Total;1 de abril de 2009;""
Todas las edades;37 Salamanca;Total;1 de enero de 2009;351.018
Todas las edades;37 Salamanca;Total;1 de octubre de 2008;""
Todas las edades;37 Salamanca;Total;1 de julio de 2008;350.463
Todas las edades;37 Salamanca;Total;1 de abril de 2008;""
Todas las edades;37 Salamanca;Total;1 de enero de 2008;349.843
Todas las edades;37 Salamanca;Total;1 de octubre de 2007;""
Todas las edades;37 Salamanca;Total;1 de julio de 2007;348.602
Todas las edades;37 Salamanca;Total;1 de abril de 2007;""
Todas las edades;37 Salamanca;Total;1 de enero de 2007;347.713
Todas las edades;37 Salamanca;Total;1 de octubre de 2006;""
Todas las edades;37 Salamanca;Total;1 de julio de 2006;346.862
Todas las edades;37 Salamanca;Total;1 de abril de 2006;""
Todas las edades;37 Salamanca;Total;1 de enero de 2006;346.299
Todas las edades;37 Salamanca;Total;1 de octubre de 2005;""
Todas las edades;37 Salamanca;Total;1 de julio de 2005;346.204
Todas las edades;37 Salamanca;Total;1 de abril de 2005;""
Todas las edades;37 Salamanca;Total;1 de enero de 2005;346.313
Todas las edades;38 Santa Cruz de Tenerife;Total;1 de enero de 2023;1.067.173
Todas las edades;38 Santa Cruz de Tenerife;Total;1 de octubre de 2022;1.062.661
Todas las edades;38 Santa Cruz de Tenerife;Total;1 de julio de 2022;1.057.929
Todas las edades;38 Santa Cruz de Tenerife;Total;1 de abril de 2022;1.053.850
Todas las edades;38 Santa Cruz de Tenerife;Total;1 de enero de 2022;1.051.874
Todas las edades;38 Santa Cruz de Tenerife;Total;1 de octubre de 2021;1.048.747
Todas las edades;38 Santa Cruz de Tenerife;Total;1 de julio de 2021;1.047.280
Todas las edades;38 Santa Cruz de Tenerife;Total;1 de abril de 2021;1.047.076
Todas las edades;38 Santa Cruz de Tenerife;Total;1 de enero de 2021;1.047.565
Todas las edades;38 Santa Cruz de Tenerife;Total;1 de octubre de 2020;""
Todas las edades;38 Santa Cruz de Tenerife;Total;1 de julio de 2020;1.046.360
Todas las edades;38 Santa Cruz de Tenerife;Total;1 de abril de 2020;""
Todas las edades;38 Santa Cruz de Tenerife;Total;1 de enero de 2020;1.045.045
Todas las edades;38 Santa Cruz de Tenerife;Total;1 de octubre de 2019;""
Todas las edades;38 Santa Cruz de Tenerife;Total;1 de julio de 2019;1.037.706
Todas las edades;38 Santa Cruz de Tenerife;Total;1 de abril de 2019;""
Todas las edades;38 Santa Cruz de Tenerife;Total;1 de enero de 2019;1.031.630
Todas las edades;38 Santa Cruz de Tenerife;Total;1 de octubre de 2018;""
Todas las edades;38 Santa Cruz de Tenerife;Total;1 de julio de 2018;1.023.709
Todas las edades;38 Santa Cruz de Tenerife;Total;1 de abril de 2018;""
Todas las edades;38 Santa Cruz de Tenerife;Total;1 de enero de 2018;1.019.708
Todas las edades;38 Santa Cruz de Tenerife;Total;1 de octubre de 2017;""
Todas las edades;38 Santa Cruz de Tenerife;Total;1 de julio de 2017;1.012.837
Todas las edades;38 Santa Cruz de Tenerife;Total;1 de abril de 2017;""
Todas las edades;38 Santa Cruz de Tenerife;Total;1 de enero de 2017;1.009.654
Todas las edades;38 Santa Cruz de Tenerife;Total;1 de octubre de 2016;""
Todas las edades;38 Santa Cruz de Tenerife;Total;1 de julio de 2016;1.005.125
Todas las edades;38 Santa Cruz de Tenerife;Total;1 de abril de 2016;""
Todas las edades;38 Santa Cruz de Tenerife;Total;1 de enero de 2016;1.003.542
Todas las edades;38 Santa Cruz de Tenerife;Total;1 de octubre de 2015;""
Todas las edades;38 Santa Cruz de Tenerife;Total;1 de julio de 2015;1.001.842
Todas las edades;38 Santa Cruz de Tenerife;Total;1 de abril de 2015;""
Todas las edades;38 Santa Cruz de Tenerife;Total;1 de enero de 2015;1.003.741
Todas las edades;38 Santa Cruz de Tenerife;Total;1 de octubre de 2014;""
Todas las edades;38 Santa Cruz de Tenerife;Total;1 de julio de 2014;1.002.370
Todas las edades;38 Santa Cruz de Tenerife;Total;1 de abril de 2014;""
Todas las edades;38 Santa Cruz de Tenerife;Total;1 de enero de 2014;1.003.299
Todas las edades;38 Santa Cruz de Tenerife;Total;1 de octubre de 2013;""
Todas las edades;38 Santa Cruz de Tenerife;Total;1 de julio de 2013;1.001.583
Todas las edades;38 Santa Cruz de Tenerife;Total;1 de abril de 2013;""
Todas las edades;38 Santa Cruz de Tenerife;Total;1 de enero de 2013;1.001.461
Todas las edades;38 Santa Cruz de Tenerife;Total;1 de octubre de 2012;""
Todas las edades;38 Santa Cruz de Tenerife;Total;1 de julio de 2012;997.451
Todas las edades;38 Santa Cruz de Tenerife;Total;1 de abril de 2012;""
Todas las edades;38 Santa Cruz de Tenerife;Total;1 de enero de 2012;996.877
Todas las edades;38 Santa Cruz de Tenerife;Total;1 de octubre de 2011;""
Todas las edades;38 Santa Cruz de Tenerife;Total;1 de julio de 2011;991.381
Todas las edades;38 Santa Cruz de Tenerife;Total;1 de abril de 2011;""
Todas las edades;38 Santa Cruz de Tenerife;Total;1 de enero de 2011;987.789
Todas las edades;38 Santa Cruz de Tenerife;Total;1 de octubre de 2010;""
Todas las edades;38 Santa Cruz de Tenerife;Total;1 de julio de 2010;982.316
Todas las edades;38 Santa Cruz de Tenerife;Total;1 de abril de 2010;""
Todas las edades;38 Santa Cruz de Tenerife;Total;1 de enero de 2010;978.677
Todas las edades;38 Santa Cruz de Tenerife;Total;1 de octubre de 2009;""
Todas las edades;38 Santa Cruz de Tenerife;Total;1 de julio de 2009;973.113
Todas las edades;38 Santa Cruz de Tenerife;Total;1 de abril de 2009;""
Todas las edades;38 Santa Cruz de Tenerife;Total;1 de enero de 2009;969.125
Todas las edades;38 Santa Cruz de Tenerife;Total;1 de octubre de 2008;""
Todas las edades;38 Santa Cruz de Tenerife;Total;1 de julio de 2008;961.118
Todas las edades;38 Santa Cruz de Tenerife;Total;1 de abril de 2008;""
Todas las edades;38 Santa Cruz de Tenerife;Total;1 de enero de 2008;951.836
Todas las edades;38 Santa Cruz de Tenerife;Total;1 de octubre de 2007;""
Todas las edades;38 Santa Cruz de Tenerife;Total;1 de julio de 2007;940.212
Todas las edades;38 Santa Cruz de Tenerife;Total;1 de abril de 2007;""
Todas las edades;38 Santa Cruz de Tenerife;Total;1 de enero de 2007;929.862
Todas las edades;38 Santa Cruz de Tenerife;Total;1 de octubre de 2006;""
Todas las edades;38 Santa Cruz de Tenerife;Total;1 de julio de 2006;918.566
Todas las edades;38 Santa Cruz de Tenerife;Total;1 de abril de 2006;""
Todas las edades;38 Santa Cruz de Tenerife;Total;1 de enero de 2006;907.787
Todas las edades;38 Santa Cruz de Tenerife;Total;1 de octubre de 2005;""
Todas las edades;38 Santa Cruz de Tenerife;Total;1 de julio de 2005;896.608
Todas las edades;38 Santa Cruz de Tenerife;Total;1 de abril de 2005;""
Todas las edades;38 Santa Cruz de Tenerife;Total;1 de enero de 2005;885.233
Todas las edades;40 Segovia;Total;1 de enero de 2023;155.332
Todas las edades;40 Segovia;Total;1 de octubre de 2022;154.576
Todas las edades;40 Segovia;Total;1 de julio de 2022;154.224
Todas las edades;40 Segovia;Total;1 de abril de 2022;153.958
Todas las edades;40 Segovia;Total;1 de enero de 2022;153.731
Todas las edades;40 Segovia;Total;1 de octubre de 2021;153.698
Todas las edades;40 Segovia;Total;1 de julio de 2021;153.588
Todas las edades;40 Segovia;Total;1 de abril de 2021;153.846
Todas las edades;40 Segovia;Total;1 de enero de 2021;153.626
Todas las edades;40 Segovia;Total;1 de octubre de 2020;""
Todas las edades;40 Segovia;Total;1 de julio de 2020;153.075
Todas las edades;40 Segovia;Total;1 de abril de 2020;""
Todas las edades;40 Segovia;Total;1 de enero de 2020;153.641
Todas las edades;40 Segovia;Total;1 de octubre de 2019;""
Todas las edades;40 Segovia;Total;1 de julio de 2019;153.481
Todas las edades;40 Segovia;Total;1 de abril de 2019;""
Todas las edades;40 Segovia;Total;1 de enero de 2019;153.571
Todas las edades;40 Segovia;Total;1 de octubre de 2018;""
Todas las edades;40 Segovia;Total;1 de julio de 2018;153.461
Todas las edades;40 Segovia;Total;1 de abril de 2018;""
Todas las edades;40 Segovia;Total;1 de enero de 2018;153.983
Todas las edades;40 Segovia;Total;1 de octubre de 2017;""
Todas las edades;40 Segovia;Total;1 de julio de 2017;154.045
Todas las edades;40 Segovia;Total;1 de abril de 2017;""
Todas las edades;40 Segovia;Total;1 de enero de 2017;154.854
Todas las edades;40 Segovia;Total;1 de octubre de 2016;""
Todas las edades;40 Segovia;Total;1 de julio de 2016;155.391
Todas las edades;40 Segovia;Total;1 de abril de 2016;""
Todas las edades;40 Segovia;Total;1 de enero de 2016;155.991
Todas las edades;40 Segovia;Total;1 de octubre de 2015;""
Todas las edades;40 Segovia;Total;1 de julio de 2015;156.732
Todas las edades;40 Segovia;Total;1 de abril de 2015;""
Todas las edades;40 Segovia;Total;1 de enero de 2015;157.578
Todas las edades;40 Segovia;Total;1 de octubre de 2014;""
Todas las edades;40 Segovia;Total;1 de julio de 2014;158.068
Todas las edades;40 Segovia;Total;1 de abril de 2014;""
Todas las edades;40 Segovia;Total;1 de enero de 2014;158.798
Todas las edades;40 Segovia;Total;1 de octubre de 2013;""
Todas las edades;40 Segovia;Total;1 de julio de 2013;159.961
Todas las edades;40 Segovia;Total;1 de abril de 2013;""
Todas las edades;40 Segovia;Total;1 de enero de 2013;161.205
Todas las edades;40 Segovia;Total;1 de octubre de 2012;""
Todas las edades;40 Segovia;Total;1 de julio de 2012;161.854
Todas las edades;40 Segovia;Total;1 de abril de 2012;""
Todas las edades;40 Segovia;Total;1 de enero de 2012;162.937
Todas las edades;40 Segovia;Total;1 de octubre de 2011;""
Todas las edades;40 Segovia;Total;1 de julio de 2011;163.250
Todas las edades;40 Segovia;Total;1 de abril de 2011;""
Todas las edades;40 Segovia;Total;1 de enero de 2011;163.423
Todas las edades;40 Segovia;Total;1 de octubre de 2010;""
Todas las edades;40 Segovia;Total;1 de julio de 2010;163.297
Todas las edades;40 Segovia;Total;1 de abril de 2010;""
Todas las edades;40 Segovia;Total;1 de enero de 2010;163.174
Todas las edades;40 Segovia;Total;1 de octubre de 2009;""
Todas las edades;40 Segovia;Total;1 de julio de 2009;163.030
Todas las edades;40 Segovia;Total;1 de abril de 2009;""
Todas las edades;40 Segovia;Total;1 de enero de 2009;163.374
Todas las edades;40 Segovia;Total;1 de octubre de 2008;""
Todas las edades;40 Segovia;Total;1 de julio de 2008;163.407
Todas las edades;40 Segovia;Total;1 de abril de 2008;""
Todas las edades;40 Segovia;Total;1 de enero de 2008;163.091
Todas las edades;40 Segovia;Total;1 de octubre de 2007;""
Todas las edades;40 Segovia;Total;1 de julio de 2007;161.374
Todas las edades;40 Segovia;Total;1 de abril de 2007;""
Todas las edades;40 Segovia;Total;1 de enero de 2007;159.139
Todas las edades;40 Segovia;Total;1 de octubre de 2006;""
Todas las edades;40 Segovia;Total;1 de julio de 2006;157.369
Todas las edades;40 Segovia;Total;1 de abril de 2006;""
Todas las edades;40 Segovia;Total;1 de enero de 2006;156.275
Todas las edades;40 Segovia;Total;1 de octubre de 2005;""
Todas las edades;40 Segovia;Total;1 de julio de 2005;155.288
Todas las edades;40 Segovia;Total;1 de abril de 2005;""
Todas las edades;40 Segovia;Total;1 de enero de 2005;154.209
Todas las edades;41 Sevilla;Total;1 de enero de 2023;1.959.394
Todas las edades;41 Sevilla;Total;1 de octubre de 2022;1.956.169
Todas las edades;41 Sevilla;Total;1 de julio de 2022;1.952.904
Todas las edades;41 Sevilla;Total;1 de abril de 2022;1.950.812
Todas las edades;41 Sevilla;Total;1 de enero de 2022;1.949.558
Todas las edades;41 Sevilla;Total;1 de octubre de 2021;1.947.236
Todas las edades;41 Sevilla;Total;1 de julio de 2021;1.947.691
Todas las edades;41 Sevilla;Total;1 de abril de 2021;1.948.821
Todas las edades;41 Sevilla;Total;1 de enero de 2021;1.950.056
Todas las edades;41 Sevilla;Total;1 de octubre de 2020;""
Todas las edades;41 Sevilla;Total;1 de julio de 2020;1.950.099
Todas las edades;41 Sevilla;Total;1 de abril de 2020;""
Todas las edades;41 Sevilla;Total;1 de enero de 2020;1.947.848
Todas las edades;41 Sevilla;Total;1 de octubre de 2019;""
Todas las edades;41 Sevilla;Total;1 de julio de 2019;1.943.579
Todas las edades;41 Sevilla;Total;1 de abril de 2019;""
Todas las edades;41 Sevilla;Total;1 de enero de 2019;1.941.191
Todas las edades;41 Sevilla;Total;1 de octubre de 2018;""
Todas las edades;41 Sevilla;Total;1 de julio de 2018;1.938.496
Todas las edades;41 Sevilla;Total;1 de abril de 2018;""
Todas las edades;41 Sevilla;Total;1 de enero de 2018;1.938.007
Todas las edades;41 Sevilla;Total;1 de octubre de 2017;""
Todas las edades;41 Sevilla;Total;1 de julio de 2017;1.936.455
Todas las edades;41 Sevilla;Total;1 de abril de 2017;""
Todas las edades;41 Sevilla;Total;1 de enero de 2017;1.936.735
Todas las edades;41 Sevilla;Total;1 de octubre de 2016;""
Todas las edades;41 Sevilla;Total;1 de julio de 2016;1.935.685
Todas las edades;41 Sevilla;Total;1 de abril de 2016;""
Todas las edades;41 Sevilla;Total;1 de enero de 2016;1.935.590
Todas las edades;41 Sevilla;Total;1 de octubre de 2015;""
Todas las edades;41 Sevilla;Total;1 de julio de 2015;1.934.900
Todas las edades;41 Sevilla;Total;1 de abril de 2015;""
Todas las edades;41 Sevilla;Total;1 de enero de 2015;1.935.135
Todas las edades;41 Sevilla;Total;1 de octubre de 2014;""
Todas las edades;41 Sevilla;Total;1 de julio de 2014;1.934.064
Todas las edades;41 Sevilla;Total;1 de abril de 2014;""
Todas las edades;41 Sevilla;Total;1 de enero de 2014;1.934.058
Todas las edades;41 Sevilla;Total;1 de octubre de 2013;""
Todas las edades;41 Sevilla;Total;1 de julio de 2013;1.934.359
Todas las edades;41 Sevilla;Total;1 de abril de 2013;""
Todas las edades;41 Sevilla;Total;1 de enero de 2013;1.935.023
Todas las edades;41 Sevilla;Total;1 de octubre de 2012;""
Todas las edades;41 Sevilla;Total;1 de julio de 2012;1.933.387
Todas las edades;41 Sevilla;Total;1 de abril de 2012;""
Todas las edades;41 Sevilla;Total;1 de enero de 2012;1.932.573
Todas las edades;41 Sevilla;Total;1 de octubre de 2011;""
Todas las edades;41 Sevilla;Total;1 de julio de 2011;1.925.234
Todas las edades;41 Sevilla;Total;1 de abril de 2011;""
Todas las edades;41 Sevilla;Total;1 de enero de 2011;1.918.747
Todas las edades;41 Sevilla;Total;1 de octubre de 2010;""
Todas las edades;41 Sevilla;Total;1 de julio de 2010;1.910.388
Todas las edades;41 Sevilla;Total;1 de abril de 2010;""
Todas las edades;41 Sevilla;Total;1 de enero de 2010;1.902.956
Todas las edades;41 Sevilla;Total;1 de octubre de 2009;""
Todas las edades;41 Sevilla;Total;1 de julio de 2009;1.893.602
Todas las edades;41 Sevilla;Total;1 de abril de 2009;""
Todas las edades;41 Sevilla;Total;1 de enero de 2009;1.884.107
Todas las edades;41 Sevilla;Total;1 de octubre de 2008;""
Todas las edades;41 Sevilla;Total;1 de julio de 2008;1.872.245
Todas las edades;41 Sevilla;Total;1 de abril de 2008;""
Todas las edades;41 Sevilla;Total;1 de enero de 2008;1.859.555
Todas las edades;41 Sevilla;Total;1 de octubre de 2007;""
Todas las edades;41 Sevilla;Total;1 de julio de 2007;1.846.364
Todas las edades;41 Sevilla;Total;1 de abril de 2007;""
Todas las edades;41 Sevilla;Total;1 de enero de 2007;1.831.956
Todas las edades;41 Sevilla;Total;1 de octubre de 2006;""
Todas las edades;41 Sevilla;Total;1 de julio de 2006;1.819.650
Todas las edades;41 Sevilla;Total;1 de abril de 2006;""
Todas las edades;41 Sevilla;Total;1 de enero de 2006;1.807.971
Todas las edades;41 Sevilla;Total;1 de octubre de 2005;""
Todas las edades;41 Sevilla;Total;1 de julio de 2005;1.796.244
Todas las edades;41 Sevilla;Total;1 de abril de 2005;""
Todas las edades;41 Sevilla;Total;1 de enero de 2005;1.785.135
Todas las edades;42 Soria;Total;1 de enero de 2023;89.528
Todas las edades;42 Soria;Total;1 de octubre de 2022;89.218
Todas las edades;42 Soria;Total;1 de julio de 2022;88.901
Todas las edades;42 Soria;Total;1 de abril de 2022;88.424
Todas las edades;42 Soria;Total;1 de enero de 2022;88.330
Todas las edades;42 Soria;Total;1 de octubre de 2021;88.426
Todas las edades;42 Soria;Total;1 de julio de 2021;88.399
Todas las edades;42 Soria;Total;1 de abril de 2021;88.648
Todas las edades;42 Soria;Total;1 de enero de 2021;88.796
Todas las edades;42 Soria;Total;1 de octubre de 2020;""
Todas las edades;42 Soria;Total;1 de julio de 2020;88.755
Todas las edades;42 Soria;Total;1 de abril de 2020;""
Todas las edades;42 Soria;Total;1 de enero de 2020;89.302
Todas las edades;42 Soria;Total;1 de octubre de 2019;""
Todas las edades;42 Soria;Total;1 de julio de 2019;89.024
Todas las edades;42 Soria;Total;1 de abril de 2019;""
Todas las edades;42 Soria;Total;1 de enero de 2019;89.008
Todas las edades;42 Soria;Total;1 de octubre de 2018;""
Todas las edades;42 Soria;Total;1 de julio de 2018;88.947
Todas las edades;42 Soria;Total;1 de abril de 2018;""
Todas las edades;42 Soria;Total;1 de enero de 2018;89.329
Todas las edades;42 Soria;Total;1 de octubre de 2017;""
Todas las edades;42 Soria;Total;1 de julio de 2017;89.293
Todas las edades;42 Soria;Total;1 de abril de 2017;""
Todas las edades;42 Soria;Total;1 de enero de 2017;89.614
Todas las edades;42 Soria;Total;1 de octubre de 2016;""
Todas las edades;42 Soria;Total;1 de julio de 2016;89.941
Todas las edades;42 Soria;Total;1 de abril de 2016;""
Todas las edades;42 Soria;Total;1 de enero de 2016;90.460
Todas las edades;42 Soria;Total;1 de octubre de 2015;""
Todas las edades;42 Soria;Total;1 de julio de 2015;90.804
Todas las edades;42 Soria;Total;1 de abril de 2015;""
Todas las edades;42 Soria;Total;1 de enero de 2015;91.454
Todas las edades;42 Soria;Total;1 de octubre de 2014;""
Todas las edades;42 Soria;Total;1 de julio de 2014;91.846
Todas las edades;42 Soria;Total;1 de abril de 2014;""
Todas las edades;42 Soria;Total;1 de enero de 2014;92.374
Todas las edades;42 Soria;Total;1 de octubre de 2013;""
Todas las edades;42 Soria;Total;1 de julio de 2013;92.776
Todas las edades;42 Soria;Total;1 de abril de 2013;""
Todas las edades;42 Soria;Total;1 de enero de 2013;93.373
Todas las edades;42 Soria;Total;1 de octubre de 2012;""
Todas las edades;42 Soria;Total;1 de julio de 2012;93.907
Todas las edades;42 Soria;Total;1 de abril de 2012;""
Todas las edades;42 Soria;Total;1 de enero de 2012;94.463
Todas las edades;42 Soria;Total;1 de octubre de 2011;""
Todas las edades;42 Soria;Total;1 de julio de 2011;94.674
Todas las edades;42 Soria;Total;1 de abril de 2011;""
Todas las edades;42 Soria;Total;1 de enero de 2011;94.898
Todas las edades;42 Soria;Total;1 de octubre de 2010;""
Todas las edades;42 Soria;Total;1 de julio de 2010;94.886
Todas las edades;42 Soria;Total;1 de abril de 2010;""
Todas las edades;42 Soria;Total;1 de enero de 2010;94.987
Todas las edades;42 Soria;Total;1 de octubre de 2009;""
Todas las edades;42 Soria;Total;1 de julio de 2009;94.705
Todas las edades;42 Soria;Total;1 de abril de 2009;""
Todas las edades;42 Soria;Total;1 de enero de 2009;94.738
Todas las edades;42 Soria;Total;1 de octubre de 2008;""
Todas las edades;42 Soria;Total;1 de julio de 2008;94.714
Todas las edades;42 Soria;Total;1 de abril de 2008;""
Todas las edades;42 Soria;Total;1 de enero de 2008;94.470
Todas las edades;42 Soria;Total;1 de octubre de 2007;""
Todas las edades;42 Soria;Total;1 de julio de 2007;93.855
Todas las edades;42 Soria;Total;1 de abril de 2007;""
Todas las edades;42 Soria;Total;1 de enero de 2007;93.430
Todas las edades;42 Soria;Total;1 de octubre de 2006;""
Todas las edades;42 Soria;Total;1 de julio de 2006;92.931
Todas las edades;42 Soria;Total;1 de abril de 2006;""
Todas las edades;42 Soria;Total;1 de enero de 2006;92.736
Todas las edades;42 Soria;Total;1 de octubre de 2005;""
Todas las edades;42 Soria;Total;1 de julio de 2005;92.441
Todas las edades;42 Soria;Total;1 de abril de 2005;""
Todas las edades;42 Soria;Total;1 de enero de 2005;92.265
Todas las edades;43 Tarragona;Total;1 de enero de 2023;848.592
Todas las edades;43 Tarragona;Total;1 de octubre de 2022;843.831
Todas las edades;43 Tarragona;Total;1 de julio de 2022;838.842
Todas las edades;43 Tarragona;Total;1 de abril de 2022;834.628
Todas las edades;43 Tarragona;Total;1 de enero de 2022;830.906
Todas las edades;43 Tarragona;Total;1 de octubre de 2021;828.766
Todas las edades;43 Tarragona;Total;1 de julio de 2021;825.045
Todas las edades;43 Tarragona;Total;1 de abril de 2021;823.872
Todas las edades;43 Tarragona;Total;1 de enero de 2021;823.435
Todas las edades;43 Tarragona;Total;1 de octubre de 2020;""
Todas las edades;43 Tarragona;Total;1 de julio de 2020;818.134
Todas las edades;43 Tarragona;Total;1 de abril de 2020;""
Todas las edades;43 Tarragona;Total;1 de enero de 2020;815.746
Todas las edades;43 Tarragona;Total;1 de octubre de 2019;""
Todas las edades;43 Tarragona;Total;1 de julio de 2019;808.671
Todas las edades;43 Tarragona;Total;1 de abril de 2019;""
Todas las edades;43 Tarragona;Total;1 de enero de 2019;803.528
Todas las edades;43 Tarragona;Total;1 de octubre de 2018;""
Todas las edades;43 Tarragona;Total;1 de julio de 2018;798.437
Todas las edades;43 Tarragona;Total;1 de abril de 2018;""
Todas las edades;43 Tarragona;Total;1 de enero de 2018;795.919
Todas las edades;43 Tarragona;Total;1 de octubre de 2017;""
Todas las edades;43 Tarragona;Total;1 de julio de 2017;793.087
Todas las edades;43 Tarragona;Total;1 de abril de 2017;""
Todas las edades;43 Tarragona;Total;1 de enero de 2017;793.077
Todas las edades;43 Tarragona;Total;1 de octubre de 2016;""
Todas las edades;43 Tarragona;Total;1 de julio de 2016;792.168
Todas las edades;43 Tarragona;Total;1 de abril de 2016;""
Todas las edades;43 Tarragona;Total;1 de enero de 2016;792.163
Todas las edades;43 Tarragona;Total;1 de octubre de 2015;""
Todas las edades;43 Tarragona;Total;1 de julio de 2015;791.989
Todas las edades;43 Tarragona;Total;1 de abril de 2015;""
Todas las edades;43 Tarragona;Total;1 de enero de 2015;793.272
Todas las edades;43 Tarragona;Total;1 de octubre de 2014;""
Todas las edades;43 Tarragona;Total;1 de julio de 2014;793.633
Todas las edades;43 Tarragona;Total;1 de abril de 2014;""
Todas las edades;43 Tarragona;Total;1 de enero de 2014;795.485
Todas las edades;43 Tarragona;Total;1 de octubre de 2013;""
Todas las edades;43 Tarragona;Total;1 de julio de 2013;798.667
Todas las edades;43 Tarragona;Total;1 de abril de 2013;""
Todas las edades;43 Tarragona;Total;1 de enero de 2013;802.724
Todas las edades;43 Tarragona;Total;1 de octubre de 2012;""
Todas las edades;43 Tarragona;Total;1 de julio de 2012;804.653
Todas las edades;43 Tarragona;Total;1 de abril de 2012;""
Todas las edades;43 Tarragona;Total;1 de enero de 2012;806.904
Todas las edades;43 Tarragona;Total;1 de octubre de 2011;""
Todas las edades;43 Tarragona;Total;1 de julio de 2011;805.365
Todas las edades;43 Tarragona;Total;1 de abril de 2011;""
Todas las edades;43 Tarragona;Total;1 de enero de 2011;803.859
Todas las edades;43 Tarragona;Total;1 de octubre de 2010;""
Todas las edades;43 Tarragona;Total;1 de julio de 2010;800.618
Todas las edades;43 Tarragona;Total;1 de abril de 2010;""
Todas las edades;43 Tarragona;Total;1 de enero de 2010;798.818
Todas las edades;43 Tarragona;Total;1 de octubre de 2009;""
Todas las edades;43 Tarragona;Total;1 de julio de 2009;796.357
Todas las edades;43 Tarragona;Total;1 de abril de 2009;""
Todas las edades;43 Tarragona;Total;1 de enero de 2009;793.983
Todas las edades;43 Tarragona;Total;1 de octubre de 2008;""
Todas las edades;43 Tarragona;Total;1 de julio de 2008;788.132
Todas las edades;43 Tarragona;Total;1 de abril de 2008;""
Todas las edades;43 Tarragona;Total;1 de enero de 2008;780.209
Todas las edades;43 Tarragona;Total;1 de octubre de 2007;""
Todas las edades;43 Tarragona;Total;1 de julio de 2007;765.170
Todas las edades;43 Tarragona;Total;1 de abril de 2007;""
Todas las edades;43 Tarragona;Total;1 de enero de 2007;749.156
Todas las edades;43 Tarragona;Total;1 de octubre de 2006;""
Todas las edades;43 Tarragona;Total;1 de julio de 2006;733.363
Todas las edades;43 Tarragona;Total;1 de abril de 2006;""
Todas las edades;43 Tarragona;Total;1 de enero de 2006;718.448
Todas las edades;43 Tarragona;Total;1 de octubre de 2005;""
Todas las edades;43 Tarragona;Total;1 de julio de 2005;703.579
Todas las edades;43 Tarragona;Total;1 de abril de 2005;""
Todas las edades;43 Tarragona;Total;1 de enero de 2005;689.266
Todas las edades;44 Teruel;Total;1 de enero de 2023;135.046
Todas las edades;44 Teruel;Total;1 de octubre de 2022;134.866
Todas las edades;44 Teruel;Total;1 de julio de 2022;134.576
Todas las edades;44 Teruel;Total;1 de abril de 2022;134.190
Todas las edades;44 Teruel;Total;1 de enero de 2022;134.132
Todas las edades;44 Teruel;Total;1 de octubre de 2021;134.025
Todas las edades;44 Teruel;Total;1 de julio de 2021;133.977
Todas las edades;44 Teruel;Total;1 de abril de 2021;134.052
Todas las edades;44 Teruel;Total;1 de enero de 2021;134.259
Todas las edades;44 Teruel;Total;1 de octubre de 2020;""
Todas las edades;44 Teruel;Total;1 de julio de 2020;133.975
Todas las edades;44 Teruel;Total;1 de abril de 2020;""
Todas las edades;44 Teruel;Total;1 de enero de 2020;134.085
Todas las edades;44 Teruel;Total;1 de octubre de 2019;""
Todas las edades;44 Teruel;Total;1 de julio de 2019;133.848
Todas las edades;44 Teruel;Total;1 de abril de 2019;""
Todas las edades;44 Teruel;Total;1 de enero de 2019;134.025
Todas las edades;44 Teruel;Total;1 de octubre de 2018;""
Todas las edades;44 Teruel;Total;1 de julio de 2018;133.962
Todas las edades;44 Teruel;Total;1 de abril de 2018;""
Todas las edades;44 Teruel;Total;1 de enero de 2018;134.449
Todas las edades;44 Teruel;Total;1 de octubre de 2017;""
Todas las edades;44 Teruel;Total;1 de julio de 2017;134.648
Todas las edades;44 Teruel;Total;1 de abril de 2017;""
Todas las edades;44 Teruel;Total;1 de enero de 2017;135.324
Todas las edades;44 Teruel;Total;1 de octubre de 2016;""
Todas las edades;44 Teruel;Total;1 de julio de 2016;135.720
Todas las edades;44 Teruel;Total;1 de abril de 2016;""
Todas las edades;44 Teruel;Total;1 de enero de 2016;136.377
Todas las edades;44 Teruel;Total;1 de octubre de 2015;""
Todas las edades;44 Teruel;Total;1 de julio de 2015;136.910
Todas las edades;44 Teruel;Total;1 de abril de 2015;""
Todas las edades;44 Teruel;Total;1 de enero de 2015;137.871
Todas las edades;44 Teruel;Total;1 de octubre de 2014;""
