Edad simple;Provincias;Sexo;Periodo;Total
Todas las edades;10 Cáceres;Total;1 de enero de 2013;410.135
Todas las edades;10 Cáceres;Total;1 de octubre de 2012;""
Todas las edades;10 Cáceres;Total;1 de julio de 2012;411.099
Todas las edades;10 Cáceres;Total;1 de abril de 2012;""
Todas las edades;10 Cáceres;Total;1 de enero de 2012;412.501
Todas las edades;10 Cáceres;Total;1 de octubre de 2011;""
Todas las edades;10 Cáceres;Total;1 de julio de 2011;412.593
Todas las edades;10 Cáceres;Total;1 de abril de 2011;""
Todas las edades;10 Cáceres;Total;1 de enero de 2011;412.397
Todas las edades;10 Cáceres;Total;1 de octubre de 2010;""
Todas las edades;10 Cáceres;Total;1 de julio de 2010;411.835
Todas las edades;10 Cáceres;Total;1 de abril de 2010;""
Todas las edades;10 Cáceres;Total;1 de enero de 2010;411.860
Todas las edades;10 Cáceres;Total;1 de octubre de 2009;""
Todas las edades;10 Cáceres;Total;1 de julio de 2009;411.117
Todas las edades;10 Cáceres;Total;1 de abril de 2009;""
Todas las edades;10 Cáceres;Total;1 de enero de 2009;410.300
Todas las edades;10 Cáceres;Total;1 de octubre de 2008;""
Todas las edades;10 Cáceres;Total;1 de julio de 2008;409.296
Todas las edades;10 Cáceres;Total;1 de abril de 2008;""
Todas las edades;10 Cáceres;Total;1 de enero de 2008;408.975
Todas las edades;10 Cáceres;Total;1 de octubre de 2007;""
Todas las edades;10 Cáceres;Total;1 de julio de 2007;408.536
Todas las edades;10 Cáceres;Total;1 de abril de 2007;""
Todas las edades;10 Cáceres;Total;1 de enero de 2007;407.706
Todas las edades;10 Cáceres;Total;1 de octubre de 2006;""
Todas las edades;10 Cáceres;Total;1 de julio de 2006;406.611
Todas las edades;10 Cáceres;Total;1 de abril de 2006;""
Todas las edades;10 Cáceres;Total;1 de enero de 2006;406.420
Todas las edades;10 Cáceres;Total;1 de octubre de 2005;""
Todas las edades;10 Cáceres;Total;1 de julio de 2005;405.811
Todas las edades;10 Cáceres;Total;1 de abril de 2005;""
Todas las edades;10 Cáceres;Total;1 de enero de 2005;405.687
Todas las edades;11 Cádiz;Total;1 de enero de 2023;1.254.866
Todas las edades;11 Cádiz;Total;1 de octubre de 2022;1.254.032
Todas las edades;11 Cádiz;Total;1 de julio de 2022;1.252.154
Todas las edades;11 Cádiz;Total;1 de abril de 2022;1.250.832
Todas las edades;11 Cádiz;Total;1 de enero de 2022;1.250.545
Todas las edades;11 Cádiz;Total;1 de octubre de 2021;1.250.363
Todas las edades;11 Cádiz;Total;1 de julio de 2021;1.249.222
Todas las edades;11 Cádiz;Total;1 de abril de 2021;1.248.844
Todas las edades;11 Cádiz;Total;1 de enero de 2021;1.249.873
Todas las edades;11 Cádiz;Total;1 de octubre de 2020;""
Todas las edades;11 Cádiz;Total;1 de julio de 2020;1.247.258
Todas las edades;11 Cádiz;Total;1 de abril de 2020;""
Todas las edades;11 Cádiz;Total;1 de enero de 2020;1.247.160
Todas las edades;11 Cádiz;Total;1 de octubre de 2019;""
Todas las edades;11 Cádiz;Total;1 de julio de 2019;1.244.336
Todas las edades;11 Cádiz;Total;1 de abril de 2019;""
Todas las edades;11 Cádiz;Total;1 de enero de 2019;1.243.186
Todas las edades;11 Cádiz;Total;1 de octubre de 2018;""
Todas las edades;11 Cádiz;Total;1 de julio de 2018;1.242.448
Todas las edades;11 Cádiz;Total;1 de abril de 2018;""
Todas las edades;11 Cádiz;Total;1 de enero de 2018;1.243.737
Todas las edades;11 Cádiz;Total;1 de octubre de 2017;""
Todas las edades;11 Cádiz;Total;1 de julio de 2017;1.243.226
Todas las edades;11 Cádiz;Total;1 de abril de 2017;""
Todas las edades;11 Cádiz;Total;1 de enero de 2017;1.244.090
Todas las edades;11 Cádiz;Total;1 de octubre de 2016;""
Todas las edades;11 Cádiz;Total;1 de julio de 2016;1.243.999
Todas las edades;11 Cádiz;Total;1 de abril de 2016;""
Todas las edades;11 Cádiz;Total;1 de enero de 2016;1.244.475
Todas las edades;11 Cádiz;Total;1 de octubre de 2015;""
Todas las edades;11 Cádiz;Total;1 de julio de 2015;1.244.378
Todas las edades;11 Cádiz;Total;1 de abril de 2015;""
Todas las edades;11 Cádiz;Total;1 de enero de 2015;1.245.567
Todas las edades;11 Cádiz;Total;1 de octubre de 2014;""
Todas las edades;11 Cádiz;Total;1 de julio de 2014;1.245.180
Todas las edades;11 Cádiz;Total;1 de abril de 2014;""
Todas las edades;11 Cádiz;Total;1 de enero de 2014;1.245.504
Todas las edades;11 Cádiz;Total;1 de octubre de 2013;""
Todas las edades;11 Cádiz;Total;1 de julio de 2013;1.245.570
Todas las edades;11 Cádiz;Total;1 de abril de 2013;""
Todas las edades;11 Cádiz;Total;1 de enero de 2013;1.246.384
Todas las edades;11 Cádiz;Total;1 de octubre de 2012;""
Todas las edades;11 Cádiz;Total;1 de julio de 2012;1.244.921
Todas las edades;11 Cádiz;Total;1 de abril de 2012;""
Todas las edades;11 Cádiz;Total;1 de enero de 2012;1.245.363
Todas las edades;11 Cádiz;Total;1 de octubre de 2011;""
Todas las edades;11 Cádiz;Total;1 de julio de 2011;1.242.290
Todas las edades;11 Cádiz;Total;1 de abril de 2011;""
Todas las edades;11 Cádiz;Total;1 de enero de 2011;1.238.923
Todas las edades;11 Cádiz;Total;1 de octubre de 2010;""
Todas las edades;11 Cádiz;Total;1 de julio de 2010;1.234.074
Todas las edades;11 Cádiz;Total;1 de abril de 2010;""
Todas las edades;11 Cádiz;Total;1 de enero de 2010;1.229.844
Todas las edades;11 Cádiz;Total;1 de octubre de 2009;""
Todas las edades;11 Cádiz;Total;1 de julio de 2009;1.225.259
Todas las edades;11 Cádiz;Total;1 de abril de 2009;""
Todas las edades;11 Cádiz;Total;1 de enero de 2009;1.221.024
Todas las edades;11 Cádiz;Total;1 de octubre de 2008;""
Todas las edades;11 Cádiz;Total;1 de julio de 2008;1.215.173
Todas las edades;11 Cádiz;Total;1 de abril de 2008;""
Todas las edades;11 Cádiz;Total;1 de enero de 2008;1.209.067
Todas las edades;11 Cádiz;Total;1 de octubre de 2007;""
Todas las edades;11 Cádiz;Total;1 de julio de 2007;1.201.290
Todas las edades;11 Cádiz;Total;1 de abril de 2007;""
Todas las edades;11 Cádiz;Total;1 de enero de 2007;1.193.632
Todas las edades;11 Cádiz;Total;1 de octubre de 2006;""
Todas las edades;11 Cádiz;Total;1 de julio de 2006;1.184.864
Todas las edades;11 Cádiz;Total;1 de abril de 2006;""
Todas las edades;11 Cádiz;Total;1 de enero de 2006;1.176.671
Todas las edades;11 Cádiz;Total;1 de octubre de 2005;""
Todas las edades;11 Cádiz;Total;1 de julio de 2005;1.168.216
Todas las edades;11 Cádiz;Total;1 de abril de 2005;""
Todas las edades;11 Cádiz;Total;1 de enero de 2005;1.160.689
Todas las edades;39 Cantabria;Total;1 de enero de 2023;588.387
Todas las edades;39 Cantabria;Total;1 de octubre de 2022;587.527
Todas las edades;39 Cantabria;Total;1 de julio de 2022;586.319
Todas las edades;39 Cantabria;Total;1 de abril de 2022;585.451
Todas las edades;39 Cantabria;Total;1 de enero de 2022;585.450
Todas las edades;39 Cantabria;Total;1 de octubre de 2021;585.400
Todas las edades;39 Cantabria;Total;1 de julio de 2021;584.569
Todas las edades;39 Cantabria;Total;1 de abril de 2021;584.705
Todas las edades;39 Cantabria;Total;1 de enero de 2021;584.708
Todas las edades;39 Cantabria;Total;1 de octubre de 2020;""
Todas las edades;39 Cantabria;Total;1 de julio de 2020;583.107
Todas las edades;39 Cantabria;Total;1 de abril de 2020;""
Todas las edades;39 Cantabria;Total;1 de enero de 2020;583.011
Todas las edades;39 Cantabria;Total;1 de octubre de 2019;""
Todas las edades;39 Cantabria;Total;1 de julio de 2019;582.260
Todas las edades;39 Cantabria;Total;1 de abril de 2019;""
Todas las edades;39 Cantabria;Total;1 de enero de 2019;581.989
Todas las edades;39 Cantabria;Total;1 de octubre de 2018;""
Todas las edades;39 Cantabria;Total;1 de julio de 2018;581.227
Todas las edades;39 Cantabria;Total;1 de abril de 2018;""
Todas las edades;39 Cantabria;Total;1 de enero de 2018;581.533
Todas las edades;39 Cantabria;Total;1 de octubre de 2017;""
Todas las edades;39 Cantabria;Total;1 de julio de 2017;581.027
Todas las edades;39 Cantabria;Total;1 de abril de 2017;""
Todas las edades;39 Cantabria;Total;1 de enero de 2017;581.421
Todas las edades;39 Cantabria;Total;1 de octubre de 2016;""
Todas las edades;39 Cantabria;Total;1 de julio de 2016;581.446
Todas las edades;39 Cantabria;Total;1 de abril de 2016;""
Todas las edades;39 Cantabria;Total;1 de enero de 2016;582.494
Todas las edades;39 Cantabria;Total;1 de octubre de 2015;""
Todas las edades;39 Cantabria;Total;1 de julio de 2015;583.437
Todas las edades;39 Cantabria;Total;1 de abril de 2015;""
Todas las edades;39 Cantabria;Total;1 de enero de 2015;585.184
Todas las edades;39 Cantabria;Total;1 de octubre de 2014;""
Todas las edades;39 Cantabria;Total;1 de julio de 2014;586.041
Todas las edades;39 Cantabria;Total;1 de abril de 2014;""
Todas las edades;39 Cantabria;Total;1 de enero de 2014;587.491
Todas las edades;39 Cantabria;Total;1 de octubre de 2013;""
Todas las edades;39 Cantabria;Total;1 de julio de 2013;588.408
Todas las edades;39 Cantabria;Total;1 de abril de 2013;""
Todas las edades;39 Cantabria;Total;1 de enero de 2013;589.789
Todas las edades;39 Cantabria;Total;1 de octubre de 2012;""
Todas las edades;39 Cantabria;Total;1 de julio de 2012;590.821
Todas las edades;39 Cantabria;Total;1 de abril de 2012;""
Todas las edades;39 Cantabria;Total;1 de enero de 2012;592.387
Todas las edades;39 Cantabria;Total;1 de octubre de 2011;""
Todas las edades;39 Cantabria;Total;1 de julio de 2011;591.564
Todas las edades;39 Cantabria;Total;1 de abril de 2011;""
Todas las edades;39 Cantabria;Total;1 de enero de 2011;590.874
Todas las edades;39 Cantabria;Total;1 de octubre de 2010;""
Todas las edades;39 Cantabria;Total;1 de julio de 2010;589.603
Todas las edades;39 Cantabria;Total;1 de abril de 2010;""
Todas las edades;39 Cantabria;Total;1 de enero de 2010;588.518
Todas las edades;39 Cantabria;Total;1 de octubre de 2009;""
Todas las edades;39 Cantabria;Total;1 de julio de 2009;586.778
Todas las edades;39 Cantabria;Total;1 de abril de 2009;""
Todas las edades;39 Cantabria;Total;1 de enero de 2009;584.655
Todas las edades;39 Cantabria;Total;1 de octubre de 2008;""
Todas las edades;39 Cantabria;Total;1 de julio de 2008;581.160
Todas las edades;39 Cantabria;Total;1 de abril de 2008;""
Todas las edades;39 Cantabria;Total;1 de enero de 2008;577.266
Todas las edades;39 Cantabria;Total;1 de octubre de 2007;""
Todas las edades;39 Cantabria;Total;1 de julio de 2007;572.557
Todas las edades;39 Cantabria;Total;1 de abril de 2007;""
Todas las edades;39 Cantabria;Total;1 de enero de 2007;568.190
Todas las edades;39 Cantabria;Total;1 de octubre de 2006;""
Todas las edades;39 Cantabria;Total;1 de julio de 2006;564.188
Todas las edades;39 Cantabria;Total;1 de abril de 2006;""
Todas las edades;39 Cantabria;Total;1 de enero de 2006;561.042
Todas las edades;39 Cantabria;Total;1 de octubre de 2005;""
Todas las edades;39 Cantabria;Total;1 de julio de 2005;557.962
Todas las edades;39 Cantabria;Total;1 de abril de 2005;""
Todas las edades;39 Cantabria;Total;1 de enero de 2005;554.690
Todas las edades;12 Castellón/Castelló;Total;1 de enero de 2023;604.086
Todas las edades;12 Castellón/Castelló;Total;1 de octubre de 2022;601.127
Todas las edades;12 Castellón/Castelló;Total;1 de julio de 2022;597.509
Todas las edades;12 Castellón/Castelló;Total;1 de abril de 2022;593.956
Todas las edades;12 Castellón/Castelló;Total;1 de enero de 2022;591.300
Todas las edades;12 Castellón/Castelló;Total;1 de octubre de 2021;590.129
Todas las edades;12 Castellón/Castelló;Total;1 de julio de 2021;587.998
Todas las edades;12 Castellón/Castelló;Total;1 de abril de 2021;587.716
Todas las edades;12 Castellón/Castelló;Total;1 de enero de 2021;587.632
Todas las edades;12 Castellón/Castelló;Total;1 de octubre de 2020;""
Todas las edades;12 Castellón/Castelló;Total;1 de julio de 2020;585.426
Todas las edades;12 Castellón/Castelló;Total;1 de abril de 2020;""
Todas las edades;12 Castellón/Castelló;Total;1 de enero de 2020;584.201
Todas las edades;12 Castellón/Castelló;Total;1 de octubre de 2019;""
Todas las edades;12 Castellón/Castelló;Total;1 de julio de 2019;581.533
Todas las edades;12 Castellón/Castelló;Total;1 de abril de 2019;""
Todas las edades;12 Castellón/Castelló;Total;1 de enero de 2019;579.592
Todas las edades;12 Castellón/Castelló;Total;1 de octubre de 2018;""
Todas las edades;12 Castellón/Castelló;Total;1 de julio de 2018;576.647
Todas las edades;12 Castellón/Castelló;Total;1 de abril de 2018;""
Todas las edades;12 Castellón/Castelló;Total;1 de enero de 2018;576.342
Todas las edades;12 Castellón/Castelló;Total;1 de octubre de 2017;""
Todas las edades;12 Castellón/Castelló;Total;1 de julio de 2017;574.523
Todas las edades;12 Castellón/Castelló;Total;1 de abril de 2017;""
Todas las edades;12 Castellón/Castelló;Total;1 de enero de 2017;575.433
Todas las edades;12 Castellón/Castelló;Total;1 de octubre de 2016;""
Todas las edades;12 Castellón/Castelló;Total;1 de julio de 2016;574.800
Todas las edades;12 Castellón/Castelló;Total;1 de abril de 2016;""
Todas las edades;12 Castellón/Castelló;Total;1 de enero de 2016;575.546
Todas las edades;12 Castellón/Castelló;Total;1 de octubre de 2015;""
Todas las edades;12 Castellón/Castelló;Total;1 de julio de 2015;575.988
Todas las edades;12 Castellón/Castelló;Total;1 de abril de 2015;""
Todas las edades;12 Castellón/Castelló;Total;1 de enero de 2015;577.738
Todas las edades;12 Castellón/Castelló;Total;1 de octubre de 2014;""
Todas las edades;12 Castellón/Castelló;Total;1 de julio de 2014;578.194
Todas las edades;12 Castellón/Castelló;Total;1 de abril de 2014;""
Todas las edades;12 Castellón/Castelló;Total;1 de enero de 2014;580.349
Todas las edades;12 Castellón/Castelló;Total;1 de octubre de 2013;""
Todas las edades;12 Castellón/Castelló;Total;1 de julio de 2013;583.074
Todas las edades;12 Castellón/Castelló;Total;1 de abril de 2013;""
Todas las edades;12 Castellón/Castelló;Total;1 de enero de 2013;586.696
Todas las edades;12 Castellón/Castelló;Total;1 de octubre de 2012;""
Todas las edades;12 Castellón/Castelló;Total;1 de julio de 2012;590.114
Todas las edades;12 Castellón/Castelló;Total;1 de abril de 2012;""
Todas las edades;12 Castellón/Castelló;Total;1 de enero de 2012;593.924
Todas las edades;12 Castellón/Castelló;Total;1 de octubre de 2011;""
Todas las edades;12 Castellón/Castelló;Total;1 de julio de 2011;594.524
Todas las edades;12 Castellón/Castelló;Total;1 de abril de 2011;""
Todas las edades;12 Castellón/Castelló;Total;1 de enero de 2011;595.574
Todas las edades;12 Castellón/Castelló;Total;1 de octubre de 2010;""
Todas las edades;12 Castellón/Castelló;Total;1 de julio de 2010;595.086
Todas las edades;12 Castellón/Castelló;Total;1 de abril de 2010;""
Todas las edades;12 Castellón/Castelló;Total;1 de enero de 2010;595.853
Todas las edades;12 Castellón/Castelló;Total;1 de octubre de 2009;""
Todas las edades;12 Castellón/Castelló;Total;1 de julio de 2009;595.415
Todas las edades;12 Castellón/Castelló;Total;1 de abril de 2009;""
Todas las edades;12 Castellón/Castelló;Total;1 de enero de 2009;594.737
Todas las edades;12 Castellón/Castelló;Total;1 de octubre de 2008;""
Todas las edades;12 Castellón/Castelló;Total;1 de julio de 2008;592.164
Todas las edades;12 Castellón/Castelló;Total;1 de abril de 2008;""
Todas las edades;12 Castellón/Castelló;Total;1 de enero de 2008;588.015
Todas las edades;12 Castellón/Castelló;Total;1 de octubre de 2007;""
Todas las edades;12 Castellón/Castelló;Total;1 de julio de 2007;578.042
Todas las edades;12 Castellón/Castelló;Total;1 de abril de 2007;""
Todas las edades;12 Castellón/Castelló;Total;1 de enero de 2007;567.548
Todas las edades;12 Castellón/Castelló;Total;1 de octubre de 2006;""
Todas las edades;12 Castellón/Castelló;Total;1 de julio de 2006;556.560
Todas las edades;12 Castellón/Castelló;Total;1 de abril de 2006;""
Todas las edades;12 Castellón/Castelló;Total;1 de enero de 2006;548.375
Todas las edades;12 Castellón/Castelló;Total;1 de octubre de 2005;""
Todas las edades;12 Castellón/Castelló;Total;1 de julio de 2005;540.413
Todas las edades;12 Castellón/Castelló;Total;1 de abril de 2005;""
Todas las edades;12 Castellón/Castelló;Total;1 de enero de 2005;533.625
Todas las edades;13 Ciudad Real;Total;1 de enero de 2023;491.927
Todas las edades;13 Ciudad Real;Total;1 de octubre de 2022;491.600
Todas las edades;13 Ciudad Real;Total;1 de julio de 2022;491.294
Todas las edades;13 Ciudad Real;Total;1 de abril de 2022;490.745
Todas las edades;13 Ciudad Real;Total;1 de enero de 2022;490.950
Todas las edades;13 Ciudad Real;Total;1 de octubre de 2021;491.175
Todas las edades;13 Ciudad Real;Total;1 de julio de 2021;491.283
Todas las edades;13 Ciudad Real;Total;1 de abril de 2021;491.824
Todas las edades;13 Ciudad Real;Total;1 de enero de 2021;492.900
Todas las edades;13 Ciudad Real;Total;1 de octubre de 2020;""
Todas las edades;13 Ciudad Real;Total;1 de julio de 2020;492.395
Todas las edades;13 Ciudad Real;Total;1 de abril de 2020;""
Todas las edades;13 Ciudad Real;Total;1 de enero de 2020;494.817
Todas las edades;13 Ciudad Real;Total;1 de octubre de 2019;""
Todas las edades;13 Ciudad Real;Total;1 de julio de 2019;494.784
Todas las edades;13 Ciudad Real;Total;1 de abril de 2019;""
Todas las edades;13 Ciudad Real;Total;1 de enero de 2019;495.686
Todas las edades;13 Ciudad Real;Total;1 de octubre de 2018;""
Todas las edades;13 Ciudad Real;Total;1 de julio de 2018;496.341
Todas las edades;13 Ciudad Real;Total;1 de abril de 2018;""
Todas las edades;13 Ciudad Real;Total;1 de enero de 2018;499.168
Todas las edades;13 Ciudad Real;Total;1 de octubre de 2017;""
Todas las edades;13 Ciudad Real;Total;1 de julio de 2017;500.741
Todas las edades;13 Ciudad Real;Total;1 de abril de 2017;""
Todas las edades;13 Ciudad Real;Total;1 de enero de 2017;504.403
Todas las edades;13 Ciudad Real;Total;1 de octubre de 2016;""
Todas las edades;13 Ciudad Real;Total;1 de julio de 2016;506.257
Todas las edades;13 Ciudad Real;Total;1 de abril de 2016;""
Todas las edades;13 Ciudad Real;Total;1 de enero de 2016;508.629
Todas las edades;13 Ciudad Real;Total;1 de octubre de 2015;""
Todas las edades;13 Ciudad Real;Total;1 de julio de 2015;511.086
Todas las edades;13 Ciudad Real;Total;1 de abril de 2015;""
Todas las edades;13 Ciudad Real;Total;1 de enero de 2015;514.152
Todas las edades;13 Ciudad Real;Total;1 de octubre de 2014;""
Todas las edades;13 Ciudad Real;Total;1 de julio de 2014;516.005
Todas las edades;13 Ciudad Real;Total;1 de abril de 2014;""
Todas las edades;13 Ciudad Real;Total;1 de enero de 2014;518.032
Todas las edades;13 Ciudad Real;Total;1 de octubre de 2013;""
Todas las edades;13 Ciudad Real;Total;1 de julio de 2013;520.228
Todas las edades;13 Ciudad Real;Total;1 de abril de 2013;""
Todas las edades;13 Ciudad Real;Total;1 de enero de 2013;522.634
Todas las edades;13 Ciudad Real;Total;1 de octubre de 2012;""
Todas las edades;13 Ciudad Real;Total;1 de julio de 2012;524.005
Todas las edades;13 Ciudad Real;Total;1 de abril de 2012;""
Todas las edades;13 Ciudad Real;Total;1 de enero de 2012;526.281
Todas las edades;13 Ciudad Real;Total;1 de octubre de 2011;""
Todas las edades;13 Ciudad Real;Total;1 de julio de 2011;526.269
Todas las edades;13 Ciudad Real;Total;1 de abril de 2011;""
Todas las edades;13 Ciudad Real;Total;1 de enero de 2011;526.166
Todas las edades;13 Ciudad Real;Total;1 de octubre de 2010;""
Todas las edades;13 Ciudad Real;Total;1 de julio de 2010;525.418
Todas las edades;13 Ciudad Real;Total;1 de abril de 2010;""
Todas las edades;13 Ciudad Real;Total;1 de enero de 2010;525.459
Todas las edades;13 Ciudad Real;Total;1 de octubre de 2009;""
Todas las edades;13 Ciudad Real;Total;1 de julio de 2009;524.750
Todas las edades;13 Ciudad Real;Total;1 de abril de 2009;""
Todas las edades;13 Ciudad Real;Total;1 de enero de 2009;523.964
Todas las edades;13 Ciudad Real;Total;1 de octubre de 2008;""
Todas las edades;13 Ciudad Real;Total;1 de julio de 2008;521.681
Todas las edades;13 Ciudad Real;Total;1 de abril de 2008;""
Todas las edades;13 Ciudad Real;Total;1 de enero de 2008;519.759
Todas las edades;13 Ciudad Real;Total;1 de octubre de 2007;""
Todas las edades;13 Ciudad Real;Total;1 de julio de 2007;514.761
Todas las edades;13 Ciudad Real;Total;1 de abril de 2007;""
Todas las edades;13 Ciudad Real;Total;1 de enero de 2007;509.228
Todas las edades;13 Ciudad Real;Total;1 de octubre de 2006;""
Todas las edades;13 Ciudad Real;Total;1 de julio de 2006;504.642
Todas las edades;13 Ciudad Real;Total;1 de abril de 2006;""
Todas las edades;13 Ciudad Real;Total;1 de enero de 2006;500.916
Todas las edades;13 Ciudad Real;Total;1 de octubre de 2005;""
Todas las edades;13 Ciudad Real;Total;1 de julio de 2005;497.390
Todas las edades;13 Ciudad Real;Total;1 de abril de 2005;""
Todas las edades;13 Ciudad Real;Total;1 de enero de 2005;494.021
Todas las edades;14 Córdoba;Total;1 de enero de 2023;775.002
Todas las edades;14 Córdoba;Total;1 de octubre de 2022;774.217
Todas las edades;14 Córdoba;Total;1 de julio de 2022;774.031
Todas las edades;14 Córdoba;Total;1 de abril de 2022;774.259
Todas las edades;14 Córdoba;Total;1 de enero de 2022;775.110
Todas las edades;14 Córdoba;Total;1 de octubre de 2021;774.843
Todas las edades;14 Córdoba;Total;1 de julio de 2021;775.621
Todas las edades;14 Córdoba;Total;1 de abril de 2021;776.324
Todas las edades;14 Córdoba;Total;1 de enero de 2021;777.622
Todas las edades;14 Córdoba;Total;1 de octubre de 2020;""
Todas las edades;14 Córdoba;Total;1 de julio de 2020;779.472
Todas las edades;14 Córdoba;Total;1 de abril de 2020;""
Todas las edades;14 Córdoba;Total;1 de enero de 2020;780.825
Todas las edades;14 Córdoba;Total;1 de octubre de 2019;""
Todas las edades;14 Córdoba;Total;1 de julio de 2019;781.172
Todas las edades;14 Córdoba;Total;1 de abril de 2019;""
Todas las edades;14 Córdoba;Total;1 de enero de 2019;780.982
Todas las edades;14 Córdoba;Total;1 de octubre de 2018;""
Todas las edades;14 Córdoba;Total;1 de julio de 2018;782.079
Todas las edades;14 Córdoba;Total;1 de abril de 2018;""
Todas las edades;14 Córdoba;Total;1 de enero de 2018;784.079
Todas las edades;14 Córdoba;Total;1 de octubre de 2017;""
Todas las edades;14 Córdoba;Total;1 de julio de 2017;785.512
Todas las edades;14 Córdoba;Total;1 de abril de 2017;""
Todas las edades;14 Córdoba;Total;1 de enero de 2017;787.735
Todas las edades;14 Córdoba;Total;1 de octubre de 2016;""
Todas las edades;14 Córdoba;Total;1 de julio de 2016;788.950
Todas las edades;14 Córdoba;Total;1 de abril de 2016;""
Todas las edades;14 Córdoba;Total;1 de enero de 2016;790.749
Todas las edades;14 Córdoba;Total;1 de octubre de 2015;""
Todas las edades;14 Córdoba;Total;1 de julio de 2015;791.995
Todas las edades;14 Córdoba;Total;1 de abril de 2015;""
Todas las edades;14 Córdoba;Total;1 de enero de 2015;794.359
Todas las edades;14 Córdoba;Total;1 de octubre de 2014;""
Todas las edades;14 Córdoba;Total;1 de julio de 2014;795.447
Todas las edades;14 Córdoba;Total;1 de abril de 2014;""
Todas las edades;14 Córdoba;Total;1 de enero de 2014;796.830
Todas las edades;14 Córdoba;Total;1 de octubre de 2013;""
Todas las edades;14 Córdoba;Total;1 de julio de 2013;798.336
Todas las edades;14 Córdoba;Total;1 de abril de 2013;""
Todas las edades;14 Córdoba;Total;1 de enero de 2013;799.934
Todas las edades;14 Córdoba;Total;1 de octubre de 2012;""
Todas las edades;14 Córdoba;Total;1 de julio de 2012;801.031
Todas las edades;14 Córdoba;Total;1 de abril de 2012;""
Todas las edades;14 Córdoba;Total;1 de enero de 2012;802.717
Todas las edades;14 Córdoba;Total;1 de octubre de 2011;""
Todas las edades;14 Córdoba;Total;1 de julio de 2011;802.112
Todas las edades;14 Córdoba;Total;1 de abril de 2011;""
Todas las edades;14 Córdoba;Total;1 de enero de 2011;801.792
Todas las edades;14 Córdoba;Total;1 de octubre de 2010;""
Todas las edades;14 Córdoba;Total;1 de julio de 2010;800.839
Todas las edades;14 Córdoba;Total;1 de abril de 2010;""
Todas las edades;14 Córdoba;Total;1 de enero de 2010;799.757
Todas las edades;14 Córdoba;Total;1 de octubre de 2009;""
Todas las edades;14 Córdoba;Total;1 de julio de 2009;798.522
Todas las edades;14 Córdoba;Total;1 de abril de 2009;""
Todas las edades;14 Córdoba;Total;1 de enero de 2009;797.328
Todas las edades;14 Córdoba;Total;1 de octubre de 2008;""
Todas las edades;14 Córdoba;Total;1 de julio de 2008;794.995
Todas las edades;14 Córdoba;Total;1 de abril de 2008;""
Todas las edades;14 Córdoba;Total;1 de enero de 2008;792.681
Todas las edades;14 Córdoba;Total;1 de octubre de 2007;""
Todas las edades;14 Córdoba;Total;1 de julio de 2007;789.302
Todas las edades;14 Córdoba;Total;1 de abril de 2007;""
Todas las edades;14 Córdoba;Total;1 de enero de 2007;786.384
Todas las edades;14 Córdoba;Total;1 de octubre de 2006;""
Todas las edades;14 Córdoba;Total;1 de julio de 2006;783.072
Todas las edades;14 Córdoba;Total;1 de abril de 2006;""
Todas las edades;14 Córdoba;Total;1 de enero de 2006;780.679
Todas las edades;14 Córdoba;Total;1 de octubre de 2005;""
Todas las edades;14 Córdoba;Total;1 de julio de 2005;778.282
Todas las edades;14 Córdoba;Total;1 de abril de 2005;""
Todas las edades;14 Córdoba;Total;1 de enero de 2005;775.835
Todas las edades;15 Coruña, A;Total;1 de enero de 2023;1.123.884
Todas las edades;15 Coruña, A;Total;1 de octubre de 2022;1.122.508
Todas las edades;15 Coruña, A;Total;1 de julio de 2022;1.121.062
Todas las edades;15 Coruña, A;Total;1 de abril de 2022;1.119.875
Todas las edades;15 Coruña, A;Total;1 de enero de 2022;1.119.164
Todas las edades;15 Coruña, A;Total;1 de octubre de 2021;1.118.493
Todas las edades;15 Coruña, A;Total;1 de julio de 2021;1.117.861
Todas las edades;15 Coruña, A;Total;1 de abril de 2021;1.119.053
Todas las edades;15 Coruña, A;Total;1 de enero de 2021;1.120.501
Todas las edades;15 Coruña, A;Total;1 de octubre de 2020;""
Todas las edades;15 Coruña, A;Total;1 de julio de 2020;1.121.275
Todas las edades;15 Coruña, A;Total;1 de abril de 2020;""
Todas las edades;15 Coruña, A;Total;1 de enero de 2020;1.121.994
Todas las edades;15 Coruña, A;Total;1 de octubre de 2019;""
Todas las edades;15 Coruña, A;Total;1 de julio de 2019;1.119.930
Todas las edades;15 Coruña, A;Total;1 de abril de 2019;""
Todas las edades;15 Coruña, A;Total;1 de enero de 2019;1.120.432
Todas las edades;15 Coruña, A;Total;1 de octubre de 2018;""
Todas las edades;15 Coruña, A;Total;1 de julio de 2018;1.118.944
Todas las edades;15 Coruña, A;Total;1 de abril de 2018;""
Todas las edades;15 Coruña, A;Total;1 de enero de 2018;1.120.074
Todas las edades;15 Coruña, A;Total;1 de octubre de 2017;""
Todas las edades;15 Coruña, A;Total;1 de julio de 2017;1.118.578
Todas las edades;15 Coruña, A;Total;1 de abril de 2017;""
Todas las edades;15 Coruña, A;Total;1 de enero de 2017;1.120.302
Todas las edades;15 Coruña, A;Total;1 de octubre de 2016;""
Todas las edades;15 Coruña, A;Total;1 de julio de 2016;1.120.743
Todas las edades;15 Coruña, A;Total;1 de abril de 2016;""
